,mitocore,293,mitoparp,293 + high NAD,mitoparp + high NAD,293 + low NAD,mitoparp + low NAD,subsystem
ABUTD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ornithine degradation (cytosolic)
ACACT10m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Isoleucine degradation
ACACT1rm,-1.2725,-1.1984673913043478,-1.2463768115942033,-1.1984673913043478,-1.2463768115942038,-0.5604710494605729,-0.5813334675665872,FA and ketone body metabolism / Ketogenesis
ACACt2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boundary conditions - core
ACACt2mB_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transporters - characterised
ACADLC14_MitoCore,0.27615281967969013,0.2841725407356587,0.2792392555862951,0.28417254073565784,0.27923925558629503,0.24491407312985192,0.20818472069813368,FA metabolism
ACADLC16_MitoCore,0.27615281967971267,0.2841725407356587,0.27923925558629525,0.28417254073565795,0.2792392555862952,0.2449140731298522,0.20818472069813512,FA metabolism
ACALDtm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alcohol metabolism
ACCOAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FA synthesis - cytosolic
ACCOALm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Propanoate metabolism
ACITL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Reductive carboxylation / Acetyl-CoA production for biosynthesis
ACITLm_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TCA cycle periphery
ACOAHi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Acetate production
ACOATA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FA synthesis - cytosolic
ACONT,-74.75958486539504,-74.74622384710928,-74.65281676949134,-74.74622384710914,-74.65281676949127,-53.0534641426574,-49.300394676843624,Reductive carboxylation
ACONTm,-67.79747308152724,-67.77798178482385,-67.82742546514343,-67.77798178482375,-67.82742546514342,-48.00622683585833,-44.32634909994696,TCA cycle
ACOT2_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fatty acid elongation in mitochondria
ACS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alcohol metabolism
ACSm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alcohol metabolism
ACt2r,-0.01,0.0,-0.01,0.0,-0.01,0.0,-0.01,Boundary Conditions - Biomarkers
ADK1,0.277031972576097,0.2842607946291196,0.28013726840869646,0.2842607946292156,0.28013726840869424,0.24491407312980681,0.2081847206981351,Cytosolic misc
ADK1m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TCA cycle periphery
ADNK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Methionine degradation
ADSL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Purine Nucleotide Cycle
ADSS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Purine Nucleotide Cycle
AGMTm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arginine degradation
AGPAT1B_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cardiolipin synthesis
AHC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Methionine degradation
AKGDm,0.0,0.0,4.423488478764553,0.0,4.423488478764554,0.17455853830207854,2.7226185071533444,TCA cycle
AKGMALtm,-4.1855,-0.6639999999999909,-4.052,-0.6640000000000001,-4.052,-0.5405821326172504,-2.243093959159792,Malate aspartate shuttle
AKGt_MitoCore,-1.918000000000001,-1.9180000000000024,-1.917999999999998,-1.9179999999999977,-1.9180000000001056,-1.3083018028323452,-1.6068343929805984,Boundary Conditions - Biomarkers
ALASm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Haem Synthesis
ALATA_L,-0.20299999999999274,-0.20299999999999563,-0.203,-0.20299999999999072,-0.2030000000000003,-0.20285882352941437,-0.20285882352941176,Cytosolic misc
ALAt2r,-0.3200000000000655,-0.312,-0.312,-0.312,-0.3120000000001081,-0.25129106630861925,-0.25129106630862186,Boundary conditions - nonessential amino acids
ALCD2if,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alcohol metabolism
ALCD2yf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alcohol metabolism
ALDD2x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alcohol metabolism
ALDD2xm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alcohol metabolism
AMCOXO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tryptophan Metabolism 
AMCOXO2_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tryptophan Metabolism 
AMPD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Purine Nucleotide Cycle
AMPTASECG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Glutathione degradation
AOBUTDsm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Glycine degradation
APAT2rm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beta-alanine degradation
APRTO2m_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arginine degradation
ARGDCm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arginine degradation
ARGN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Urea Cycle
ARGNm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Urea Cycle
ARGSL,-0.007,-0.007,-0.007,-0.007,-0.007,-0.007,-0.007,Urea Cycle
ARGSS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Urea Cycle
ARGSUCt_MitoCore,-0.11233333333333184,-0.10966666666666425,-0.10966666666666669,-0.10966666666666665,-0.10966666666666669,-0.08943035543620892,-0.08943035543620638,Boundary Conditions - Biomarkers
ARGtiDF,-0.10533333333335516,-0.10266666666666666,-0.10266666666666668,-0.10266666666666667,-0.10266666666670214,-0.08243035543620536,-0.0824303554362058,Boundary conditions - nonessential amino acids
ARGtmB_MitoCore,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,Mitochondrial transporters - characterised
ASNS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asparagine synthesis
ASNtm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transporters - uncharacterised
ASP1DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beta-alanine synthesis
ASPGLUmB_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malate aspartate shuttle
ASPTA,-0.166,-0.158,-0.15799999999999997,-0.15799999999999545,-0.15799999999999997,-0.09729106630862516,-0.09729106630861929,Malate aspartate shuttle
ASPTAm,-4.459000000000023,-4.443000000000065,-4.442999999999995,-4.4429999999997625,-4.442999999999998,-4.09091919774834,-4.090919197748268,Malate aspartate shuttle
ASPte,-0.154,-0.154,-0.154,-0.154,-0.154,-0.154,-0.154,Boundary conditions - nonessential amino acids
ATPtmB_MitoCore,-922.4171107519617,-922.4167360230203,-920.5439776042731,-922.4167360230203,-920.5439776042731,-945.829326142073,-948.1047123298118,Mitochondrial transporters - characterised
BALAtmr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transporters - uncharacterised
BDHm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ketone bodies - degradation
BHBt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boundary conditions - core
BHBtmB_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transporters - uncharacterised
BILIRED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Haem Degradation
BILIRED2_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Haem Degradation
BUTt2mB_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transporters - uncharacterised
BUTt2r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boundary conditions - alternative fuels
Biomass_MitoCore,-100.89230387215594,-100.87424844203966,-100.88218482363732,-100.87424844203997,-100.8821848236372,-71.56378433296844,-66.49206883862234,Boundary conditions - core
Biomasst_MitoCore,-8.581469193122876,-8.572643578301296,-0.009302325581395349,-8.572643578301543,-0.009302325581395349,-5.355140158491109,-0.009302325581395349,Mitochondrial transport - diffusion / artificial
C160CPT1,0.27615281967969013,0.28417254073565323,0.27923925558629537,0.2841725407356661,0.2792392555862951,0.2449140731298606,0.20818472069813368,Carnitine shuttle
C160CPT2,0.27615281967969013,0.2841725407356587,0.27923925558629537,0.28417254073565784,0.2792392555862951,0.24491407312985192,0.20818472069813368,Carnitine shuttle
CBPSam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Citrulline biosynthesis
CDSm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cardiolipin synthesis
CHLtmB_MitoCore,-3.0893289095242156,-3.0861516881884814,0.0,-3.0861516881885014,0.0,-1.927850457056789,0.0,Mitochondrial transporters - uncharacterised
CHOLtu,-3.0893289095242524,-3.0861516881885365,0.0,-3.0861516881885196,0.0,-1.9278504570566417,0.0,Boundary Conditions - Biomarkers
CIII_MitoCore,31.21824425260411,31.226572930108585,31.225937670897732,31.226572930108826,31.225937670897736,22.10176832715728,20.42617072983651,Electron transport chain
CII_MitoCore,3.9100098333946645,3.9719897726842857,3.967987965532726,3.971989772684282,3.967987965532729,2.6907535273115535,2.176541942764037,Electron transport chain
CITtamB,-6.28428571428568,-2.5559999999999974,-6.214285714285717,-2.5559999999999956,-6.214285714285541,-2.4397941476361735,-3.6220952869196674,Mitochondrial transporters - characterised
CITtbm,-1.9180000000000013,-1.9179999999999957,0.0,-1.9180000000000001,0.0,-1.91785882352933,0.0,Mitochondrial transporters - characterised
CIV_MitoCore,15.609122126302017,15.613286465054342,15.612968835448866,15.613286465054413,15.612968835448868,11.050884163578637,10.213085364918255,Electron transport chain
CI_MitoCore,10.04710491549202,10.035054827288084,10.039586746913814,10.035054827287986,10.039586746913823,6.8451963397305295,6.718587016366689,Electron transport chain
CK,-922.4171107519619,-922.4167360230207,-920.5439776042731,-922.4167360230205,-920.5439776042731,-945.8293261420728,-948.1047123298117,Creatine ATP buffer
CKc,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,Creatine ATP buffer
CLPN_MitoCore,-0.01,-0.01,0.0,-0.01,0.0,-0.01,0.0,Cardiolipin synthesis
CLS_hsm_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cardiolipin synthesis
CO2t,-18.394260869565215,-18.34608695652177,-18.36417391304356,-18.346086956521937,-18.364173913043462,-13.461538465034069,-11.966066114290841,Boundary conditions - core
CO2tm,-18.457173913043476,-18.423086956521676,-18.35633695652167,-18.4230869565217,-18.356336956521673,-12.429883442848835,-11.446601844482716,Mitochondrial transport - diffusion / artificial
COAtmB_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transporters - characterised
COAtmC_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transporters - characterised
COt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boundary Conditions - Misc
CPPPGO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Haem Synthesis
CREATtmdiffir,-922.4171107519618,-922.4167360230203,-920.5439776042731,-922.4167360230206,-920.543977604273,-945.8293261420729,-948.1047123298116,Mitochondrial transport - diffusion / artificial
CSm,5.2138358616819955,5.2730148356441,5.283127665074408,5.273014835644098,5.283127665074413,3.6647627709523976,3.388221568519924,TCA cycle
CV_MitoCore,73.1502126629423,73.13698571015357,73.14316090238789,73.13698571015357,73.14316090238788,52.15013358021635,48.13908505152769,Electron transport chain
CYANt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boundary Conditions - Misc
CYANtm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transport - diffusion / artificial
CYSO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cysteine degradation I
CYSTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cysteine degradation II
CYSTAm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cysteine degradation II
CYSTGL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Methionine and Serine degradation
CYSTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Methionine and Serine degradation
CYStec,-0.004999999999920877,-0.005,-0.005,-0.005,-0.005,-0.005,-0.005000000000002558,Boundary conditions - nonessential amino acids
CYTK1m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cardiolipin synthesis
DHFR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Folate cytosolic
DHPR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Phenylalanine degradation
ECOAH12m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valine degradation
ECOAH1m,-1.1081666666666665,-1.036,-1.0843043478260919,-1.036,-1.0843043478260876,-0.3981654174205221,-0.41902783552653744,FA metabolism
ECOAH9m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Isoleucine degradation
ENO,-1.549999999999991,-1.1424999999999947,-0.3219999999999955,-1.1424999999999743,-0.32199999999999995,-0.22135492520295774,-0.2612910663086193,Glycolysis/gluconeogenesis
ETOHt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boundary conditions - alternative fuels
EX_2hb_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_HC00250_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ac_e,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_acac_e,-0.114,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_akg_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ala_B_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ala_L_e,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_arg_L_e,-0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_argsuc_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_asn_L_e,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_asp_L_e,-0.154,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_bhb_e,-0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_bilirub_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_biomass_e,80.71384309772483,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_but_e,-0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_chol_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_cit_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_citr_L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_co2_e,9.704470479288597,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_co_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_creat_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_cyan_e,-0.0059999999999860165,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_cys_L_e,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_etoh_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_fe2_e,-0.08887500000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_fol_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_for_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_fum_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_glc_D_e,-0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_gln_L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_glu_L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_gly_e,-0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_glyc_e,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_h2o_e,-2.643046543164175,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_h_e,-4.350408647747671,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_hco3_e,-1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_hdca_e,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_his_L_e,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_icit_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ile_L_e,-0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_lac_L_e,-0.575,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_leu_L_e,-0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_lys_L_e,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_mal_L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_mercplac_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_met_L_e,-0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_nad_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_nadh_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_nh4_e,-0.32199999999999684,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_no_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_o2_e,-19.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_oaa_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_pchol_hs_e,-6.521916586773433,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_pcreat_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_pe_hs_e,-2.9176995256617997,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_phe_L_e,-0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_pi_e,-0.31010864236102886,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ppa_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_pro_L_e,-0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ps_hs_e,-2.5744407579368827,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ser_L_e,-0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_so3_e,-0.0059999999999959105,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_succ_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_tcynt_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_thr_L_e,-0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_trp_L_e,-0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_tsul_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_tyr_L_e,-0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_urea_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_val_L_e,-0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FA160ACPH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FA synthesis - cytosolic
FACOAL160i,0.27615281967969013,0.28417254073565323,0.27923925558629537,0.2841725407358427,0.2792392555862951,0.24491407312983393,0.2081847206981351,Carnitine shuttle
FACOAL40im,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Butanoate metabolism
FBA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Glycolysis/gluconeogenesis
FBP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gluconeogenesis
FCLTm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Haem Synthesis
FE2t,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boundary Conditions - Misc
FE2tm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transporters - characterised
FKYNH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tryptophan Metabolism 
FOLR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Folate cytosolic
FOLt_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boundary Conditions - Misc
FORt2mB_MitoCore,-0.008,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transporters - uncharacterised
FORt_MitoCore,-0.008,0.0,0.0,0.0,0.0,0.0,0.0,Boundary Conditions - Misc
FTCD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Folate cytosolic
FTHFDH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Folate cytosolic
FTHFDHm_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Folate mitochondrial
FTHFL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Folate cytosolic
FTHFLm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Folate mitochondrial
FUM,-1.8949999999999751,-1.8949999999999056,-1.8949999999999987,-1.8950000000000877,-1.8949999999999982,-1.6831541828751386,-1.8950000000000002,Cytosolic misc
FUMAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tyrosine degradation
FUMm,-34.17275422608932,-34.186400193022074,-34.14463988768042,-34.18640019302222,-34.14463988768038,-24.221653026380757,-23.061444832385096,TCA cycle
FUMt_MitoCore,-1.9179999999999993,-1.917999999999988,-1.9179999999999995,-1.9180000000000048,-1.918000000000108,-1.7060130064044505,-1.9178588235294103,Boundary Conditions - Biomarkers
FUMtmB_MitoCore,-41.02214553043649,-41.01480431159832,-41.01803119202793,-41.01480431159818,-41.01803119202788,-29.097362860655494,-27.03523678054107,Mitochondrial transporters - uncharacterised
G3PD1,-4.449000000000023,-4.4329999999999945,-4.432999999999995,-4.433,-4.433,-4.081200887889084,-4.081200887889121,Glycerol phosphate shuttle
G5SADrm,-0.004,-0.004,-0.004,-0.004,-0.004,-0.004,-0.004,Proline degradation/synthesis
G5SDym,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Proline synthesis
G6PDH2r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pentose phosphate pathway
G6PPer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gluconeogenesis
GAPD,-1.2199999999999953,-0.8204999999999982,0.0,-0.8205,0.0,0.016056164574682397,0.0,Glycolysis/gluconeogenesis
GCCam,-0.3600000000000001,-0.34400000000000286,-0.34400000000000003,-0.3440000000000002,-0.34400000000000003,-0.1859063829787235,-0.1859063829787234,Glycine cleavage system (GCS)
GCCbim,-0.36,-0.3440000000000002,-0.34400000000000003,-0.3440000000000002,-0.34400000000000003,-0.1859063829787235,-0.1859063829787234,Glycine cleavage system (GCS)
GCCcm,-0.36,-0.3440000000000002,-0.34400000000000003,-0.3440000000000002,-0.34400000000000003,-0.1859063829787235,-0.1859063829787234,Glycine cleavage system (GCS)
GHMT2r,-0.018000000000000002,-0.01,-0.01,-0.01,-0.01,-0.009,-0.009,Serine and glycine biosynthesis
GHMT2rm,-0.35900000000000004,-0.1323333333333374,-0.34299999999999997,-0.13233333333333347,-0.343,-0.0715163120567376,-0.1853659574468086,Serine and glycine biosynthesis
GLCt1r,0.0,0.0,0.0,0.0,0.0,0.009744124135521948,0.0,Boundary conditions - core
GLNS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Glutamine synthesis
GLNtm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transporters - uncharacterised
GLU5Km,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Proline synthesis
GLUCYS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Glutathione synthesis
GLUDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GABA shunt
GLUDxi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Glutamate degradation/synthesis - cytosolic
GLUDxm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Glutamate degradation/synthesis
GLUDy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Glutamate degradation/synthesis - cytosolic
GLUDym,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Glutamate degradation/synthesis
GLUN_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Glutamine degradation - cytosolic
GLUNm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Glutamine degradation
GLUt2mB_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitochondrial transporters - characterised
GLUt_MitoCore,-0.32999999999999546,-0.322,-0.322,-0.322,-0.32200000000000106,-0.2612910663086203,-0.261291066308619,Boundary conditions - nonessential amino acids
GLYATm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Glycine degradation
GLYC3Ptm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cardiolipin synthesis
GLYCt,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,Boundary conditions - alternative fuels
GLYCtm,-1.4927149345645916,-1.4911794077385163,0.0,-1.4911794077385492,0.0,-0.9345627605002215,0.0,Mitochondrial transport - diffusion / artificial
GLYK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cardiolipin synthesis
GLYOXm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Glycine degradation
GLYt2r,-0.702,-0.678,-0.678,-0.678,-0.6780000000001618,-0.43707104168832894,-0.4591974492873427,Boundary conditions - nonessential amino acids
GLYtm,-0.7199999999997928,-0.6879999999996835,-0.6879999999997968,-0.688,-0.6879999999997928,-0.371812765957447,-0.3718127659574468,Mitochondrial transporters - uncharacterised
