,flux_pfba,lower_bound,upper_bound,fva_lower,fva_upper,pathway,nad_dependent,nadp_dependent
COt,0.0,-1000.0,1000.0,0.0,0.0,Boundary Conditions - Misc,False,False
r0940,0.0,-1000.0,1000.0,0.0,0.006,Boundary Conditions - Misc,False,False
SO3t_MitoCore,0.001,-1000.0,1000.0,0.0,0.006,Boundary Conditions - Misc,False,False
H2Ot,-14.971260869565176,-1000.0,1000.0,-16.99573913043477,2.6537803949332925,Boundary Conditions - Misc,False,False
Hct_MitoCore,2.561304347826156,-1000.0,1000.0,-3.690156478227855,417.28256286997976,Boundary Conditions - Misc,False,False
Hmt_MitoCore,-1.9322938365982925,-1000.0,1000.0,-416.6650733884465,4.8373038324542765,Boundary Conditions - Misc,False,False
TSULt_MitoCore,-0.001,-1000.0,1000.0,-0.0059999999999954,0.0,Boundary Conditions - Misc,False,False
NADtm_MitoCore,0.0,0.0,0.0,0.0,0.0,Boundary Conditions - Misc,True,False
NOt,0.0,-1000.0,1000.0,-0.3219999999999956,0.0,Boundary Conditions - Misc,False,False
NADHtm_MitoCore,0.0,0.0,0.0,0.0,0.0,Boundary Conditions - Misc,True,False
NADHt_MitoCore,0.0,0.0,0.0,0.0,0.0,Boundary Conditions - Misc,True,False
r0899,0.0,0.0,0.0,0.0,0.0,Boundary Conditions - Misc,False,False
r0942,0.0,0.0,0.0,0.0,0.0,Boundary conditions - alternative fuels,False,False
r0942b_MitoCore,0.0,0.0,0.0,0.0,0.0,Boundary conditions - alternative fuels,False,False
GLYCt,-0.01,-0.01,1000.0,-0.01,1.1057499999999978,Boundary conditions - alternative fuels,False,False
BUTt2r,0.0,-1000.0,0.006,0.0,0.006,Boundary conditions - alternative fuels,False,False
ETOHt,0.0,0.0,0.0,0.0,0.0,Boundary conditions - alternative fuels,False,False
O2t,19.8,0.0,19.8,15.648742353897726,19.8,Boundary conditions - core,False,False
HDCAtr,0.4743043478260869,-1000.0,1.0,0.2841725407356587,1.0,Boundary conditions - core,False,False
BHBt,0.048,0.0,0.048,0.0,0.048,Boundary conditions - core,False,False
Biomass_MitoCore,-100.87424844203976,-1000.0,0.0,-100.87424844203969,-80.69939875363183,Boundary conditions - core,False,False
ACACt2,0.114,0.0,0.114,0.0,0.114,Boundary conditions - core,False,False
HDCAtm_MitoCore,0.0,-1000.0,0.0,-0.7032446396410728,0.0,Boundary conditions - core,False,False
L_LACt2r,0.575,-1000.0,0.575,-2.055500000000001,0.575,Boundary conditions - core,False,False
HCO3t_MitoCore,0.016,-1000.0,1.71,0.0,1.71,Boundary conditions - core,False,False
GLCt1r,0.9,-1000.0,0.9,0.0,0.9,Boundary conditions - core,False,False
CO2t,-16.59086956521739,-1000.0,1000.0,-18.346086956521933,-9.712232200889025,Boundary conditions - core,False,False
PHEtec,0.0,0.0,0.012,0.0,0.012,Boundary conditions - essential amino acids,False,False
r2534,0.012,0.0,0.012,0.0,0.012,Boundary conditions - essential amino acids,False,False
VALtec,0.011,0.0,0.011,0.0,0.011,Boundary conditions - essential amino acids,False,False
TRPt,0.0,0.0,0.008,0.0,0.0001860465116279,Boundary conditions - essential amino acids,False,False
LYStiDF,0.03,0.0,0.03,0.0,0.03,Boundary conditions - essential amino acids,False,False
ILEtec,0.004,0.0,0.004,0.0,0.004,Boundary conditions - essential amino acids,False,False
HIStiDF,0.01,0.0,0.01,0.0,0.01,Boundary conditions - essential amino acids,False,False
METtec,0.0,0.0,0.005,0.0,0.005,Boundary conditions - essential amino acids,False,False
LEUtec,0.016,0.0,0.016,0.0,0.016,Boundary conditions - essential amino acids,False,False
r2532,0.01,-1000.0,0.01,-0.3119999999999954,0.01,Boundary conditions - nonessential amino acids,False,False
r2526,0.017,-1000.0,0.017,-0.3265,0.017,Boundary conditions - nonessential amino acids,False,False
CYStec,0.001,-1000.0,0.001,-0.0049999999999954,0.001,Boundary conditions - nonessential amino acids,False,False
GLUt_MitoCore,0.0,-1000.0,0.0,-0.3219999999999998,0.0,Boundary conditions - nonessential amino acids,False,False
PROt2r,0.004,-1000.0,0.004,-0.3179999999999955,0.004,Boundary conditions - nonessential amino acids,False,False
r2525,0.0,-1000.0,0.0,-0.3219999999999999,0.0,Boundary conditions - nonessential amino acids,False,False
ARGtiDF,0.007,-1000.0,0.007,-0.1026666666666651,0.007,Boundary conditions - nonessential amino acids,False,False
GLYt2r,0.009,-1000.0,0.009,-0.678,0.009,Boundary conditions - nonessential amino acids,False,False
ALAt2r,0.01,-1000.0,0.01,-0.311999999999986,0.01,Boundary conditions - nonessential amino acids,False,False
TYRt,0.0,-1000.0,0.011,-0.012,0.011,Boundary conditions - nonessential amino acids,False,False
ASPte,-0.154,-0.154,1000.0,-0.154,0.168,Boundary conditions - nonessential amino acids,False,False
FACOAL40im,0.0,0.0,1000.0,0.0,0.006,Butanoate metabolism,False,False
CLS_hsm_MitoCore,0.0,0.0,1000.0,0.0,1.5530758440942525,Cardiolipin synthesis,False,False
CDSm,0.0,-1000.0,1000.0,0.0,3.0861516881885045,Cardiolipin synthesis,False,False
PGPP_hsm_MitoCore,0.0,0.0,1000.0,0.0,2.982358815477057,Cardiolipin synthesis,False,False
NDPK3m,0.0,-1000.0,1000.0,0.0,3.0861516881885063,Cardiolipin synthesis,False,False
PGPPTm,0.0,0.0,1000.0,0.0,2.98235881547706,Cardiolipin synthesis,False,False
CLPN_MitoCore,0.0,-1000.0,1000.0,-0.01,1.49117940773853,Cardiolipin synthesis,False,False
GLYK,0.01,0.0,1000.0,0.0,1.5011794077385296,Cardiolipin synthesis,False,False
CYTK1m,0.0,-1000.0,1000.0,0.0,3.086151688188504,Cardiolipin synthesis,False,False
GLYC3Ptm,0.0,0.0,1000.0,0.0,2.982358815477057,Cardiolipin synthesis,False,False
PCHOLPm_hs,0.0,0.0,1000.0,0.0,3.086151688188504,Cardiolipin synthesis,False,False
GPAMm_hsB_MitoCore,0.0,0.0,1000.0,0.0,0.0,Cardiolipin synthesis,False,False
PPA,0.4743043478260869,0.0,1000.0,0.2842607946290907,7.374684317218215,Carnitine shuttle,False,False
FACOAL160i,0.4743043478260869,0.0,1000.0,0.2841725407356532,1.0,Carnitine shuttle,False,False
r2435,0.4743043478260869,-1000.0,1000.0,0.2841725407356588,1.0,Carnitine shuttle,False,False
C160CPT2,0.4743043478260869,-1000.0,1000.0,0.2841725407356587,1.0,Carnitine shuttle,False,False
C160CPT1,0.4743043478260869,-1000.0,1000.0,0.2841725407356532,1.0,Carnitine shuttle,False,False
PPAm,0.0,-1000.0,1000.0,0.0,13.828142908235058,Carnitine shuttle,False,False
OCBTm,0.0,0.0,1000.0,0.0,0.3220000000000005,Citrulline biosynthesis,False,False
CBPSam,0.0,0.0,1000.0,0.0,0.3220000000000002,Citrulline biosynthesis,False,False
CKc,0.0,-1000.0,1000.0,-1000.0,922.4167360230206,Creatine ATP buffer,False,False
CK,0.0,-1000.0,1000.0,-922.4167360230208,1000.0,Creatine ATP buffer,False,False
3SPYRSP,0.0,-1000.0,1000.0,0.0,0.0,Cysteine degradation I,False,False
3SALATAi,0.0,-1000.0,1000.0,0.0,0.0,Cysteine degradation I,False,False
CYSTA,0.0,-1000.0,1000.0,0.0,0.006,Cysteine degradation II,False,False
CYSTAm,0.001,-1000.0,1000.0,0.0,0.006,Cysteine degradation II,False,False
MCPST,0.0,0.0,1000.0,0.0,0.006,Cysteine degradation II,False,False
r0595m_MitoCore,0.001,0.0,1000.0,0.0,0.006,Cysteine degradation II,False,False
MCPSTm_MitoCore,0.0,0.0,1000.0,0.0,0.006,Cysteine degradation II,False,False
MCLOR,0.0,-1000.0,1000.0,-0.006,0.0,Cysteine degradation II,True,False
r0595B_MitoCore,0.0,0.0,1000.0,0.0,0.006,Cysteine degradation II,False,False
r0193,0.0,0.0,1000.0,0.0,0.006,Cysteine degradation III,False,False
ME2,0.0,0.0,1000.0,0.0,0.7539999999999996,Cytosolic misc,False,True
ALATA_L,0.009,-1000.0,1000.0,-0.2029999999999956,414.7142435950481,Cytosolic misc,False,False
FUM,0.0,-1000.0,1000.0,-1.8949999999999056,41.014804311598354,Cytosolic misc,False,False
ADK1,0.4743043478260869,-1000.0,1000.0,0.2842607946291196,7.374684317218206,Cytosolic misc,False,False
NDPK1,0.0,-1000.0,1000.0,-3.728000000000104,2.224000000000092,Cytosolic misc,False,False
CI_MitoCore,29.35308170090784,-1000.0,1000.0,10.035054827288084,29.366720236285456,Electron transport chain,True,False
CII_MitoCore,6.832434782608655,-1000.0,1000.0,3.9719897726842857,7.364717391304338,Electron transport chain,False,False
CIII_MitoCore,39.541293836598186,-1000.0,1000.0,31.226572930108585,39.57992989034543,Electron transport chain,False,False
CIV_MitoCore,19.770646918299093,0.0,1000.0,15.613286465054342,19.78996494517272,Electron transport chain,False,False
CV_MitoCore,93.3744223550833,-1000.0,1000.0,73.13698571015357,100.86767894320054,Electron transport chain,False,False
ACACT1rm,-0.682304347826087,-1000.0,1000.0,-1.1984673913043478,-0.3387533782932865,FA and ketone body metabolism / Ketogenesis,False,False
r0728,-0.4743043478260869,-1000.0,1000.0,-1.0,-0.2841725407356584,FA metabolism,False,False
ECOAH1m,-0.5043043478260869,-1000.0,1000.0,-1.036,-0.2951790705855927,FA metabolism,False,False
r1450,0.4743043478260869,0.0,1000.0,0.284172540735659,16.924933074464363,FA metabolism,False,False
ACADLC16_MitoCore,0.4743043478260869,0.0,1000.0,0.2841725407356587,16.92493307446436,FA metabolism,False,False
r1448,0.4743043478260869,0.0,1000.0,0.2841725407356587,16.924933074464363,FA metabolism,False,False
r1447,0.4743043478260869,0.0,1000.0,0.2841725407356587,16.924933074464363,FA metabolism,False,False
r1451,0.4743043478260869,0.0,1000.0,0.2841725407356589,16.924933074464366,FA metabolism,False,False
r1446,0.4743043478260869,0.0,1000.0,0.2854590633970871,1.006,FA metabolism,False,False
r0734,0.4743043478260869,-1000.0,1000.0,0.284172540735659,1.0,FA metabolism,False,False
r0724,-0.4743043478260869,-1000.0,1000.0,-1.0,-0.2841725407356588,FA metabolism,False,False
r0287,0.4743043478260869,-1000.0,1000.0,0.284172540735659,1.0,FA metabolism,False,False
r0634,-0.4743043478260869,-1000.0,1000.0,-1.0,-0.2841725407356578,FA metabolism,False,False
MTPC14_MitoCore,0.4743043478260869,-1000.0,1000.0,0.2841725407356587,1.0,FA metabolism,True,False
r0730,0.4743043478260869,-1000.0,1000.0,0.284172540735659,1.0,FA metabolism,True,False
r0731,0.4743043478260869,-1000.0,1000.0,0.2841725407356587,1.0,FA metabolism,False,False
r0733,0.4743043478260869,-1000.0,1000.0,0.284172540735659,1.0,FA metabolism,True,False
HACD1m,-0.5043043478260869,-1000.0,1000.0,-1.036,-0.2951790705855927,FA metabolism,True,False
r0732,0.4743043478260869,-1000.0,1000.0,0.284172540735659,1.0,FA metabolism,False,False
r0726,0.4743043478260869,-1000.0,1000.0,0.2841725407356587,1.0,FA metabolism,True,False
r0722,0.4743043478260869,-1000.0,1000.0,0.2841725407356588,1.0,FA metabolism,True,False
r0660,-0.4743043478260869,-1000.0,1000.0,-1.0,-0.2841725407356584,FA metabolism,False,False
MTPC16_MitoCore,0.4743043478260869,-1000.0,1000.0,0.2841725407356587,1.0,FA metabolism,True,False
ACADLC14_MitoCore,0.4743043478260869,0.0,1000.0,0.2841725407356587,16.92493307446435,FA metabolism,False,False
FA160ACPH,0.0,0.0,1000.0,0.0,0.0,FA synthesis - cytosolic,False,False
ACCOAC,0.0,0.0,1000.0,0.0,0.0,FA synthesis - cytosolic,False,False
r0767,0.0,-1000.0,1000.0,0.0,0.0,FA synthesis - cytosolic,False,True
r0770,0.0,-1000.0,1000.0,0.0,0.0,FA synthesis - cytosolic,False,False
r0772,0.0,0.0,1000.0,0.0,0.0,FA synthesis - cytosolic,False,False
r0769,0.0,-1000.0,1000.0,0.0,0.0,FA synthesis - cytosolic,False,True
r0773,0.0,-1000.0,1000.0,0.0,0.0,FA synthesis - cytosolic,False,True
r0763,0.0,-1000.0,1000.0,0.0,0.0,FA synthesis - cytosolic,False,True
r0697,0.0,-1000.0,1000.0,0.0,0.0,FA synthesis - cytosolic,False,False
r0764,0.0,0.0,1000.0,0.0,0.0,FA synthesis - cytosolic,False,False
r0765,0.0,-1000.0,1000.0,0.0,0.0,FA synthesis - cytosolic,False,True
MCOATA,0.0,-1000.0,1000.0,0.0,0.0,FA synthesis - cytosolic,False,False
r0766,0.0,0.0,1000.0,0.0,0.0,FA synthesis - cytosolic,False,False
r0768,0.0,0.0,1000.0,0.0,0.0,FA synthesis - cytosolic,False,False
r0760,0.0,0.0,1000.0,0.0,0.0,FA synthesis - cytosolic,False,False
r0771,0.0,-1000.0,1000.0,0.0,0.0,FA synthesis - cytosolic,False,True
r0712,0.0,-1000.0,1000.0,0.0,0.0,FA synthesis - cytosolic,False,True
ACOATA,0.0,0.0,1000.0,0.0,0.0,FA synthesis - cytosolic,False,False
r0761,0.0,-1000.0,1000.0,0.0,0.0,FA synthesis - cytosolic,False,True
r0701,0.0,-1000.0,1000.0,0.0,0.0,FA synthesis - cytosolic,False,True
r0678,0.0,0.0,1000.0,0.0,0.0,FA synthesis - cytosolic,False,False
r0681,0.0,-1000.0,1000.0,0.0,0.0,FA synthesis - cytosolic,False,False
r0682,0.0,-1000.0,1000.0,0.0,0.0,FA synthesis - cytosolic,False,True
r0692,0.0,-1000.0,1000.0,0.0,0.0,FA synthesis - cytosolic,False,True
r0691,0.0,-1000.0,1000.0,0.0,0.0,FA synthesis - cytosolic,False,True
r0762,0.0,-1000.0,1000.0,0.0,0.0,FA synthesis - cytosolic,False,False
r0694,0.0,-1000.0,1000.0,0.0,0.0,FA synthesis - cytosolic,False,True
r0695,0.0,-1000.0,1000.0,0.0,0.0,FA synthesis - cytosolic,False,False
r0702,0.0,-1000.0,1000.0,0.0,0.0,FA synthesis - cytosolic,False,False
r0713,0.0,0.0,1000.0,0.0,0.0,FA synthesis - cytosolic,False,False
r0696,0.0,-1000.0,1000.0,0.0,0.0,FA synthesis - cytosolic,False,True
r0693,0.0,-1000.0,1000.0,0.0,0.0,FA synthesis - cytosolic,False,False
r0735,0.0,-1000.0,0.0,-16.450628726638268,0.0,Fatty acid elongation in mitochondria,False,True
r0791,0.0,0.0,1000.0,0.0,16.450628726638275,Fatty acid elongation in mitochondria,False,True
r0633,0.0,-1000.0,0.0,-16.45062872663827,0.0,Fatty acid elongation in mitochondria,False,True
r0638,0.0,-1000.0,0.0,-16.45062872663828,0.0,Fatty acid elongation in mitochondria,False,True
MECR16C_MitoCore,0.0,0.0,1000.0,0.0,16.450628726638275,Fatty acid elongation in mitochondria,False,True
MECR14C_MitoCore,0.0,0.0,1000.0,0.0,16.450628726638275,Fatty acid elongation in mitochondria,False,True
ACOT2_MitoCore,0.0,0.0,1000.0,0.0,0.7032446396410783,Fatty acid elongation in mitochondria,False,False
FOLR2,0.0,0.0,0.0,0.0,0.0,Folate cytosolic,False,True
DHFR,0.0,0.0,0.0,0.0,0.0,Folate cytosolic,False,True
FTCD,0.01,-1000.0,1000.0,0.0,0.01,Folate cytosolic,False,False
MTHFC,0.0530000000000808,-1000.0,1000.0,0.0,0.2656666666666666,Folate cytosolic,False,False
FTHFDH,0.0530000000000808,0.0,1000.0,0.0,0.2656666666666666,Folate cytosolic,False,True
FTHFL,0.0,0.0,1000.0,0.0,0.0,Folate cytosolic,False,False
MTHFD,0.0430000000000808,-1000.0,1000.0,-0.01,0.2556666666666666,Folate cytosolic,False,True
FTHFDHm_MitoCore,0.0,0.0,1000.0,0.0,0.0,Folate mitochondrial,False,True
FTHFLm,0.0,-1000.0,1000.0,0.0,0.0,Folate mitochondrial,False,False
r0226,0.0,-1000.0,1000.0,0.0,0.0,Folate mitochondrial,False,True
MTHFCm,0.0,-1000.0,1000.0,0.0,0.0,Folate mitochondrial,False,False
MTHFDm,0.0,-1000.0,0.0,0.0,0.0,Folate mitochondrial,False,True
r0514,0.0,-1000.0,1000.0,0.0,0.0,Folate mitochondrial,False,True
MTHFD2m,0.0,-1000.0,0.0,0.0,0.0,Folate mitochondrial,True,False
GLUDC,0.0,0.0,1000.0,0.0,7.452565217391281,GABA shunt,False,False
r0178,0.0,0.0,1000.0,0.0,7.452565217391281,GABA shunt,True,False
ABTArm,0.0,-1000.0,1000.0,0.0,7.452565217391281,GABA shunt,False,False
4ABUTtm,0.0,-1000.0,1000.0,0.0,7.452565217391281,GABA shunt - transport,False,False
G6PPer,0.0,0.0,0.0,0.0,0.0,Gluconeogenesis,False,False
PEPCK,0.0,0.0,1000.0,0.0,1.918,Gluconeogenesis,False,False
FBP,0.0,0.0,0.0,0.0,0.0,Gluconeogenesis,False,False
GLUDxm,0.2646469182990926,0.0,1000.0,0.0,0.3219999999999998,Glutamate degradation/synthesis,True,False
GLUDym,0.0293530817009078,0.0,1000.0,0.0,0.322,Glutamate degradation/synthesis,False,True
GLUDy,0.0,0.0,1000.0,0.0,0.2513333333333333,Glutamate degradation/synthesis - cytosolic,False,True
GLUDxi,0.0,0.0,1000.0,0.0,0.322,Glutamate degradation/synthesis - cytosolic,True,False
GLUNm,0.0,0.0,1000.0,0.0,25.93051522469078,Glutamine degradation,False,False
GLUN_MitoCore,0.0,0.0,1000.0,0.0,20.17484968840794,Glutamine degradation - cytosolic,False,False
GLNS,0.0,0.0,1000.0,0.0,25.93051522469077,Glutamine synthesis,False,False
r0129,0.0,0.0,1000.0,0.0,10.087424844203971,Glutathione degradation,False,False
AMPTASECG,0.0,0.0,1000.0,0.0,10.087424844203971,Glutathione degradation,False,False
GTHS,0.0,0.0,1000.0,0.0,10.087424844203971,Glutathione synthesis,False,False
GLUCYS,0.0,0.0,1000.0,0.0,10.087424844203971,Glutathione synthesis,False,False
G3PD1,0.01,-1000.0,1000.0,-4.4329999999999945,0.01,Glycerol phosphate shuttle,True,False
r0205,0.0,0.0,1000.0,0.0,4.443,Glycerol phosphate shuttle,False,False
GCCcm,0.0260000000000404,-1000.0,1000.0,-0.344,0.1323333333333332,Glycine cleavage system (GCS),True,False
GCCbim,0.0260000000000404,-1000.0,1000.0,-0.344,0.1323333333333332,Glycine cleavage system (GCS),False,False
GCCam,0.0260000000000404,-1000.0,1000.0,-0.344,0.1323333333333332,Glycine cleavage system (GCS),False,False
AACTOORm_MitoCore,0.0,0.0,1000.0,0.0,0.0,Glycine degradation,False,False
AOBUTDsm,0.0,0.0,1000.0,0.0,0.0,Glycine degradation,False,False
LDH_Dm_MitoCore,0.0,-1000.0,1000.0,0.0,0.0,Glycine degradation,True,False
LGTHLm_MitoCore,0.0,-1000.0,1000.0,0.0,0.0,Glycine degradation,False,False
GLYOXm,0.0,0.0,1000.0,0.0,0.0,Glycine degradation,False,False
HEX1,0.9,0.0,1000.0,0.0,0.9,Glycolysis,False,False
PFK,0.9,0.0,1000.0,0.0,0.9,Glycolysis,False,False
r0122,0.0,0.0,1000.0,0.0,3.7279999999999935,Glycolysis,False,False
PGK,-1.81,-1000.0,1000.0,-1.81,0.8204999999999997,Glycolysis/gluconeogenesis,False,False
FBA,0.9,-1000.0,1000.0,0.0,0.9,Glycolysis/gluconeogenesis,False,False
GAPD,1.81,-1000.0,1000.0,-0.8204999999999982,1.81,Glycolysis/gluconeogenesis,True,False
PGI,0.9,-1000.0,1000.0,-0.2513333333333255,0.9,Glycolysis/gluconeogenesis,False,False
TPI,0.91,-1000.0,1000.0,-1.351650107202592,0.91,Glycolysis/gluconeogenesis,False,False
PYK,1.9060000000001616,0.0,1000.0,0.0,3.7279999999999935,Glycolysis/gluconeogenesis,False,False
LDH_L,0.575,-1000.0,1000.0,-2.055499999999989,0.575,Glycolysis/gluconeogenesis,True,False
ENO,1.81,-1000.0,1000.0,-1.1424999999999947,1.81,Glycolysis/gluconeogenesis,False,False
PGM,-1.81,-1000.0,1000.0,-1.81,1.1424999999999956,Glycolysis/gluconeogenesis,False,False
HOXG,0.0,0.0,1000.0,0.0,0.0,Haem Degradation,False,True
BILIRED2_MitoCore,0.0,0.0,1000.0,0.0,0.0,Haem Degradation,True,False
BILIRED,0.0,0.0,1000.0,0.0,0.0,Haem Degradation,False,True
UPPDC1,0.0,0.0,1000.0,0.0,0.0,Haem Synthesis,False,False
PPPGOmB_MitoCore,0.0,0.0,1000.0,0.0,0.0,Haem Synthesis,False,False
CPPPGO,0.0,0.0,1000.0,0.0,0.0,Haem Synthesis,False,False
HMBS,0.0,0.0,1000.0,0.0,0.0,Haem Synthesis,False,False
5AOPtm,0.0,-1000.0,1000.0,0.0,0.0,Haem Synthesis,False,False
PHEMEtm,0.0,0.0,1000.0,0.0,0.0,Haem Synthesis,False,False
FCLTm,0.0,0.0,1000.0,0.0,0.0,Haem Synthesis,False,False
ALASm,0.0,0.0,1000.0,0.0,0.0,Haem Synthesis,False,False
HISD,0.01,0.0,1000.0,0.0,0.01,Histidine degradation,False,False
URCN,0.01,0.0,1000.0,0.0,0.01,Histidine degradation,False,False
IZPN,0.01,0.0,1000.0,0.0,0.01,Histidine degradation,False,False
GluForTx,0.01,-1000.0,1000.0,0.0,0.01,Histidine degradation,False,False
r0603,0.004,0.0,1000.0,0.0,0.004,Isoleucine degradation,False,False
HACD9m,0.004,-1000.0,1000.0,0.0,0.004,Isoleucine degradation,True,False
OIVD3m,0.004,0.0,1000.0,0.0,0.004,Isoleucine degradation,True,False
ECOAH9m,0.004,0.0,1000.0,0.0,0.004,Isoleucine degradation,False,False
ACACT10m,0.004,0.0,1000.0,0.0,0.004,Isoleucine degradation,False,False
ILETAm,0.004,-1000.0,1000.0,0.0,0.004,Isoleucine degradation,False,False
HMGCOASim,0.0,0.0,0.0,0.0,0.0,Ketogenesis,False,False
HMGLm,0.016,0.0,1000.0,0.0,0.016,Ketogenesis / Leucine degradation,False,False
OCOAT1m,0.178,-1000.0,1000.0,0.0,0.201,Ketone bodies - degradation,False,False
BDHm,0.048,-1000.0,1000.0,0.0,0.048,Ketone bodies - degradation,True,False
MCCCrm,0.016,0.0,1000.0,0.0,0.016,Leucine degradation,False,False
MGCHrm,0.016,-1000.0,1000.0,0.0,0.016,Leucine degradation,False,False
LEUTAm,0.016,-1000.0,1000.0,0.0,0.016,Leucine degradation,False,False
r0655,0.016,0.0,1000.0,0.0,0.016,Leucine degradation,False,False
OIVD1m,0.016,0.0,1000.0,0.0,0.016,Leucine degradation,True,False
LPCOXc_MitoCore,0.0,0.0,1000.0,0.0,0.0,Lysine degradation (L-pipecolate pathway),False,False
LYSOXc_MitoCore,0.0,0.0,1000.0,0.0,0.0,Lysine degradation (L-pipecolate pathway),False,False
1PPDCRc_MitoCore,0.0,0.0,1000.0,0.0,0.0,Lysine degradation (L-pipecolate pathway),True,False
r0594,0.0,0.0,1000.0,0.0,0.0,Lysine degradation (L-pipecolate pathway),True,False
1PPDCRc_NADPH_MitoCore,0.0,0.0,1000.0,0.0,0.0,Lysine degradation (L-pipecolate pathway),False,True
RE1254C,0.0,-1000.0,1000.0,0.0,0.0,Lysine degradation (L-pipecolate pathway),False,False
PPD2CSPc_MitoCore,0.0,-1000.0,1000.0,0.0,0.0,Lysine degradation (L-pipecolate pathway),False,False
