To,control,mp
ENSG00000218739,0.26,0.39066666666666666
ENSG00000164659,1.1803333333333332,0.8533333333333334
ENSG00000213965,1.1143333333333334,0.8433333333333334
ENSG00000125457,1.102,1.075
ENSG00000205609,0.924,0.9823333333333334
ENSG00000152061,1.2510000000000001,0.9946666666666667
ENSG00000225663,0.87,0.9756666666666666
ENSG00000227471,1.2966666666666666,0.9643333333333334
ENSG00000278615,0.8490000000000001,1.0886666666666667
ENSG00000176087,0.7693333333333333,0.9036666666666666
,0.9449999999999998,0.9183333333333333
ENSG00000105612,1.1663333333333332,0.9889999999999999
ENSG00000018510,0.8606666666666666,1.0936666666666668
ENSG00000104691,0.21133333333333335,0.2333333333333333
ENSG00000068796,1.1066666666666667,1.2423333333333333
ENSG00000123136,0.9403333333333332,1.5766666666666664
ENSG00000107438,1.0106666666666666,1.1013333333333335
ENSG00000097021,1.0963333333333336,0.9943333333333332
ENSG00000197879,1.4096666666666666,0.9296666666666668
ENSG00000092531,0.9369999999999999,1.1500000000000001
ENSG00000143575,0.9636666666666667,1.1056666666666666
ENSG00000110711,1.015,0.9876666666666667
ENSG00000100226,1.2673333333333332,1.0653333333333335
ENSG00000135750,0.269,0.25433333333333336
ENSG00000116266,1.235,0.9663333333333334
ENSG00000099889,1.2836666666666667,0.8546666666666667
ENSG00000110696,0.8633333333333333,0.8176666666666668
ENSG00000041353,0.9896666666666666,0.6076666666666667
ENSG00000132842,1.0483333333333333,0.9726666666666667
ENSG00000116977,0.628,0.5823333333333333
ENSG00000110717,1.1306666666666665,1.0086666666666666
ENSG00000104689,0.898,0.8933333333333334
ENSG00000146232,1.0136666666666667,1.0193333333333332
ENSG00000108671,0.9353333333333333,0.9456666666666665
ENSG00000197170,0.9353333333333333,0.9596666666666667
ENSG00000110801,0.9533333333333333,0.9640000000000001
ENSG00000177556,1.117,1.1646666666666665
ENSG00000133895,1.226,0.9049999999999999
ENSG00000141582,1.2453333333333332,0.9496666666666668
ENSG00000101856,0.8616666666666667,1.0683333333333334
ENSG00000196235,1.0256666666666667,0.9006666666666666
ENSG00000130699,0.7143333333333333,0.614
ENSG00000160049,1.0196666666666667,1.197
ENSG00000133111,1.0456666666666667,1.095
ENSG00000127946,1.125,1.0366666666666664
ENSG00000213719,1.203,0.8473333333333333
ENSG00000175390,0.8953333333333333,1.0166666666666666
ENSG00000198373,0.6203333333333333,0.8559999999999999
ENSG00000110435,1.0493333333333332,1.0056666666666667
ENSG00000104671,1.0213333333333334,0.8969999999999999
ENSG00000169359,0.7836666666666666,0.5950000000000001
ENSG00000106299,1.151,1.005
ENSG00000065150,0.8953333333333333,1.042
ENSG00000099821,1.2060000000000002,1.29
ENSG00000103319,0.6803333333333333,0.6713333333333332
ENSG00000150459,1.0126666666666666,1.1173333333333333
ENSG00000066629,1.377,0.9143333333333334
ENSG00000136231,1.423,1.0743333333333334
ENSG00000087470,1.0233333333333334,0.9953333333333333
ENSG00000137996,1.3243333333333334,1.0166666666666666
ENSG00000011405,0.9739999999999999,0.9476666666666667
ENSG00000006652,1.3896666666666668,1.4883333333333333
ENSG00000105647,1.3583333333333334,0.5213333333333333
ENSG00000173905,0.8816666666666667,0.8666666666666667
ENSG00000109323,1.2866666666666668,0.9293333333333335
ENSG00000188157,0.36000000000000004,0.33
ENSG00000152952,1.1976666666666667,0.867
ENSG00000070367,1.0573333333333332,0.9293333333333335
ENSG00000182952,1.393,0.9159999999999999
ENSG00000189043,1.4113333333333333,0.7093333333333334
ENSG00000115233,1.064,1.014
ENSG00000142684,0.8043333333333332,0.8776666666666667
ENSG00000102753,0.9666666666666667,1.1103333333333334
ENSG00000116128,0.6273333333333333,0.705
ENSG00000100029,1.0343333333333333,1.2389999999999999
ENSG00000147654,0.5876666666666667,0.7120000000000001
ENSG00000137575,0.89,0.6293333333333333
ENSG00000124383,0.84,1.3256666666666668
ENSG00000101361,1.073,1.1840000000000002
ENSG00000215301,0.945,1.1306666666666667
ENSG00000026297,1.133,0.987
ENSG00000128567,0.781,1.181
ENSG00000087842,1.1926666666666668,0.707
ENSG00000186432,0.9916666666666666,1.1043333333333334
ENSG00000147862,1.1883333333333332,1.004
ENSG00000119414,1.103,1.0296666666666667
ENSG00000103202,1.1546666666666667,0.7386666666666666
ENSG00000104774,1.1723333333333334,0.8013333333333333
ENSG00000175063,0.7603333333333334,0.8333333333333334
ENSG00000160209,1.2203333333333333,0.9653333333333333
ENSG00000099194,0.506,0.6346666666666667
ENSG00000067113,0.7653333333333333,0.7556666666666668
ENSG00000117713,1.0583333333333333,0.9576666666666668
ENSG00000111328,1.0943333333333332,1.0999999999999999
ENSG00000204370,1.1603333333333332,1.1053333333333333
ENSG00000166881,1.0433333333333332,1.0666666666666667
ENSG00000115514,0.7943333333333333,1.1176666666666666
ENSG00000135148,0.8609999999999999,1.0376666666666667
ENSG00000115944,1.012,0.6920000000000001
ENSG00000004779,0.9786666666666667,0.8250000000000001
ENSG00000103353,1.0770000000000002,0.826
ENSG00000122966,1.0256666666666667,1.0206666666666668
ENSG00000105669,0.8766666666666666,0.8316666666666667
ENSG00000064490,0.32366666666666666,0.29733333333333334
ENSG00000065000,1.0573333333333332,1.159
ENSG00000173992,1.104,0.7799999999999999
ENSG00000099204,0.9826666666666667,0.7503333333333333
ENSG00000004975,1.1913333333333334,0.8336666666666667
ENSG00000153922,1.0556666666666665,1.1083333333333334
ENSG00000173575,1.1903333333333335,0.9676666666666667
ENSG00000108433,1.011,1.0266666666666666
ENSG00000133124,1.176,1.1083333333333332
ENSG00000136827,1.1980000000000002,0.8533333333333334
ENSG00000136816,1.1486666666666667,0.8176666666666668
ENSG00000124222,1.2966666666666666,1.3149999999999997
ENSG00000137845,1.102,1.1226666666666667
ENSG00000119688,33.899,0.48700000000000004
ENSG00000149547,0.9996666666666666,1.0403333333333333
ENSG00000175274,1.0923333333333334,1.0423333333333333
ENSG00000167548,1.0383333333333333,1.082
ENSG00000120868,1.083,0.9136666666666665
ENSG00000101782,0.35966666666666663,0.35766666666666663
ENSG00000141401,1.209666666666667,1.0216666666666667
ENSG00000076984,1.0719999999999998,1.0903333333333334
ENSG00000101473,1.0393333333333332,1.0839999999999999
ENSG00000103502,1.274,0.8553333333333333
ENSG00000105185,0.695,0.8646666666666666
ENSG00000100462,1.1196666666666666,0.9863333333333334
ENSG00000109062,0.7383333333333333,1.0876666666666666
ENSG00000149554,0.7906666666666666,0.622
ENSG00000120889,1.1843333333333332,1.0926666666666665
ENSG00000134138,1.0646666666666667,1.1486666666666665
ENSG00000254685,0.31,0.19066666666666665
ENSG00000166340,1.2333333333333332,0.9446666666666667
ENSG00000113649,0.98,1.093
ENSG00000080986,0.9943333333333334,0.8450000000000001
ENSG00000099250,1.0876666666666666,0.6846666666666668
ENSG00000105576,1.2246666666666668,1.24
ENSG00000198722,0.3066666666666667,0.3203333333333333
ENSG00000148606,1.0523333333333333,1.1606666666666665
ENSG00000101182,0.9779999999999999,1.0253333333333334
ENSG00000116521,0.915,0.9899999999999999
ENSG00000107537,0.9633333333333333,0.8616666666666667
ENSG00000103507,1.1543333333333334,0.8603333333333333
ENSG00000119917,0.4776666666666667,0.25233333333333335
ENSG00000143198,1.2866666666666668,0.9443333333333332
ENSG00000092208,1.2096666666666667,1.1366666666666667
ENSG00000213977,0.9096666666666667,0.9286666666666666
ENSG00000123159,0.8773333333333334,1.0456666666666665
ENSG00000265354,0.882,0.992
ENSG00000128708,1.0446666666666664,1.0090000000000001
ENSG00000156587,0.452,0.45166666666666666
ENSG00000147044,1.2859999999999998,0.9563333333333333
ENSG00000164405,1.0413333333333332,0.8826666666666667
ENSG00000118680,0.9236666666666666,0.7796666666666668
ENSG00000185359,1.0223333333333333,0.9816666666666666
ENSG00000087586,0.915,1.0413333333333332
ENSG00000117280,0.2796666666666667,0.375
ENSG00000153132,1.1766666666666667,0.7973333333333333
ENSG00000157538,1.1373333333333333,0.9349999999999999
ENSG00000058272,0.934,0.8946666666666667
ENSG00000140284,0.8119999999999999,0.8016666666666667
ENSG00000178950,1.0373333333333334,0.9663333333333334
ENSG00000152795,0.9186666666666667,0.9630000000000001
ENSG00000082898,1.2953333333333334,1.1593333333333333
ENSG00000095564,1.2056666666666667,1.1886666666666668
ENSG00000180357,1.1456666666666666,1.1113333333333333
ENSG00000173898,1.0883333333333332,1.0050000000000001
ENSG00000148396,1.0006666666666666,0.9266666666666666
ENSG00000196576,1.3683333333333334,0.8833333333333333
ENSG00000163714,1.0536666666666668,1.1403333333333334
ENSG00000099381,1.2026666666666668,0.8856666666666667
ENSG00000182253,1.1233333333333333,0.9660000000000001
ENSG00000101350,0.8780000000000001,0.9550000000000001
ENSG00000178921,1.241,1.0646666666666667
ENSG00000133083,1.2723333333333333,0.8700000000000001
,0.9129999999999999,1.1290000000000002
ENSG00000206560,0.3983333333333334,0.47733333333333333
ENSG00000100890,1.3166666666666667,1.03
ENSG00000213341,0.977,1.1173333333333333
ENSG00000175324,0.8883333333333333,1.093
ENSG00000141458,0.9863333333333332,0.7186666666666667
ENSG00000143753,1.0686666666666667,1.0716666666666665
ENSG00000085365,0.9846666666666666,1.0173333333333332
ENSG00000140497,0.9443333333333334,0.9976666666666666
ENSG00000196911,0.3726666666666667,0.44166666666666665
ENSG00000130429,1.1863333333333335,0.8586666666666667
ENSG00000163466,1.1753333333333333,0.7993333333333333
ENSG00000111229,1.061,0.8166666666666668
ENSG00000105829,1.0376666666666667,1.131
ENSG00000171453,0.9870000000000001,1.1583333333333334
ENSG00000188313,1.1563333333333334,0.8686666666666666
ENSG00000122779,1.2630000000000001,1.1086666666666665
ENSG00000164040,0.8613333333333332,1.1076666666666666
ENSG00000153140,0.8633333333333333,1.323
ENSG00000206282,0.305,0.27033333333333337
ENSG00000204220,0.7893333333333334,1.0839999999999999
ENSG00000227057,1.1380000000000001,1.291
ENSG00000170899,0.393,0.38866666666666666
ENSG00000186416,0.9876666666666667,1.1740000000000002
ENSG00000116906,0.7966666666666665,1.0203333333333335
ENSG00000108349,0.8516666666666666,1.0133333333333334
ENSG00000128626,1.0563333333333333,0.8079999999999999
ENSG00000213625,0.9033333333333333,0.7416666666666667
ENSG00000157916,1.0330000000000001,1.0506666666666666
ENSG00000148248,1.1269999999999998,0.9380000000000001
ENSG00000156711,1.3259999999999998,0.753
ENSG00000090054,0.9483333333333333,1.0583333333333333
ENSG00000100596,1.1186666666666667,0.971
ENSG00000147162,1.0153333333333334,0.93
ENSG00000140650,0.957,1.108666666666667
ENSG00000113356,0.24766666666666667,0.4226666666666667
ENSG00000100926,1.1506666666666667,0.8396666666666667
ENSG00000101871,1.218,0.9613333333333333
ENSG00000029993,1.1126666666666667,0.9326666666666666
ENSG00000115241,1.0276666666666667,1.197
ENSG00000165458,1.1353333333333333,0.9
ENSG00000100353,1.0226666666666668,1.0656666666666668
ENSG00000147677,0.9376666666666668,0.9686666666666666
ENSG00000171720,1.058,0.9423333333333334
ENSG00000143748,0.949,1.06
ENSG00000105552,1.2216666666666667,1.2213333333333334
ENSG00000089685,0.8646666666666666,1.1873333333333334
ENSG00000133704,1.0250000000000001,0.9553333333333333
ENSG00000079950,1.0010000000000001,1.075
ENSG00000136868,0.682,0.5826666666666667
ENSG00000125257,1.0386666666666666,1.0653333333333332
ENSG00000117877,0.8873333333333333,1.1466666666666667
ENSG00000072682,1.0436666666666667,0.8013333333333333
ENSG00000106636,0.9006666666666666,1.037
ENSG00000136243,0.9870000000000001,1.0313333333333332
ENSG00000162704,0.9836666666666666,0.866
ENSG00000144231,0.9723333333333334,0.993
ENSG00000197063,1.0636666666666665,1.1836666666666666
ENSG00000140992,1.192,0.9473333333333335
ENSG00000112493,1.2653333333333332,0.8546666666666667
ENSG00000125352,0.93,0.8263333333333334
ENSG00000147050,0.8053333333333335,0.658
ENSG00000109606,1.2073333333333334,1.171
ENSG00000101654,1.1676666666666666,1.0163333333333333
ENSG00000074755,1.0639999999999998,0.9563333333333334
ENSG00000151693,0.8066666666666666,0.5393333333333333
ENSG00000101407,1.2246666666666666,1.1116666666666666
ENSG00000132275,1.0366666666666668,1.18
ENSG00000198961,0.907,0.9710000000000001
ENSG00000103018,1.0483333333333333,0.8983333333333333
ENSG00000136875,1.1303333333333334,1.0943333333333334
ENSG00000092621,1.664666666666667,1.1086666666666667
ENSG00000164258,1.0853333333333333,0.7783333333333333
ENSG00000135720,1.133,0.9666666666666667
ENSG00000108344,0.9313333333333333,0.9773333333333333
ENSG00000100320,1.075,0.935
ENSG00000138801,1.1056666666666668,1.0216666666666667
ENSG00000106400,0.8643333333333333,0.7803333333333334
ENSG00000086827,1.043,0.895
ENSG00000166145,0.9836666666666667,0.6783333333333332
ENSG00000175467,0.9766666666666667,1.1106666666666667
ENSG00000167642,0.892,0.656
ENSG00000197858,0.9196666666666666,1.1216666666666668
ENSG00000167657,0.9883333333333333,1.0756666666666668
ENSG00000165868,1.3576666666666668,0.96
ENSG00000174233,0.4506666666666667,0.307
ENSG00000134030,1.0703333333333334,1.2293333333333332
ENSG00000145725,1.2896666666666665,1.3213333333333332
ENSG00000135341,1.078,0.9703333333333334
ENSG00000124802,0.9093333333333334,1.1316666666666666
ENSG00000102897,1.0146666666666666,0.9296666666666668
ENSG00000135097,1.7556666666666667,0.9540000000000001
ENSG00000104312,0.6706666666666666,0.6513333333333333
ENSG00000075702,0.614,0.6553333333333332
ENSG00000125944,1.1620000000000001,0.999
ENSG00000117360,1.051,1.1693333333333333
ENSG00000091164,0.8893333333333334,0.8210000000000001
ENSG00000101150,0.9106666666666667,1.0476666666666665
ENSG00000131148,1.0726666666666669,1.0606666666666664
ENSG00000117419,1.3399999999999999,1.2066666666666668
ENSG00000159082,0.6233333333333334,0.5986666666666667
ENSG00000172500,0.9383333333333334,0.7106666666666666
ENSG00000075151,1.0443333333333333,0.8603333333333333
ENSG00000171960,1.0036666666666667,1.1386666666666665
ENSG00000101945,1.021,0.9579999999999999
ENSG00000115317,1.1340000000000001,0.9533333333333333
ENSG00000104147,0.6283333333333333,0.7186666666666666
ENSG00000053371,1.3486666666666665,0.9306666666666666
ENSG00000079819,1.156,0.945
ENSG00000152291,0.8813333333333334,0.834
ENSG00000108384,0.4183333333333333,0.37166666666666665
ENSG00000174684,0.7896666666666667,0.9246666666666666
ENSG00000155868,0.3446666666666667,0.3526666666666667
ENSG00000115935,0.3303333333333333,0.2956666666666667
ENSG00000118689,1.096,1.014
ENSG00000108599,0.7703333333333333,0.7943333333333333
ENSG00000139726,0.9339999999999998,1.0486666666666666
ENSG00000184575,1.269,1.2766666666666666
ENSG00000112667,1.311,1.122
ENSG00000104980,0.9426666666666667,1.3503333333333334
ENSG00000054116,0.9003333333333333,1.207
ENSG00000130724,0.8636666666666667,0.9596666666666667
ENSG00000071051,1.3266666666666669,1.0706666666666667
ENSG00000000003,0.9493333333333333,0.5436666666666666
ENSG00000171566,1.144,1.0570000000000002
ENSG00000198901,1.0706666666666667,1.1943333333333332
ENSG00000148908,1.127,0.7966666666666667
ENSG00000010244,1.1036666666666666,0.9466666666666667
ENSG00000136521,1.053,0.9303333333333333
ENSG00000119013,1.0726666666666667,0.9233333333333333
ENSG00000109390,0.68,0.7186666666666666
ENSG00000131495,1.0599999999999998,0.8656666666666667
ENSG00000198356,0.9393333333333334,1.438666666666667
ENSG00000169679,0.6533333333333333,0.6386666666666666
ENSG00000154473,1.0973333333333333,1.098
ENSG00000130402,1.007,0.7776666666666667
ENSG00000100577,1.5033333333333332,0.9206666666666666
ENSG00000071462,0.5533333333333333,1.0423333333333333
ENSG00000170855,1.072,1.0010000000000001
ENSG00000257218,1.015,1.077
ENSG00000102241,0.7396666666666666,0.858
ENSG00000008256,0.37200000000000005,0.20366666666666666
ENSG00000166747,1.138,0.8803333333333333
ENSG00000135823,1.0623333333333334,1.1386666666666667
ENSG00000108639,0.9073333333333333,1.0236666666666665
ENSG00000104969,0.8879999999999999,1.0613333333333335
ENSG00000143420,0.8493333333333334,0.9723333333333333
ENSG00000178537,1.2460000000000002,0.9373333333333335
ENSG00000134440,1.4013333333333335,1.0863333333333334
,0.22066666666666668,5.115666666666667
ENSG00000128641,1.3206666666666667,1.091
ENSG00000176101,0.8283333333333335,0.8316666666666667
ENSG00000100372,0.761,1.1843333333333332
ENSG00000167005,1.0336666666666667,0.9893333333333333
ENSG00000115365,1.3813333333333333,1.0170000000000001
ENSG00000115808,1.0753333333333333,1.055
ENSG00000114767,1.1006666666666667,1.2266666666666666
ENSG00000284194,1.0050000000000001,1.157333333333333
ENSG00000160226,0.8506666666666667,0.7679999999999999
ENSG00000105127,0.886,1.1769999999999998
ENSG00000178605,1.0806666666666667,0.9463333333333334
ENSG00000281500,0.4203333333333333,0.3413333333333333
ENSG00000198081,1.0890000000000002,1.0316666666666667
ENSG00000101365,1.1323333333333332,1.1039999999999999
ENSG00000078618,0.8926666666666666,0.8813333333333334
ENSG00000128595,1.0116666666666667,0.758
ENSG00000164176,1.391333333333333,0.7113333333333333
ENSG00000168710,0.9483333333333333,1.0213333333333334
ENSG00000129250,1.2696666666666667,1.0856666666666668
ENSG00000164815,1.149,1.2266666666666668
ENSG00000168653,1.0433333333333332,0.8423333333333334
ENSG00000156973,1.037,0.9789999999999998
ENSG00000115947,1.1516666666666666,1.123
ENSG00000127980,1.0263333333333333,1.141
ENSG00000092931,0.35133333333333333,0.29
ENSG00000164754,1.133333333333333,1.0143333333333333
ENSG00000126953,1.0523333333333333,1.1660000000000001
ENSG00000204560,1.122,1.027
ENSG00000173465,0.633,1.182
ENSG00000141127,1.2076666666666667,1.0813333333333335
ENSG00000153147,1.0143333333333333,1.0836666666666666
ENSG00000008294,1.031,1.1436666666666666
ENSG00000188994,0.3526666666666667,0.25
ENSG00000168280,1.2333333333333334,0.7643333333333334
ENSG00000142207,0.8780000000000001,1.2146666666666668
ENSG00000102858,0.6493333333333333,0.646
ENSG00000105738,0.36966666666666664,0.25333333333333335
ENSG00000133858,1.014,1.2700000000000002
ENSG00000021776,1.0753333333333333,1.1433333333333333
ENSG00000198836,1.1303333333333334,1.2953333333333334
ENSG00000160294,1.196,1.0410000000000001
ENSG00000054523,0.9096666666666667,1.2223333333333333
ENSG00000004487,1.2249999999999999,0.9763333333333333
ENSG00000136111,1.0743333333333334,1.305
ENSG00000164930,0.9533333333333335,0.6336666666666667
,0.9556666666666667,1.1929999999999998
ENSG00000149485,0.882,0.618
ENSG00000067208,0.9209999999999999,0.9010000000000001
ENSG00000198162,1.0013333333333334,0.9380000000000001
ENSG00000156925,0.611,0.7503333333333333
ENSG00000068366,1.025,0.9213333333333334
ENSG00000112335,0.9063333333333333,0.8763333333333333
ENSG00000104915,1.0333333333333332,1.212
ENSG00000198408,1.18,1.1603333333333332
ENSG00000135316,1.0443333333333333,1.14
ENSG00000169902,0.8903333333333333,0.8540000000000001
ENSG00000168438,1.2329999999999999,1.1016666666666668
ENSG00000137040,1.0363333333333333,0.98
ENSG00000165525,1.0666666666666667,0.9293333333333335
ENSG00000112699,1.4263333333333332,0.842
ENSG00000152465,0.7913333333333332,0.722
ENSG00000129315,1.1386666666666667,1.3393333333333333
ENSG00000156970,1.1086666666666667,1.129
ENSG00000106397,1.031,0.9823333333333334
ENSG00000135930,0.9153333333333333,1.1206666666666667
ENSG00000146013,0.9836666666666667,1.2126666666666666
ENSG00000131504,0.969,1.1356666666666666
ENSG00000183291,1.0753333333333333,1.0596666666666665
ENSG00000140391,0.7036666666666666,0.649
ENSG00000065609,0.734,0.33866666666666667
ENSG00000180104,0.999,0.997
ENSG00000105355,1.0556666666666665,0.8933333333333334
ENSG00000118596,1.2866666666666664,1.4326666666666668
ENSG00000113456,0.6893333333333332,0.6203333333333333
ENSG00000185238,0.9493333333333333,1.1516666666666666
ENSG00000025800,1.0333333333333332,1.0136666666666667
ENSG00000109814,1.06,0.8813333333333334
ENSG00000198561,1.1606666666666667,0.9343333333333333
ENSG00000116237,1.0206666666666666,0.9926666666666667
ENSG00000114784,0.9383333333333334,0.7363333333333334
ENSG00000205302,0.8823333333333334,0.9420000000000001
ENSG00000000419,1.0636666666666665,1.0809999999999997
ENSG00000138768,1.048,0.9013333333333332
ENSG00000120333,1.1176666666666666,1.0596666666666668
ENSG00000100284,1.0973333333333333,0.9283333333333333
ENSG00000197903,1.1123333333333332,0.8833333333333334
ENSG00000123836,0.6676666666666667,0.6876666666666668
ENSG00000101997,1.1313333333333333,0.8939999999999998
ENSG00000102103,0.975,1.0330000000000001
ENSG00000126768,1.0733333333333335,1.04
ENSG00000243279,1.319,0.774
ENSG00000130826,1.0756666666666668,1.135
ENSG00000158417,0.8913333333333334,1.171
ENSG00000204977,0.3273333333333333,0.2896666666666667
ENSG00000107223,0.862,0.7753333333333333
ENSG00000151657,1.0953333333333333,1.1333333333333333
ENSG00000147202,1.2463333333333333,1.1303333333333334
ENSG00000069345,0.8850000000000001,0.948
ENSG00000141867,1.0036666666666667,1.0030000000000001
ENSG00000112514,1.2103333333333333,1.0816666666666668
ENSG00000079482,0,0
ENSG00000136943,1.0010000000000001,0.7426666666666666
ENSG00000136273,0.975,0.9593333333333334
ENSG00000113068,0.7733333333333334,1.1306666666666667
ENSG00000204619,1.0816666666666668,0.915
ENSG00000104320,1.1063333333333334,1.0846666666666664
ENSG00000140939,0.267,0.44966666666666666
ENSG00000111880,1.3776666666666666,0.8776666666666667
ENSG00000131269,1.001,1.1126666666666667
ENSG00000116852,1.0519999999999998,0.9086666666666666
ENSG00000266028,1.088,1.100666666666667
ENSG00000076356,1.2203333333333333,1.0746666666666664
ENSG00000116199,1.0313333333333332,1.1153333333333333
ENSG00000071127,1.0496666666666667,0.7493333333333334
ENSG00000102921,0.34600000000000003,0.39766666666666667
ENSG00000134318,1.1433333333333335,0.9886666666666667
ENSG00000163539,1.1476666666666666,1.1306666666666665
ENSG00000106246,1.076,1.1820000000000002
ENSG00000085719,0.9933333333333333,0.9720000000000001
ENSG00000130787,1.1126666666666667,1.083
ENSG00000124006,0.9896666666666668,0.86
ENSG00000103549,0.9643333333333333,1.075
ENSG00000197724,1.1956666666666667,0.9269999999999999
ENSG00000058673,1.1123333333333334,0.9973333333333333
ENSG00000132361,0.866,1.1396666666666666
ENSG00000144712,1.2183333333333335,1.1706666666666665
ENSG00000196428,0.9553333333333334,1.0506666666666666
ENSG00000066135,1.197,1.0506666666666666
ENSG00000138246,0.6699999999999999,0.7113333333333333
ENSG00000112419,1.109,0.9713333333333333
ENSG00000100239,0.6629999999999999,0.684
ENSG00000088038,0.9266666666666667,0.9470000000000001
ENSG00000184402,0.9206666666666666,0.7663333333333334
ENSG00000132466,0.9163333333333333,1.0066666666666666
ENSG00000127511,0.7120000000000001,0.6226666666666666
ENSG00000105993,0.7759999999999999,1.3126666666666666
ENSG00000088682,1.5549999999999997,1.152
ENSG00000006625,1.1513333333333333,1.1646666666666667
ENSG00000115286,1.1816666666666666,0.988
ENSG00000158864,1.2666666666666666,0.9943333333333332
ENSG00000109917,0.753,0.9423333333333334
ENSG00000146729,1.3213333333333332,1.0376666666666665
ENSG00000072571,0.9199999999999999,0.895
ENSG00000249915,1.0683333333333334,0.8826666666666666
ENSG00000171530,0.7863333333333333,1.0066666666666666
ENSG00000136888,0.8713333333333333,0.9853333333333333
ENSG00000119541,1.007,0.9056666666666667
ENSG00000129255,1.1273333333333333,0.8966666666666666
ENSG00000113648,1.1983333333333333,0.9649999999999999
ENSG00000131171,1.1993333333333334,1.1380000000000001
ENSG00000136068,1.0443333333333333,0.9593333333333334
ENSG00000141027,1.1076666666666668,1.0136666666666665
ENSG00000117533,0.4026666666666667,0.385
ENSG00000145494,0.9556666666666667,0.7193333333333335
ENSG00000142655,0.6676666666666667,0.9503333333333334
ENSG00000062485,1.1323333333333332,1.1596666666666666
ENSG00000091640,0.9133333333333334,0.985
ENSG00000243147,0.9733333333333333,0.8896666666666667
ENSG00000265808,1.0206666666666666,1.0076666666666665
ENSG00000196504,0.9463333333333334,1.1043333333333332
ENSG00000147526,0.895,0.8983333333333333
ENSG00000172113,0.299,0.32166666666666666
ENSG00000093009,0.9533333333333333,1.3136666666666665
ENSG00000128654,1.163333333333333,1.1006666666666665
ENSG00000122958,1.0373333333333334,0.895
ENSG00000183648,1.249,0.8423333333333334
ENSG00000105819,0.9413333333333332,1.1643333333333334
ENSG00000164105,1.0286666666666668,1.177
ENSG00000008838,1.1623333333333334,0.9649999999999999
ENSG00000186625,1.1366666666666667,1.2530000000000001
ENSG00000169016,0.24433333333333332,0.43366666666666664
ENSG00000164985,1.224,0.9380000000000001
ENSG00000107566,1.1546666666666667,1.1626666666666665
ENSG00000076716,0.8076666666666666,0.7616666666666667
ENSG00000213619,1.051,0.9306666666666668
ENSG00000188529,0.9866666666666667,1.0810000000000002
ENSG00000112312,0.8626666666666667,1.0093333333333332
ENSG00000102805,1.0873333333333333,0.8986666666666666
ENSG00000198721,1.0999999999999999,1.0213333333333334
ENSG00000131773,1.011,1.2606666666666666
ENSG00000170748,0.3526666666666667,0.3046666666666667
ENSG00000171148,1.0593333333333332,1.078
ENSG00000135801,1.1356666666666666,1.0216666666666665
ENSG00000074266,1.1743333333333335,1.0756666666666665
ENSG00000175334,0.9803333333333333,1.089
ENSG00000115524,1.0026666666666666,1.0903333333333334
ENSG00000009307,0.7440000000000001,1.0516666666666667
ENSG00000120688,0.9476666666666667,1.063
ENSG00000180228,1.1663333333333332,1.0716666666666665
ENSG00000241258,0.9266666666666667,1.04
,1.4963333333333333,0.866
ENSG00000133997,0.9336666666666668,0.9660000000000001
ENSG00000100116,0.3666666666666667,0.5573333333333333
ENSG00000107833,0.868,1.4836666666666665
ENSG00000120992,1.152,1.0736666666666665
