,flux_pfba,lower_bound,upper_bound,fva_lower,fva_upper,pathway,nad_dependent,nadp_dependent
r0728,-0.4044240619416318,-1000.0,1000.0,-0.4044240619416319,-0.2081847206981337,FA metabolism,False,False
r0732,0.4044240619416318,-1000.0,1000.0,0.2081847206981336,0.4044240619416318,FA metabolism,False,False
r0724,-0.4044240619416318,-1000.0,1000.0,-0.4044240619416318,-0.208184720698134,FA metabolism,False,False
r0722,0.4044240619416318,0.0,1.0506924868661367,0.2081847206981336,0.4044240619416318,FA metabolism,True,False
r0726,0.4044240619416318,0.0,1.050692486866138,0.2081847206981336,0.4044240619416318,FA metabolism,True,False
ACADLC14_MitoCore,0.4044240619416318,0.0,1000.0,0.2081847206981336,2.785573424804792,FA metabolism,False,False
r0634,-0.4044240619416318,-1000.0,1000.0,-0.4044240619416318,-0.208184720698134,FA metabolism,False,False
MTPC16_MitoCore,0.4044240619416318,0.0,0.4044240619416318,0.2081847206981336,0.4044240619416318,FA metabolism,True,False
ACADLC16_MitoCore,0.4044240619416318,0.0,1000.0,0.2081847206981351,2.78557342480479,FA metabolism,False,False
r0733,0.4044240619416318,0.0,1.0506924868661378,0.2081847206981336,0.4044240619416319,FA metabolism,True,False
r0287,0.4044240619416318,-1000.0,1000.0,0.2081847206981336,0.4044240619416319,FA metabolism,False,False
r0660,-0.4044240619416318,-1000.0,1000.0,-0.4044240619416315,-0.2081847206981334,FA metabolism,False,False
r1448,0.4044240619416318,0.0,1000.0,0.2081847206981336,2.7855734248047908,FA metabolism,False,False
r1447,0.4044240619416318,0.0,1000.0,0.2081847206981336,2.7855734248047908,FA metabolism,False,False
r1451,0.4044240619416318,0.0,1000.0,0.2081847206981336,2.7855734248047908,FA metabolism,False,False
MTPC14_MitoCore,0.4044240619416318,0.0,0.4044240619416316,0.2081847206981336,0.4044240619416319,FA metabolism,True,False
r1446,0.4104240619416318,0.0,1000.0,0.2094712433595622,0.4104240619416319,FA metabolism,False,False
ECOAH1m,-0.4190278355265374,-1000.0,1000.0,-0.4190278355265374,-0.2121831446501674,FA metabolism,False,False
HACD1m,-0.4190278355265374,-1.080500595025143,0.0,-0.4190278355265374,-0.2121831446501674,FA metabolism,True,False
MCOATA,0.0754807692307994,-1000.0,1000.0,0.0,1.2552447039472057,FA synthesis - cytosolic,False,False
r0768,0.0107829670329713,0.0,1000.0,0.0,0.1793206719924579,FA synthesis - cytosolic,False,False
r0696,-0.0107829670329714,-0.2374044265593561,0.0,-0.1793206719924572,0.0,FA synthesis - cytosolic,False,True
r0695,0.0107829670329713,-1000.0,1000.0,0.0,0.1793206719924578,FA synthesis - cytosolic,False,False
r0762,0.0107829670329713,-1000.0,1000.0,0.0,0.1793206719924578,FA synthesis - cytosolic,False,False
FA160ACPH,0.0107829670329714,0.0,1000.0,0.0,0.1793206719924579,FA synthesis - cytosolic,False,False
r0702,0.0107829670329713,-1000.0,1000.0,0.0,0.179320671992458,FA synthesis - cytosolic,False,False
r0761,-0.0107829670329713,-0.2374044265593561,0.0,-0.179320671992459,0.0,FA synthesis - cytosolic,False,True
ACOATA,0.0107829670329713,0.0,1000.0,0.0,0.1793206719924579,FA synthesis - cytosolic,False,False
ACCOAC,0.0754807692307994,0.0,1000.0,0.0,1.2552447039472057,FA synthesis - cytosolic,False,False
r0770,0.0107829670329713,-1000.0,1000.0,0.0,0.1793206719924581,FA synthesis - cytosolic,False,False
r0769,-0.0107829670329713,-0.2374044265593561,0.0,-0.1793206719924572,0.0,FA synthesis - cytosolic,False,True
r0697,0.0107829670329714,-1000.0,1000.0,0.0,0.1793206719924581,FA synthesis - cytosolic,False,False
r0760,0.0107829670329713,0.0,1000.0,0.0,0.1793206719924579,FA synthesis - cytosolic,False,False
r0713,0.0107829670329713,0.0,1000.0,0.0,0.1793206719924579,FA synthesis - cytosolic,False,False
r0701,-0.0107829670329713,-0.2374044265593561,0.0,-0.1793206719924572,0.0,FA synthesis - cytosolic,False,True
r0773,-0.0107829670329714,-0.2374044265593564,0.0,-0.1793206719924575,0.0,FA synthesis - cytosolic,False,True
r0692,-0.0107829670329713,-0.2374044265593561,0.0,-0.1793206719924582,0.0,FA synthesis - cytosolic,False,True
r0765,-0.0107829670329713,-0.2374044265593561,0.0,-0.1793206719924588,0.0,FA synthesis - cytosolic,False,True
r0767,-0.0107829670329713,-0.2374044265593561,0.0,-0.1793206719924572,0.0,FA synthesis - cytosolic,False,True
r0712,-0.0107829670329713,-0.2374044265593561,0.0,-0.1793206719924572,0.0,FA synthesis - cytosolic,False,True
r0772,0.0107829670329714,0.0,1000.0,0.0,0.1793206719924576,FA synthesis - cytosolic,False,False
r0766,0.0107829670329713,0.0,1000.0,0.0,0.1793206719924579,FA synthesis - cytosolic,False,False
r0691,-0.0107829670329713,-0.237404426559356,0.0,-0.1793206719924575,0.0,FA synthesis - cytosolic,False,True
r0681,0.0107829670329713,-1000.0,1000.0,0.0,0.1793206719924579,FA synthesis - cytosolic,False,False
r0763,-0.0107829670329713,-0.237404426559356,0.0,-0.1793206719924573,0.0,FA synthesis - cytosolic,False,True
r0682,-0.0107829670329713,-0.2374044265593561,0.0,-0.1793206719924573,0.0,FA synthesis - cytosolic,False,True
r0694,-0.0107829670329713,-0.2374044265593561,0.0,-0.1793206719924583,0.0,FA synthesis - cytosolic,False,True
r0764,0.0107829670329713,0.0,1000.0,0.0,0.1793206719924578,FA synthesis - cytosolic,False,False
r0693,0.0107829670329713,-1000.0,1000.0,0.0,0.1793206719924581,FA synthesis - cytosolic,False,False
r0771,-0.0107829670329714,-0.2374044265593561,0.0,-0.1793206719924576,0.0,FA synthesis - cytosolic,False,True
r0678,0.0107829670329713,0.0,1000.0,0.0,0.1793206719924579,FA synthesis - cytosolic,False,False
r0638,0.0,-2.38114936286316,0.0,-2.381149362863159,0.0,Fatty acid elongation in mitochondria,False,True
MECR14C_MitoCore,0.0,0.0,2.38114936286316,0.0,2.38114936286316,Fatty acid elongation in mitochondria,False,True
r0633,0.0,-2.38114936286316,0.0,-2.381149362863159,0.0,Fatty acid elongation in mitochondria,False,True
ACOT2_MitoCore,0.0,0.0,1000.0,0.0,0.7911272496314105,Fatty acid elongation in mitochondria,False,False
MECR16C_MitoCore,0.0,0.0,2.3811493628631584,0.0,2.381149362863158,Fatty acid elongation in mitochondria,False,True
r0735,0.0,-2.38114936286316,0.0,-2.381149362863159,0.0,Fatty acid elongation in mitochondria,False,True
r0791,0.0,0.0,2.38114936286316,0.0,2.38114936286316,Fatty acid elongation in mitochondria,False,True
MTHFC,0.1286126373626676,-1000.0,1000.0,0.0,0.4686570237554274,Folate cytosolic,False,False
FOLR2,0.0,0.0,0.0,0.0,0.0,Folate cytosolic,False,True
FTCD,0.01,-1000.0,1000.0,0.0,0.01,Folate cytosolic,False,False
MTHFD,0.1186126373626676,-0.009,0.6092999999999996,-0.009,0.4586570237554274,Folate cytosolic,False,True
FTHFDH,0.1286126373626676,0.0,0.6853445783132525,0.0,0.4686570237554274,Folate cytosolic,False,True
DHFR,0.0,0.0,0.0,0.0,0.0,Folate cytosolic,False,True
FTHFL,0.0,0.0,1000.0,0.0,0.0,Folate cytosolic,False,False
MTHFCm,0.0,-1000.0,1000.0,0.0,0.0,Folate mitochondrial,False,False
FTHFDHm_MitoCore,0.0,0.0,0.0,0.0,0.0,Folate mitochondrial,False,True
FTHFLm,0.0,-1000.0,1000.0,0.0,0.0,Folate mitochondrial,False,False
r0226,0.0,0.0,0.0,0.0,0.0,Folate mitochondrial,False,True
MTHFD2m,0.0,0.0,0.0,0.0,0.0,Folate mitochondrial,True,False
MTHFDm,0.0,0.0,0.0,0.0,0.0,Folate mitochondrial,False,True
r0514,0.0,0.0,0.0,0.0,0.0,Folate mitochondrial,False,True
r0178,0.0,0.0,0.0,0.0,0.0,GABA shunt,True,False
GLUDC,0.0,0.0,1000.0,0.0,0.0,GABA shunt,False,False
ABTArm,,,,,,GABA shunt,False,False
4ABUTtm,0.0,-1000.0,1000.0,0.0,0.0,GABA shunt - transport,False,False
PEPCK,0.0,0.0,1000.0,0.0,1.9178588235294105,Gluconeogenesis,False,False
G6PPer,0.0,0.0,0.0,0.0,0.0,Gluconeogenesis,False,False
FBP,0.0,0.0,0.0,0.0,0.0,Gluconeogenesis,False,False
GLUDxm,0.1002142857142844,0.0,0.1002142857142844,0.0,0.1002142857142844,Glutamate degradation/synthesis,True,False
GLUDym,0.1002142857142842,0.0,0.1002142857142842,0.0,0.1002142857142843,Glutamate degradation/synthesis,False,True
GLUDxi,0.0180561761987172,0.0,0.253489361702124,0.0,0.253489361702124,Glutamate degradation/synthesis - cytosolic,True,False
GLUDy,0.0,0.0,0.253489361702124,0.0,0.253489361702124,Glutamate degradation/synthesis - cytosolic,False,True
GLUNm,0.0,0.0,1000.0,0.0,17.09414245824192,Glutamine degradation,False,False
GLUN_MitoCore,0.0,0.0,1000.0,0.0,13.298413767724291,Glutamine degradation - cytosolic,False,False
GLNS,0.0,0.0,1000.0,0.0,17.094142458241933,Glutamine synthesis,False,False
AMPTASECG,0.0,0.0,1000.0,0.0,6.649206883862149,Glutathione degradation,False,False
r0129,0.0,0.0,1000.0,0.0,6.649206883862142,Glutathione degradation,False,False
GTHS,0.0,0.0,1000.0,0.0,6.649206883862149,Glutathione synthesis,False,False
GLUCYS,0.0,0.0,1000.0,0.0,6.649206883862149,Glutathione synthesis,False,False
r0205,0.000281690140845,0.0,1000.0,0.0,4.091200887889119,Glycerol phosphate shuttle,False,False
G3PD1,0.0097183098591549,-4.308126760563376,0.0097183098591549,-4.081200887889121,0.0097183098591549,Glycerol phosphate shuttle,True,False
GCCam,0.0638063186813338,-1000.0,1000.0,-0.1859063829787234,0.1853659574468086,Glycine cleavage system (GCS),False,False
GCCbim,0.0638063186813338,-1000.0,1000.0,-0.1859063829787234,0.1853659574468086,Glycine cleavage system (GCS),False,False
GCCcm,0.0638063186813338,-0.1859063829787234,0.1853659574468085,-0.1859063829787234,0.1853659574468086,Glycine cleavage system (GCS),True,False
AACTOORm_MitoCore,0.0,0.0,1000.0,0.0,0.0,Glycine degradation,False,False
LDH_Dm_MitoCore,0.0,-1000.0,1000.0,0.0,0.0,Glycine degradation,True,False
GLYOXm,,,,,,Glycine degradation,False,False
GLYATm,,,,,,Glycine degradation,False,False
AOBUTDsm,0.0,0.0,1000.0,0.0,0.0,Glycine degradation,False,False
LGTHLm_MitoCore,0.0,-1000.0,1000.0,0.0,0.0,Glycine degradation,False,False
PFK,0.8523684210526317,0.0,1000.0,0.0,0.8573684210526314,Glycolysis,False,False
HEX1,0.8523684210526317,0.0,1000.0,0.0,0.8573684210526314,Glycolysis,False,False
r0122,0.0,0.0,1000.0,0.0,3.632595665634673,Glycolysis,False,False
LDH_L,0.3718197879858657,-1.3498674911660744,0.3718197879858657,-1.349867491166074,0.3718197879858657,Glycolysis/gluconeogenesis,True,False
PGM,-1.6769305234239296,-1000.0,1000.0,-1.714736842105263,0.2612910663086239,Glycolysis/gluconeogenesis,False,False
PGK,-1.7147368421052631,-1000.0,1000.0,-1.714736842105263,0.0,Glycolysis/gluconeogenesis,False,False
PGI,0.8523684210526317,-1000.0,1000.0,0.0,0.8573684210526314,Glycolysis/gluconeogenesis,False,False
GAPD,1.7147368421052631,0.0,1.7147368421052631,0.0,1.714736842105263,Glycolysis/gluconeogenesis,True,False
TPI,0.8623684210526317,-1000.0,1000.0,0.0,0.8623684210526315,Glycolysis/gluconeogenesis,False,False
PYK,1.6769305234239296,0.0,1000.0,0.0,3.6325956656346734,Glycolysis/gluconeogenesis,False,False
ENO,1.6769305234239296,-1000.0,1000.0,-0.2612910663086193,1.714736842105263,Glycolysis/gluconeogenesis,False,False
FBA,0.8523684210526317,-1000.0,1000.0,0.0,0.8573684210526314,Glycolysis/gluconeogenesis,False,False
HOXG,0.0,0.0,1000.0,0.0,0.0,Haem Degradation,False,True
BILIRED2_MitoCore,0.0,0.0,0.0,0.0,0.0,Haem Degradation,True,False
BILIRED,0.0,0.0,0.0,0.0,0.0,Haem Degradation,False,True
ALASm,0.0,0.0,1000.0,0.0,0.0,Haem Synthesis,False,False
HMBS,0.0,0.0,1000.0,0.0,0.0,Haem Synthesis,False,False
PHEMEtm,0.0,0.0,1000.0,0.0,0.0,Haem Synthesis,False,False
5AOPtm,0.0,-1000.0,1000.0,0.0,0.0,Haem Synthesis,False,False
CPPPGO,0.0,0.0,1000.0,0.0,0.0,Haem Synthesis,False,False
FCLTm,0.0,0.0,1000.0,0.0,0.0,Haem Synthesis,False,False
UPPDC1,0.0,0.0,1000.0,0.0,0.0,Haem Synthesis,False,False
PPBNGS,,,,,,Haem Synthesis,False,False
PPPGOmB_MitoCore,0.0,0.0,1000.0,0.0,0.0,Haem Synthesis,False,False
UPP3S,,,,,,Haem Synthesis,False,False
IZPN,0.01,0.0,1000.0,0.0,0.01,Histidine degradation,False,False
GluForTx,0.01,-1000.0,1000.0,0.0,0.01,Histidine degradation,False,False
URCN,0.01,0.0,1000.0,0.0,0.01,Histidine degradation,False,False
HISD,0.01,0.0,1000.0,0.0,0.01,Histidine degradation,False,False
r0603,0.0021617021276595,0.0,1000.0,0.0,0.0021617021276595,Isoleucine degradation,False,False
ACACT10m,0.0021617021276595,0.0,1000.0,0.0,0.0021617021276595,Isoleucine degradation,False,False
ECOAH9m,0.0021617021276595,0.0,1000.0,0.0,0.0021617021276595,Isoleucine degradation,False,False
OIVD3m,0.0021617021276595,0.0,0.0021617021276595,0.0,0.0021617021276595,Isoleucine degradation,True,False
ILETAm,0.0021617021276595,-1000.0,1000.0,0.0,0.0021617021276595,Isoleucine degradation,False,False
