,mitocore,293,mitoparp,293 + high NAD,mitoparp + high NAD,293 + low NAD,mitoparp + low NAD,subsystem
NADt_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boundary Conditions - Misc
r0942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boundary conditions - alternative fuels
r0942b_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boundary conditions - alternative fuels
ETOHt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boundary conditions - alternative fuels
BUTt2r,0.0,0.0,0.0,0.0,0.0,0.006,0.006,Boundary conditions - alternative fuels
GLYCt,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,Boundary conditions - alternative fuels
ACACt2,0.114,0.114,0.114,0.114,0.114,0.114,0.0334395222441226,Boundary conditions - core
HDCAtr,0.4696739130434784,0.4743043478260869,0.4696739130434737,0.4743043478260869,0.4696739130434767,0.3835616438356163,0.3936410949086578,Boundary conditions - core
BHBt,0.048,0.048,0.048,0.048,0.048,0.0168,0.0168,Boundary conditions - core
Biomass_MitoCore,-100.89230387215603,-100.87424844203976,-100.882184823637,-100.87424844203976,-100.882184823637,-71.56378433296977,-66.49206883862149,Boundary conditions - core
HDCAtm_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boundary conditions - core
HCO3t_MitoCore,0.043,0.016,0.0430000000000234,0.016,0.0430000000000076,1.5108424134761085,0.7187600315691418,Boundary conditions - core
O2t,19.8,19.8,19.8,19.8,19.8,14.497733906039272,13.274932578893116,Boundary conditions - core
L_LACt2r,0.575,0.575,0.575,0.575,0.575,0.3718197879858657,0.3718197879858657,Boundary conditions - core
CO2t,-16.63678260869566,-16.59086956521739,-16.63678260869569,-16.590869565217393,-16.63678260869566,-12.178192149229258,-10.513222120701672,Boundary conditions - core
GLCt1r,0.9,0.9,0.9,0.9,0.9,0.8523684210526316,0.8523684210526317,Boundary conditions - core
HIStiDF,0.01,0.01,0.01,0.01,0.01,0.01,0.01,Boundary conditions - essential amino acids
TRPt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boundary conditions - essential amino acids
VALtec,0.011,0.011,0.011,0.011,0.0109999999999982,0.0024161849710982,0.0024161849710981,Boundary conditions - essential amino acids
ILEtec,0.004,0.004,0.004,0.004,0.004,0.0021617021276595,0.0021617021276595,Boundary conditions - essential amino acids
LEUtec,0.016,0.016,0.016,0.016,0.016,0.0086468085106383,0.0086468085106383,Boundary conditions - essential amino acids
LYStiDF,0.03,0.03,0.03,0.03,0.0299999999999999,0.0086037735849056,0.0086037735849056,Boundary conditions - essential amino acids
r2534,0.012,0.012,0.012,0.012,0.012,0.0091872340425531,0.0091872340425531,Boundary conditions - essential amino acids
METtec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boundary conditions - essential amino acids
PHEtec,0.0,0.0,0.0,0.0,0.0,0.0118588235294117,0.0118588235294117,Boundary conditions - essential amino acids
ARGtiDF,0.007,0.007,0.007,0.007,0.007,0.007,0.007,Boundary conditions - nonessential amino acids
GLYt2r,0.009,0.009,0.009,0.009,0.009,0.009,0.009,Boundary conditions - nonessential amino acids
r2525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boundary conditions - nonessential amino acids
GLUt_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boundary conditions - nonessential amino acids
ALAt2r,0.01,0.01,0.01,0.01,0.01,0.01,0.01,Boundary conditions - nonessential amino acids
TYRt,0.0,0.0,0.0,0.0,0.0,0.011,0.011,Boundary conditions - nonessential amino acids
r2532,0.01,0.01,0.01,0.01,0.01,0.01,0.01,Boundary conditions - nonessential amino acids
PROt2r,0.004,0.004,0.004,0.004,0.004,0.004,0.004,Boundary conditions - nonessential amino acids
r2526,0.017,0.017,0.017,0.017,0.017,-0.0387965608141183,0.017,Boundary conditions - nonessential amino acids
CYStec,0.001,0.001,0.001,0.001,0.001,0.001,0.001,Boundary conditions - nonessential amino acids
ASPte,-0.154,-0.154,-0.154,-0.154,-0.154,-0.154,-0.154,Boundary conditions - nonessential amino acids
FACOAL40im,0.0,0.0,0.0,0.0,0.0,0.006,0.006,Butanoate metabolism
GLYC3Ptm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cardiolipin synthesis
NDPK3m,0.0,0.0,,0.0,,0.0,,Cardiolipin synthesis
CYTK1m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cardiolipin synthesis
GLYK,0.01,0.01,0.01,0.01,0.01,0.01,0.01,Cardiolipin synthesis
GPAMm_hsB_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cardiolipin synthesis
CLS_hsm_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cardiolipin synthesis
CLPN_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cardiolipin synthesis
PGPP_hsm_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cardiolipin synthesis
CDSm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cardiolipin synthesis
PCHOLPm_hs,0.0,0.0,,0.0,,0.0,,Cardiolipin synthesis
PGPPTm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cardiolipin synthesis
AGPAT1B_MitoCore,0.0,,,,,,,Cardiolipin synthesis
PPAm,0.0,0.0,0.0,0.0,0.0,0.006,0.006,Carnitine shuttle
PPA,0.4696739130434784,0.4743043478260869,0.4696739130434737,0.4743043478260869,0.4696739130434767,0.3835616438356163,0.4044240619416293,Carnitine shuttle
r2435,0.4696739130434784,0.4743043478260869,0.4696739130434737,0.4743043478260869,0.4696739130434767,0.3835616438356163,0.4044240619416318,Carnitine shuttle
FACOAL160i,0.4696739130434784,0.4743043478260869,0.4696739130434737,0.4743043478260869,0.4696739130434767,0.3835616438356163,0.4044240619416293,Carnitine shuttle
C160CPT2,0.4696739130434784,0.4743043478260869,0.4696739130434737,0.4743043478260869,0.4696739130434767,0.3835616438356163,0.4044240619416318,Carnitine shuttle
C160CPT1,0.4696739130434784,0.4743043478260869,0.4696739130434737,0.4743043478260869,0.4696739130434767,0.3835616438356163,0.4044240619416318,Carnitine shuttle
CBPSam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Citrulline biosynthesis
OCBTm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Citrulline biosynthesis
CK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Creatine ATP buffer
CKc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Creatine ATP buffer
3SALATAi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cysteine degradation I
3SPYRSP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cysteine degradation I
CYSO,0.0,,,,,,,Cysteine degradation I
CYSTA,0.0,0.0,0.0,0.0,0.0,0.001,0.0,Cysteine degradation II
CYSTAm,0.001,0.001,0.001,0.001,0.001,0.0,0.001,Cysteine degradation II
r0595B_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cysteine degradation II
MCPST,0.0,0.0,0.0,0.0,0.0,0.001,0.0,Cysteine degradation II
MCLOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cysteine degradation II
r0595m_MitoCore,0.001,0.001,0.001,0.001,0.001,0.0,0.001,Cysteine degradation II
MCPSTm_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cysteine degradation II
r0193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cysteine degradation III
ME2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cytosolic misc
FUM,0.0,0.0,0.0,0.0,0.0,0.0228588235294117,0.0228588235294073,Cytosolic misc
NDPK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cytosolic misc
ALATA_L,0.009,0.009,0.009,0.009,0.009,0.7061569838867782,0.009,Cytosolic misc
ADK1,0.4696739130434793,0.4743043478260869,0.4696739130434737,0.4743043478260869,0.4696739130434767,0.3835616438356163,0.4044240619416249,Cytosolic misc
CIII_MitoCore,39.54126295443687,39.541293836598186,39.54131090648482,39.541293836598186,39.54131090648482,28.83778227675533,26.395555689785525,Electron transport chain
CII_MitoCore,6.849391304347818,6.832434782608655,6.873391304347836,6.83243478260869,6.873391304347829,4.875709834275267,3.9737919481533366,Electron transport chain
CIV_MitoCore,19.77063147721844,19.770646918299093,19.77065545324241,19.770646918299093,19.77065545324241,14.418891138377669,13.197777844892762,Electron transport chain
CV_MitoCore,93.3932603938952,93.3744223550833,93.35914134537614,93.37442235508324,93.35914134537616,68.32962479719282,62.55896341304457,Electron transport chain
CI_MitoCore,29.36852278156628,29.35308170090784,29.344546757590265,29.3530817009078,29.344546757590244,21.266297073369195,19.57826341211773,Electron transport chain
ACACT1rm,-0.6776739130434779,-0.682304347826087,-0.6776739130434728,-0.682304347826087,-0.6776739130434768,-0.560471049460572,-0.5007729898107103,FA and ketone body metabolism / Ketogenesis
r1450,0.4696739130434784,0.4743043478260869,0.4696739130434737,0.4743043478260869,0.4696739130434767,0.3835616438356163,0.4044240619416318,FA metabolism
r0731,0.4696739130434784,0.4743043478260869,0.4696739130434737,0.4743043478260869,0.4696739130434767,0.3835616438356163,0.4044240619416318,FA metabolism
r0734,0.4696739130434784,0.4743043478260869,0.4696739130434737,0.4743043478260869,0.4696739130434767,0.3835616438356163,0.4044240619416318,FA metabolism
r0730,0.4696739130434784,0.4743043478260869,0.4696739130434737,0.4743043478260869,0.4696739130434767,0.3835616438356163,0.4044240619416318,FA metabolism
r0728,-0.4696739130434784,-0.4743043478260869,-0.4696739130434737,-0.4743043478260869,-0.4696739130434767,-0.3835616438356163,-0.4044240619416318,FA metabolism
r0732,0.4696739130434784,0.4743043478260869,0.4696739130434737,0.4743043478260869,0.4696739130434767,0.3835616438356163,0.4044240619416318,FA metabolism
r0724,-0.4696739130434784,-0.4743043478260869,-0.4696739130434737,-0.4743043478260869,-0.4696739130434767,-0.3835616438356163,-0.4044240619416318,FA metabolism
r0722,0.4696739130434784,0.4743043478260869,0.4696739130434737,0.4743043478260869,0.4696739130434767,0.3835616438356163,0.4044240619416318,FA metabolism
r0726,0.4696739130434784,0.4743043478260869,0.4696739130434737,0.4743043478260869,0.4696739130434767,0.3835616438356163,0.4044240619416318,FA metabolism
ACADLC14_MitoCore,0.4696739130434784,0.4743043478260869,0.4696739130434737,0.4743043478260869,0.4696739130434767,0.3835616438356163,0.4044240619416318,FA metabolism
r0634,-0.4696739130434784,-0.4743043478260869,-0.4696739130434737,-0.4743043478260869,-0.4696739130434767,-0.3835616438356163,-0.4044240619416318,FA metabolism
MTPC16_MitoCore,0.4696739130434784,0.4743043478260869,0.4696739130434737,0.4743043478260869,0.4696739130434767,0.3835616438356163,0.4044240619416318,FA metabolism
ACADLC16_MitoCore,0.4696739130434784,0.4743043478260869,0.4696739130434737,0.4743043478260869,0.4696739130434767,0.3835616438356163,0.4044240619416318,FA metabolism
r0733,0.4696739130434779,0.4743043478260869,0.4696739130434737,0.4743043478260869,0.4696739130434767,0.3835616438356163,0.4044240619416318,FA metabolism
r0287,0.4696739130434779,0.4743043478260869,0.4696739130434737,0.4743043478260869,0.4696739130434767,0.3835616438356163,0.4044240619416318,FA metabolism
r0660,-0.4696739130434784,-0.4743043478260869,-0.4696739130434737,-0.4743043478260869,-0.4696739130434767,-0.3835616438356163,-0.4044240619416318,FA metabolism
r1448,0.4696739130434784,0.4743043478260869,0.4696739130434737,0.4743043478260869,0.4696739130434767,0.3835616438356163,0.4044240619416318,FA metabolism
r1447,0.4696739130434784,0.4743043478260869,0.4696739130434737,0.4743043478260869,0.4696739130434767,0.3835616438356163,0.4044240619416318,FA metabolism
r1451,0.4696739130434784,0.4743043478260869,0.4696739130434737,0.4743043478260869,0.4696739130434767,0.3835616438356163,0.4044240619416318,FA metabolism
MTPC14_MitoCore,0.4696739130434784,0.4743043478260869,0.4696739130434737,0.4743043478260869,0.4696739130434767,0.3835616438356163,0.4044240619416318,FA metabolism
r1446,0.4696739130434779,0.4743043478260869,0.4696739130434737,0.4743043478260869,0.4696739130434767,0.3895616438356163,0.4104240619416318,FA metabolism
ECOAH1m,-0.4996739130434779,-0.5043043478260869,-0.4996739130434737,-0.5043043478260869,-0.4996739130434767,-0.398165417420522,-0.4190278355265374,FA metabolism
HACD1m,-0.4996739130434779,-0.5043043478260869,-0.4996739130434737,-0.5043043478260869,-0.4996739130434767,-0.398165417420522,-0.4190278355265374,FA metabolism
MCOATA,0.0,0.0,0.0,0.0,0.0,0.0,0.0754807692307994,FA synthesis - cytosolic
r0768,0.0,0.0,0.0,0.0,0.0,0.0,0.0107829670329713,FA synthesis - cytosolic
r0696,0.0,0.0,0.0,0.0,0.0,0.0,-0.0107829670329714,FA synthesis - cytosolic
r0695,0.0,0.0,0.0,0.0,0.0,0.0,0.0107829670329713,FA synthesis - cytosolic
r0762,0.0,0.0,0.0,0.0,0.0,0.0,0.0107829670329713,FA synthesis - cytosolic
FA160ACPH,0.0,0.0,0.0,0.0,0.0,0.0,0.0107829670329714,FA synthesis - cytosolic
r0702,0.0,0.0,0.0,0.0,0.0,0.0,0.0107829670329713,FA synthesis - cytosolic
r0761,0.0,0.0,0.0,0.0,0.0,0.0,-0.0107829670329713,FA synthesis - cytosolic
ACOATA,0.0,0.0,0.0,0.0,0.0,0.0,0.0107829670329713,FA synthesis - cytosolic
ACCOAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0754807692307994,FA synthesis - cytosolic
r0770,0.0,0.0,0.0,0.0,0.0,0.0,0.0107829670329713,FA synthesis - cytosolic
r0769,0.0,0.0,0.0,0.0,0.0,0.0,-0.0107829670329713,FA synthesis - cytosolic
r0697,0.0,0.0,0.0,0.0,0.0,0.0,0.0107829670329714,FA synthesis - cytosolic
r0760,0.0,0.0,0.0,0.0,0.0,0.0,0.0107829670329713,FA synthesis - cytosolic
r0713,0.0,0.0,0.0,0.0,0.0,0.0,0.0107829670329713,FA synthesis - cytosolic
r0701,0.0,0.0,0.0,0.0,0.0,0.0,-0.0107829670329713,FA synthesis - cytosolic
r0773,0.0,0.0,0.0,0.0,0.0,0.0,-0.0107829670329714,FA synthesis - cytosolic
r0692,0.0,0.0,0.0,0.0,0.0,0.0,-0.0107829670329713,FA synthesis - cytosolic
r0765,0.0,0.0,0.0,0.0,0.0,0.0,-0.0107829670329713,FA synthesis - cytosolic
r0767,0.0,0.0,0.0,0.0,0.0,0.0,-0.0107829670329713,FA synthesis - cytosolic
r0712,0.0,0.0,0.0,0.0,0.0,0.0,-0.0107829670329713,FA synthesis - cytosolic
r0772,0.0,0.0,0.0,0.0,0.0,0.0,0.0107829670329714,FA synthesis - cytosolic
r0766,0.0,0.0,0.0,0.0,0.0,0.0,0.0107829670329713,FA synthesis - cytosolic
r0691,0.0,0.0,0.0,0.0,0.0,0.0,-0.0107829670329713,FA synthesis - cytosolic
r0681,0.0,0.0,0.0,0.0,0.0,0.0,0.0107829670329713,FA synthesis - cytosolic
r0763,0.0,0.0,0.0,0.0,0.0,0.0,-0.0107829670329713,FA synthesis - cytosolic
r0682,0.0,0.0,0.0,0.0,0.0,0.0,-0.0107829670329713,FA synthesis - cytosolic
r0694,0.0,0.0,0.0,0.0,0.0,0.0,-0.0107829670329713,FA synthesis - cytosolic
r0764,0.0,0.0,0.0,0.0,0.0,0.0,0.0107829670329713,FA synthesis - cytosolic
r0693,0.0,0.0,0.0,0.0,0.0,0.0,0.0107829670329713,FA synthesis - cytosolic
r0771,0.0,0.0,0.0,0.0,0.0,0.0,-0.0107829670329714,FA synthesis - cytosolic
r0678,0.0,0.0,0.0,0.0,0.0,0.0,0.0107829670329713,FA synthesis - cytosolic
r0638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fatty acid elongation in mitochondria
MECR14C_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fatty acid elongation in mitochondria
r0633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fatty acid elongation in mitochondria
ACOT2_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fatty acid elongation in mitochondria
MECR16C_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fatty acid elongation in mitochondria
r0735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fatty acid elongation in mitochondria
r0791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fatty acid elongation in mitochondria
MTHFC,0.0530000000000174,0.0530000000000808,0.005,0.0530000000000147,0.005,0.0531318681318681,0.1286126373626676,Folate cytosolic
FOLR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Folate cytosolic
FTCD,0.01,0.01,0.01,0.01,0.01,0.01,0.01,Folate cytosolic
MTHFD,0.0430000000000174,0.0430000000000808,-0.005,0.0430000000000147,-0.005,0.0431318681318681,0.1186126373626676,Folate cytosolic
FTHFDH,0.0530000000000174,0.0530000000000808,0.005,0.0530000000000147,0.005,0.0531318681318681,0.1286126373626676,Folate cytosolic
DHFR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Folate cytosolic
FTHFL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Folate cytosolic
MTHFCm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Folate mitochondrial
FTHFDHm_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Folate mitochondrial
FTHFLm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Folate mitochondrial
r0226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Folate mitochondrial
MTHFD2m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Folate mitochondrial
MTHFDm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Folate mitochondrial
r0514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Folate mitochondrial
r0178,0.0,0.0,0.0,0.0,0.0,0.8481533125361375,0.0,GABA shunt
GLUDC,0.0,0.0,0.0,0.0,0.0,0.8481533125361375,0.0,GABA shunt
ABTArm,0.0,0.0,,0.0,,0.8481533125361375,,GABA shunt
4ABUTtm,0.0,0.0,0.0,0.0,0.0,0.8481533125361375,0.0,GABA shunt - transport
PEPCK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gluconeogenesis
G6PPer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gluconeogenesis
FBP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gluconeogenesis
GLUDxm,0.2346314772184342,0.2646469182990926,0.294,0.2940000000000005,0.2939999999999982,0.1002142857142832,0.1002142857142844,Glutamate degradation/synthesis
GLUDym,0.0593685227815662,0.0293530817009078,0.0,0.0,0.0,0.1002142857142835,0.1002142857142842,Glutamate degradation/synthesis
GLUDxi,0.0,0.0,0.0,0.0,0.0,0.0,0.0180561761987172,Glutamate degradation/synthesis - cytosolic
GLUDy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Glutamate degradation/synthesis - cytosolic
GLUNm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Glutamine degradation
GLUN_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Glutamine degradation - cytosolic
GLNS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Glutamine synthesis
AMPTASECG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Glutathione degradation
r0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Glutathione degradation
GTHS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Glutathione synthesis
GLUCYS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Glutathione synthesis
r0205,0.0,0.0,0.0,0.0,0.0,0.0002816901406231,0.000281690140845,Glycerol phosphate shuttle
G3PD1,0.01,0.01,0.01,0.01,0.0099999999999999,0.0097183098593768,0.0097183098591549,Glycerol phosphate shuttle
GCCam,0.0260000000000087,0.0260000000000404,0.0019999999999999,0.0260000000000073,0.0019999999999999,0.026065934065934,0.0638063186813338,Glycine cleavage system (GCS)
GCCbim,0.0260000000000087,0.0260000000000404,0.0019999999999999,0.0260000000000073,0.0019999999999999,0.026065934065934,0.0638063186813338,Glycine cleavage system (GCS)
GCCcm,0.0260000000000087,0.0260000000000404,0.0019999999999999,0.0260000000000073,0.0019999999999999,0.026065934065934,0.0638063186813338,Glycine cleavage system (GCS)
AACTOORm_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Glycine degradation
LDH_Dm_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Glycine degradation
GLYOXm,0.0,0.0,,0.0,,0.0,,Glycine degradation
GLYATm,0.0,,,,,,,Glycine degradation
AOBUTDsm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Glycine degradation
LGTHLm_MitoCore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Glycine degradation
PFK,0.9,0.9,0.9,0.9,0.9,0.8523684210526316,0.8523684210526317,Glycolysis
HEX1,0.9,0.9,0.9,0.9,0.9,0.8523684210526316,0.8523684210526317,Glycolysis
r0122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Glycolysis
LDH_L,0.575,0.575,0.575,0.575,0.575,0.3718197879858657,0.3718197879858657,Glycolysis/gluconeogenesis
PGM,-1.81,-1.81,-1.81,-1.81,-1.81,-1.6588743472252108,-1.6769305234239296,Glycolysis/gluconeogenesis
PGK,-1.81,-1.81,-1.81,-1.81,-1.81,-1.7147368421052631,-1.7147368421052631,Glycolysis/gluconeogenesis
PGI,0.9,0.9,0.9,0.9,0.9,0.8523684210526316,0.8523684210526317,Glycolysis/gluconeogenesis
GAPD,1.81,1.81,1.81,1.81,1.81,1.7147368421052631,1.7147368421052631,Glycolysis/gluconeogenesis
TPI,0.91,0.91,0.91,0.91,0.91,0.8623684210526316,0.8623684210526317,Glycolysis/gluconeogenesis
