,flux_pfba,lower_bound,upper_bound,fva_lower,fva_upper,pathway,nad_dependent,nadp_dependent
NOt,0.0,-1000.0,1000.0,-0.3299999999999952,0.0,Boundary Conditions - Misc,False,False
r0899,0.0,0.0,0.0,0.0,0.0,Boundary Conditions - Misc,False,False
r1423,0.0,-1000.0,1000.0,-0.3101086423609414,0.0,Boundary Conditions - Misc,False,False
Hmt_MitoCore,-1.9022629544368843,-1000.0,1000.0,-416.6867344288544,4.8697010759392425,Boundary Conditions - Misc,False,False
TCYNTt,0.0,-1000.0,1000.0,0.0,0.0059999999999718,Boundary Conditions - Misc,False,False
NADt_MitoCore,0.0,0.0,0.0,0.0,0.0,Boundary Conditions - Misc,True,False
r0942,0.0,0.0,0.0,0.0,0.0,Boundary conditions - alternative fuels,False,False
r0942b_MitoCore,0.0,0.0,0.0,0.0,0.0,Boundary conditions - alternative fuels,False,False
ETOHt,0.0,0.0,0.0,0.0,0.0,Boundary conditions - alternative fuels,False,False
BUTt2r,0.0,-1000.0,0.006,0.0,0.006,Boundary conditions - alternative fuels,False,False
GLYCt,-0.01,-0.01,1000.0,-0.01,1.109749999999999,Boundary conditions - alternative fuels,False,False
ACACt2,0.114,0.0,0.114,0.0,0.114,Boundary conditions - core,False,False
HDCAtr,0.4696739130434784,-1000.0,1.0,0.2755746967857047,1.0,Boundary conditions - core,False,False
BHBt,0.048,0.0,0.048,0.0,0.048,Boundary conditions - core,False,False
Biomass_MitoCore,-100.89230387215603,-1000.0,0.0,-100.89230387215594,-80.71384309772483,Boundary conditions - core,False,False
HDCAtm_MitoCore,0.0,-1000.0,0.0,-0.7116913506355036,0.0,Boundary conditions - core,False,False
HCO3t_MitoCore,0.043,-1000.0,1.71,0.0,1.71,Boundary conditions - core,False,False
O2t,19.8,0.0,19.8,15.647999322415655,19.8,Boundary conditions - core,False,False
L_LACt2r,0.575,-1000.0,0.575,-2.4549999999999947,0.575,Boundary conditions - core,False,False
CO2t,-16.63678260869566,-1000.0,1000.0,-18.39426086956521,-9.704470479288606,Boundary conditions - core,False,False
GLCt1r,0.9,-1000.0,0.9,0.0,0.9,Boundary conditions - core,False,False
HIStiDF,0.01,0.0,0.01,0.0,0.01,Boundary conditions - essential amino acids,False,False
TRPt,0.0,0.0,0.008,0.0,0.008,Boundary conditions - essential amino acids,False,False
VALtec,0.011,0.0,0.011,0.0,0.011,Boundary conditions - essential amino acids,False,False
ILEtec,0.004,0.0,0.004,0.0,0.004,Boundary conditions - essential amino acids,False,False
LEUtec,0.016,0.0,0.016,0.0,0.016,Boundary conditions - essential amino acids,False,False
LYStiDF,0.03,0.0,0.03,0.0,0.03,Boundary conditions - essential amino acids,False,False
r2534,0.012,0.0,0.012,0.0,0.012,Boundary conditions - essential amino acids,False,False
METtec,0.0,0.0,0.005,0.0,0.005,Boundary conditions - essential amino acids,False,False
PHEtec,0.0,0.0,0.012,0.0,0.012,Boundary conditions - essential amino acids,False,False
ARGtiDF,0.007,-1000.0,0.007,-0.1053333333333551,0.007,Boundary conditions - nonessential amino acids,False,False
GLYt2r,0.009,-1000.0,0.009,-0.702,0.009,Boundary conditions - nonessential amino acids,False,False
r2525,0.0,-1000.0,0.0,-0.3300000000000654,0.0,Boundary conditions - nonessential amino acids,False,False
GLUt_MitoCore,0.0,-1000.0,0.0,-0.3299999999999954,0.0,Boundary conditions - nonessential amino acids,False,False
ALAt2r,0.01,-1000.0,0.01,-0.3200000000000655,0.01,Boundary conditions - nonessential amino acids,False,False
TYRt,0.0,-1000.0,0.011,-0.012,0.011,Boundary conditions - nonessential amino acids,False,False
r2532,0.01,-1000.0,0.01,-0.3199999999999954,0.01,Boundary conditions - nonessential amino acids,False,False
PROt2r,0.004,-1000.0,0.004,-0.3259999999999982,0.004,Boundary conditions - nonessential amino acids,False,False
r2526,0.017,-1000.0,0.017,-0.3385,0.017,Boundary conditions - nonessential amino acids,False,False
CYStec,0.001,-1000.0,0.001,-0.0049999999999208,0.001,Boundary conditions - nonessential amino acids,False,False
ASPte,-0.154,-0.154,1000.0,-0.154,0.1759999999999954,Boundary conditions - nonessential amino acids,False,False
FACOAL40im,0.0,0.0,1000.0,0.0,0.006,Butanoate metabolism,False,False
GLYC3Ptm,0.0,0.0,1000.0,0.0,2.9854298691292027,Cardiolipin synthesis,False,False
NDPK3m,0.0,-1000.0,1000.0,0.0,3.0893289095242578,Cardiolipin synthesis,False,False
CYTK1m,0.0,-1000.0,1000.0,0.0,3.0893289095242578,Cardiolipin synthesis,False,False
GLYK,0.01,0.0,1000.0,0.0,1.5027149345645994,Cardiolipin synthesis,False,False
GPAMm_hsB_MitoCore,0.0,0.0,1000.0,0.0,0.3101086423609596,Cardiolipin synthesis,False,False
CLS_hsm_MitoCore,0.0,0.0,1000.0,0.0,1.5546644547621298,Cardiolipin synthesis,False,False
CLPN_MitoCore,0.0,-1000.0,1000.0,-0.01,1.4927149345646014,Cardiolipin synthesis,False,False
PGPP_hsm_MitoCore,0.0,0.0,1000.0,0.0,2.9854298691292005,Cardiolipin synthesis,False,False
CDSm,0.0,-1000.0,1000.0,0.0,3.089328909524256,Cardiolipin synthesis,False,False
PCHOLPm_hs,0.0,0.0,1000.0,0.0,3.0893289095242578,Cardiolipin synthesis,False,False
PGPPTm,0.0,0.0,1000.0,0.0,2.985429869129205,Cardiolipin synthesis,False,False
AGPAT1B_MitoCore,0.0,0.0,1000.0,0.0,0.3101086423609603,Cardiolipin synthesis,False,False
PPAm,0.0,-1000.0,1000.0,0.0,13.8306171708805,Carnitine shuttle,False,False
PPA,0.4696739130434784,0.0,1000.0,0.2770319725760949,10.558904300259073,Carnitine shuttle,False,False
r2435,0.4696739130434784,-1000.0,1000.0,0.2761528196797126,1.2442857142857149,Carnitine shuttle,False,False
FACOAL160i,0.4696739130434784,0.0,1000.0,0.2761528196796901,1.2442857142857138,Carnitine shuttle,False,False
C160CPT2,0.4696739130434784,-1000.0,1000.0,0.2761528196796901,1.2442857142857149,Carnitine shuttle,False,False
C160CPT1,0.4696739130434784,-1000.0,1000.0,0.2761528196796901,1.2442857142857138,Carnitine shuttle,False,False
CBPSam,0.0,0.0,1000.0,0.0,0.3299999999999983,Citrulline biosynthesis,False,False
OCBTm,0.0,0.0,1000.0,0.0,0.3300000000000087,Citrulline biosynthesis,False,False
CK,0.0,-1000.0,1000.0,-922.417110751962,1000.0,Creatine ATP buffer,False,False
CKc,0.0,-1000.0,1000.0,-1000.0,922.4171107519614,Creatine ATP buffer,False,False
3SALATAi,0.0,-1000.0,1000.0,0.0,0.0059999999999969,Cysteine degradation I,False,False
3SPYRSP,0.0,-1000.0,1000.0,0.0,0.0059999999999969,Cysteine degradation I,False,False
CYSO,0.0,0.0,1000.0,0.0,0.0059999999999969,Cysteine degradation I,False,False
CYSTA,0.0,-1000.0,1000.0,0.0,0.0059999999999969,Cysteine degradation II,False,False
CYSTAm,0.001,-1000.0,1000.0,0.0,0.0060000000000002,Cysteine degradation II,False,False
r0595B_MitoCore,0.0,0.0,1000.0,0.0,0.006000000000001,Cysteine degradation II,False,False
MCPST,0.0,0.0,1000.0,0.0,0.0059999999999954,Cysteine degradation II,False,False
MCLOR,0.0,-1000.0,1000.0,-0.0059999999999993,0.0,Cysteine degradation II,True,False
r0595m_MitoCore,0.001,0.0,1000.0,0.0,0.0060000000000002,Cysteine degradation II,False,False
MCPSTm_MitoCore,0.0,0.0,1000.0,0.0,0.0059999999999954,Cysteine degradation II,False,False
r0193,0.0,0.0,1000.0,0.0,0.0059999999999977,Cysteine degradation III,False,False
ME2,0.0,0.0,1000.0,0.0,1.5426666666666708,Cytosolic misc,False,True
FUM,0.0,-1000.0,1000.0,-1.8949999999999751,41.022145530437385,Cytosolic misc,False,False
NDPK1,0.0,-1000.0,1000.0,-3.7280000000000673,2.23199999999987,Cytosolic misc,False,False
ALATA_L,0.009,-1000.0,1000.0,-0.2029999999999927,414.7884714744188,Cytosolic misc,False,False
ADK1,0.4696739130434793,-1000.0,1000.0,0.277031972576097,10.558904300259057,Cytosolic misc,False,False
CIII_MitoCore,39.54126295443687,-1000.0,1000.0,31.21824425260411,39.579905790169015,Electron transport chain,False,False
CII_MitoCore,6.849391304347818,-1000.0,1000.0,3.910009833394665,7.3789402173913,Electron transport chain,False,False
CIV_MitoCore,19.77063147721844,0.0,1000.0,15.609122126302015,19.789952895084507,Electron transport chain,False,False
CV_MitoCore,93.3932603938952,-1000.0,1000.0,73.1502126629423,100.88482054694228,Electron transport chain,False,False
CI_MitoCore,29.36852278156628,-1000.0,1000.0,10.04710491549202,29.375754680102503,Electron transport chain,True,False
ACACT1rm,-0.6776739130434779,-1000.0,1000.0,-1.2725,-0.3338208475409677,FA and ketone body metabolism / Ketogenesis,False,False
r1450,0.4696739130434784,0.0,1000.0,0.2761528196797053,16.92638859494732,FA metabolism,False,False
r0731,0.4696739130434784,-1000.0,1000.0,0.2761528196797052,1.067934782608695,FA metabolism,False,False
r0734,0.4696739130434784,-1000.0,1000.0,0.2761528196797053,1.0679347826086965,FA metabolism,False,False
r0730,0.4696739130434784,-1000.0,1000.0,0.2761528196797053,1.067934782608695,FA metabolism,True,False
r0728,-0.4696739130434784,-1000.0,1000.0,-1.0679347826086996,-0.2761528196797044,FA metabolism,False,False
r0732,0.4696739130434784,-1000.0,1000.0,0.2761528196797053,1.067934782608695,FA metabolism,False,False
r0724,-0.4696739130434784,-1000.0,1000.0,-1.0679347826086931,-0.2761528196797046,FA metabolism,False,False
r0722,0.4696739130434784,-1000.0,1000.0,0.2761528196796994,1.0679347826086938,FA metabolism,True,False
r0726,0.4696739130434784,-1000.0,1000.0,0.2761528196797027,1.0679347826086962,FA metabolism,True,False
ACADLC14_MitoCore,0.4696739130434784,0.0,1000.0,0.2761528196796901,16.926388594947248,FA metabolism,False,False
r0634,-0.4696739130434784,-1000.0,1000.0,-1.067934782608696,-0.2761528196797054,FA metabolism,False,False
MTPC16_MitoCore,0.4696739130434784,-1000.0,1000.0,0.2761528196796901,1.0679347826084609,FA metabolism,True,False
ACADLC16_MitoCore,0.4696739130434784,0.0,1000.0,0.2761528196797126,16.926388594947177,FA metabolism,False,False
r0733,0.4696739130434779,-1000.0,1000.0,0.2761528196797053,1.0679347826086965,FA metabolism,True,False
r0287,0.4696739130434779,-1000.0,1000.0,0.2761528196797053,1.0679347826086965,FA metabolism,False,False
r0660,-0.4696739130434784,-1000.0,1000.0,-1.0679347826087024,-0.2761528196797024,FA metabolism,False,False
r1448,0.4696739130434784,0.0,1000.0,0.2761528196797033,16.9263885949473,FA metabolism,False,False
r1447,0.4696739130434784,0.0,1000.0,0.2761528196796901,16.926388594947255,FA metabolism,False,False
r1451,0.4696739130434784,0.0,1000.0,0.2761528196796639,16.926388594947237,FA metabolism,False,False
MTPC14_MitoCore,0.4696739130434784,-1000.0,1000.0,0.2761528196796901,1.067934782608518,FA metabolism,True,False
r1446,0.4696739130434779,0.0,1000.0,0.2774393423411337,1.07263043478261,FA metabolism,False,False
ECOAH1m,-0.4996739130434779,-1000.0,1000.0,-1.1081666666666663,-0.2902465398332728,FA metabolism,False,False
HACD1m,-0.4996739130434779,-1000.0,1000.0,-1.1081666666666663,-0.2902465398332728,FA metabolism,True,False
MCOATA,0.0,-1000.0,1000.0,0.0,1.71,FA synthesis - cytosolic,False,False
r0768,0.0,0.0,1000.0,0.0,0.2442857142857142,FA synthesis - cytosolic,False,False
r0696,0.0,-1000.0,1000.0,-0.2442857142857142,0.0,FA synthesis - cytosolic,False,True
r0695,0.0,-1000.0,1000.0,0.0,0.244285714285714,FA synthesis - cytosolic,False,False
r0762,0.0,-1000.0,1000.0,0.0,0.244285714285714,FA synthesis - cytosolic,False,False
FA160ACPH,0.0,0.0,1000.0,0.0,0.2442857142857144,FA synthesis - cytosolic,False,False
r0702,0.0,-1000.0,1000.0,0.0,0.2442857142857142,FA synthesis - cytosolic,False,False
r0761,0.0,-1000.0,1000.0,-0.2442857142857143,0.0,FA synthesis - cytosolic,False,True
ACOATA,0.0,0.0,1000.0,0.0,0.2442857142857142,FA synthesis - cytosolic,False,False
ACCOAC,0.0,0.0,1000.0,0.0,1.71,FA synthesis - cytosolic,False,False
r0770,0.0,-1000.0,1000.0,0.0,0.2442857142857142,FA synthesis - cytosolic,False,False
r0769,0.0,-1000.0,1000.0,-0.2442857142857142,0.0,FA synthesis - cytosolic,False,True
r0697,0.0,-1000.0,1000.0,0.0,0.2442857142857142,FA synthesis - cytosolic,False,False
r0760,0.0,0.0,1000.0,0.0,0.2442857142857142,FA synthesis - cytosolic,False,False
r0713,0.0,0.0,1000.0,0.0,0.2442857142857137,FA synthesis - cytosolic,False,False
r0701,0.0,-1000.0,1000.0,-0.2442857142857142,0.0,FA synthesis - cytosolic,False,True
r0773,0.0,-1000.0,1000.0,-0.2442857142857142,0.0,FA synthesis - cytosolic,False,True
r0692,0.0,-1000.0,1000.0,-0.2442857142857142,0.0,FA synthesis - cytosolic,False,True
r0765,0.0,-1000.0,1000.0,-0.2442857142857142,0.0,FA synthesis - cytosolic,False,True
r0767,0.0,-1000.0,1000.0,-0.2442857142857142,0.0,FA synthesis - cytosolic,False,True
r0712,0.0,-1000.0,1000.0,-0.2442857142857142,0.0,FA synthesis - cytosolic,False,True
r0772,0.0,0.0,1000.0,0.0,0.2442857142857142,FA synthesis - cytosolic,False,False
r0766,0.0,0.0,1000.0,0.0,0.2442857142857142,FA synthesis - cytosolic,False,False
r0691,0.0,-1000.0,1000.0,-0.2442857142857142,0.0,FA synthesis - cytosolic,False,True
r0681,0.0,-1000.0,1000.0,0.0,0.2442857142857142,FA synthesis - cytosolic,False,False
r0763,0.0,-1000.0,1000.0,-0.2442857142857142,0.0,FA synthesis - cytosolic,False,True
r0682,0.0,-1000.0,1000.0,-0.2442857142857143,0.0,FA synthesis - cytosolic,False,True
r0694,0.0,-1000.0,1000.0,-0.2442857142857142,0.0,FA synthesis - cytosolic,False,True
r0764,0.0,0.0,1000.0,0.0,0.2442857142857143,FA synthesis - cytosolic,False,False
r0693,0.0,-1000.0,1000.0,0.0,0.2442857142857153,FA synthesis - cytosolic,False,False
r0771,0.0,-1000.0,1000.0,-0.2442857142857142,0.0,FA synthesis - cytosolic,False,True
r0678,0.0,0.0,1000.0,0.0,0.2442857142857142,FA synthesis - cytosolic,False,False
r0638,0.0,-1000.0,0.0,-16.456714681903893,0.0,Fatty acid elongation in mitochondria,False,True
MECR14C_MitoCore,0.0,0.0,1000.0,0.0,16.45671468190369,Fatty acid elongation in mitochondria,False,True
r0633,0.0,-1000.0,0.0,-16.45671468190383,0.0,Fatty acid elongation in mitochondria,False,True
ACOT2_MitoCore,0.0,0.0,1000.0,0.0,0.7116913506362881,Fatty acid elongation in mitochondria,False,False
MECR16C_MitoCore,0.0,0.0,1000.0,0.0,16.456714681903623,Fatty acid elongation in mitochondria,False,True
r0735,0.0,-1000.0,0.0,-16.456714681903705,0.0,Fatty acid elongation in mitochondria,False,True
r0791,0.0,0.0,1000.0,0.0,16.456714681903833,Fatty acid elongation in mitochondria,False,True
MTHFC,0.0530000000000174,-1000.0,1000.0,-0.008,0.7110000000000001,Folate cytosolic,False,False
FOLR2,0.0,0.0,0.0,0.0,0.0,Folate cytosolic,False,True
FTCD,0.01,-1000.0,1000.0,0.0,0.01,Folate cytosolic,False,False
MTHFD,0.0430000000000174,-1000.0,1000.0,-0.018,0.701,Folate cytosolic,False,True
FTHFDH,0.0530000000000174,0.0,1000.0,0.0,0.7110000000000001,Folate cytosolic,False,True
DHFR,0.0,0.0,0.0,0.0,0.0,Folate cytosolic,False,True
FTHFL,0.0,0.0,1000.0,0.0,0.008,Folate cytosolic,False,False
MTHFCm,0.0,-1000.0,1000.0,-0.008,0.0,Folate mitochondrial,False,False
FTHFDHm_MitoCore,0.0,0.0,1000.0,0.0,0.008,Folate mitochondrial,False,True
FTHFLm,0.0,-1000.0,1000.0,0.0,0.008,Folate mitochondrial,False,False
r0226,0.0,-1000.0,1000.0,0.0,0.0,Folate mitochondrial,False,True
MTHFD2m,0.0,-1000.0,0.0,-0.008,0.0,Folate mitochondrial,True,False
MTHFDm,0.0,-1000.0,0.0,-0.008,0.0,Folate mitochondrial,False,True
r0514,0.0,-1000.0,1000.0,0.0,0.0,Folate mitochondrial,False,True
r0178,0.0,0.0,1000.0,0.0,7.455608695652176,GABA shunt,True,False
GLUDC,0.0,0.0,1000.0,0.0,7.455608695652171,GABA shunt,False,False
ABTArm,0.0,-1000.0,1000.0,0.0,7.455608695652176,GABA shunt,False,False
4ABUTtm,0.0,-1000.0,1000.0,0.0,7.455608695652176,GABA shunt - transport,False,False
PEPCK,0.0,0.0,1000.0,0.0,1.918,Gluconeogenesis,False,False
G6PPer,0.0,0.0,0.0,0.0,0.0,Gluconeogenesis,False,False
FBP,0.0,0.0,0.0,0.0,0.0,Gluconeogenesis,False,False
GLUDxm,0.2346314772184342,0.0,1000.0,0.0,0.3300000000000117,Glutamate degradation/synthesis,True,False
GLUDym,0.0593685227815662,0.0,1000.0,0.0,0.3300000000000006,Glutamate degradation/synthesis,False,True
GLUDxi,0.0,0.0,1000.0,0.0,0.3299999999999923,Glutamate degradation/synthesis - cytosolic,True,False
GLUDy,0.0,0.0,1000.0,0.0,0.3299999999999887,Glutamate degradation/synthesis - cytosolic,False,True
GLUNm,0.0,0.0,1000.0,0.0,25.9351544671512,Glutamine degradation,False,False
GLUN_MitoCore,0.0,0.0,1000.0,0.0,20.1784607744312,Glutamine degradation - cytosolic,False,False
GLNS,0.0,0.0,1000.0,0.0,25.935154467151207,Glutamine synthesis,False,False
AMPTASECG,0.0,0.0,1000.0,0.0,10.0892303872156,Glutathione degradation,False,False
r0129,0.0,0.0,1000.0,0.0,10.08923038721559,Glutathione degradation,False,False
GTHS,0.0,0.0,1000.0,0.0,10.0892303872156,Glutathione synthesis,False,False
GLUCYS,0.0,0.0,1000.0,0.0,10.0892303872156,Glutathione synthesis,False,False
r0205,0.0,0.0,1000.0,0.0,4.458999999999966,Glycerol phosphate shuttle,False,False
G3PD1,0.01,-1000.0,1000.0,-4.449000000000023,0.01,Glycerol phosphate shuttle,True,False
GCCam,0.0260000000000087,-1000.0,1000.0,-0.3600000000000001,0.351,Glycine cleavage system (GCS),False,False
GCCbim,0.0260000000000087,-1000.0,1000.0,-0.36,0.351,Glycine cleavage system (GCS),False,False
GCCcm,0.0260000000000087,-1000.0,1000.0,-0.36,0.351,Glycine cleavage system (GCS),True,False
AACTOORm_MitoCore,0.0,0.0,1000.0,0.0,0.7110000000000001,Glycine degradation,False,False
LDH_Dm_MitoCore,0.0,-1000.0,1000.0,0.0,0.7110000000000001,Glycine degradation,True,False
GLYOXm,0.0,0.0,1000.0,0.0,0.7110000000000001,Glycine degradation,False,False
GLYATm,0.0,-1000.0,1000.0,0.0,0.7110000000000001,Glycine degradation,False,False
AOBUTDsm,0.0,0.0,1000.0,0.0,0.7110000000000001,Glycine degradation,False,False
LGTHLm_MitoCore,0.0,-1000.0,1000.0,0.0,0.7110000000000001,Glycine degradation,False,False
PFK,0.9,0.0,1000.0,0.0,0.9,Glycolysis,False,False
HEX1,0.9,0.0,1000.0,0.0,0.9,Glycolysis,False,False
r0122,0.0,0.0,1000.0,0.0,3.728,Glycolysis,False,False
LDH_L,0.575,-1000.0,1000.0,-2.455000000000012,0.575,Glycolysis/gluconeogenesis,True,False
PGM,-1.81,-1000.0,1000.0,-1.81,1.5500000000000007,Glycolysis/gluconeogenesis,False,False
PGK,-1.81,-1000.0,1000.0,-1.81,1.2200000000000006,Glycolysis/gluconeogenesis,False,False
PGI,0.9,-1000.0,1000.0,-1.308578947368415,0.9,Glycolysis/gluconeogenesis,False,False
GAPD,1.81,-1000.0,1000.0,-1.2199999999999953,1.81,Glycolysis/gluconeogenesis,True,False
TPI,0.91,-1000.0,1000.0,-1.3671747728515014,0.91,Glycolysis/gluconeogenesis,False,False
PYK,1.9060000000000348,0.0,1000.0,0.0,3.728,Glycolysis/gluconeogenesis,False,False
ENO,1.81,-1000.0,1000.0,-1.549999999999991,1.81,Glycolysis/gluconeogenesis,False,False
FBA,0.9,-1000.0,1000.0,0.0,0.9,Glycolysis/gluconeogenesis,False,False
HOXG,0.0,0.0,1000.0,0.0,0.088875,Haem Degradation,False,True
BILIRED2_MitoCore,0.0,0.0,1000.0,0.0,0.088875,Haem Degradation,True,False
BILIRED,0.0,0.0,1000.0,0.0,0.088875,Haem Degradation,False,True
ALASm,0.0,0.0,1000.0,0.0,0.7110000000000001,Haem Synthesis,False,False
HMBS,0.0,0.0,1000.0,0.0,0.088875,Haem Synthesis,False,False
PHEMEtm,0.0,0.0,1000.0,0.0,0.088875,Haem Synthesis,False,False
5AOPtm,0.0,-1000.0,1000.0,0.0,0.7110000000000001,Haem Synthesis,False,False
CPPPGO,0.0,0.0,1000.0,0.0,0.088875,Haem Synthesis,False,False
FCLTm,0.0,0.0,1000.0,0.0,0.088875,Haem Synthesis,False,False
UPPDC1,0.0,0.0,1000.0,0.0,0.088875,Haem Synthesis,False,False
PPBNGS,0.0,-1000.0,1000.0,0.0,0.3555,Haem Synthesis,False,False
PPPGOmB_MitoCore,0.0,0.0,1000.0,0.0,0.0444375,Haem Synthesis,False,False
UPP3S,0.0,-1000.0,1000.0,0.0,0.088875,Haem Synthesis,False,False
IZPN,0.01,0.0,1000.0,0.0,0.01,Histidine degradation,False,False
GluForTx,0.01,-1000.0,1000.0,0.0,0.01,Histidine degradation,False,False
URCN,0.01,0.0,1000.0,0.0,0.01,Histidine degradation,False,False
HISD,0.01,0.0,1000.0,0.0,0.01,Histidine degradation,False,False
r0603,0.004,0.0,1000.0,0.0,0.004,Isoleucine degradation,False,False
ACACT10m,0.004,0.0,1000.0,0.0,0.004,Isoleucine degradation,False,False
ECOAH9m,0.004,0.0,1000.0,0.0,0.004,Isoleucine degradation,False,False
OIVD3m,0.004,0.0,1000.0,0.0,0.004,Isoleucine degradation,True,False
ILETAm,0.004,-1000.0,1000.0,0.0,0.004,Isoleucine degradation,False,False
HACD9m,0.004,-1000.0,1000.0,0.0,0.004,Isoleucine degradation,True,False
HMGCOASim,0.0,0.0,0.0,0.0,0.0,Ketogenesis,False,False
HMGLm,0.016,0.0,1000.0,0.0,0.016,Ketogenesis / Leucine degradation,False,False
