EntryID	Organism	UniprotID	ECNumber	parameter.type	parameter.associatedSpecies	parameter.startValue	parameter.endValue	parameter.standardDeviation	parameter.unit
206	Rattus norvegicus		5.3.1.9	concentration	D-Fructose 2,6-bisphosphate	1.0E-5			M
207	Rattus norvegicus		5.3.1.9	concentration	AMP	1.0E-5			M
207	Rattus norvegicus		5.3.1.9	Km	D-Glucose 6-phosphate	1.5E-4		-	M
207	Rattus norvegicus		5.3.1.9	concentration	D-Glucose 6-phosphate	0.001			M
207	Rattus norvegicus		5.3.1.9	Vmax		6.83333333E-6		6.68333E-7	M*s^(-1)*g^(-1)
207	Rattus norvegicus		5.3.1.9	concentration	D-Fructose 2,6-bisphosphate	1.0E-5			M
208	Rattus norvegicus		4.1.2.13	Vmax		1.43333333E-6		-	M*s^(-1)*g^(-1)
208	Rattus norvegicus		4.1.2.13	Km	D-Fructose 1,6-bisphosphate	7.8E-5		-	M
209	Rattus norvegicus		4.1.2.13	Km	D-Fructose 1,6-bisphosphate	7.0E-5		-	M
209	Rattus norvegicus		4.1.2.13	concentration	AMP	1.0E-5			M
209	Rattus norvegicus		4.1.2.13	Vmax		1.33333333E-6		-	M*s^(-1)*g^(-1)
210	Rattus norvegicus		4.1.2.13	concentration	D-Fructose 2,6-bisphosphate	1.0E-5			M
210	Rattus norvegicus		4.1.2.13	Vmax		1.41666667E-6		1.0E-7	M*s^(-1)*g^(-1)
210	Rattus norvegicus		4.1.2.13	Km	D-Fructose 1,6-bisphosphate	7.0E-5		-	M
211	Rattus norvegicus		4.1.2.13	Vmax		1.16666667E-6		-	M*s^(-1)*g^(-1)
211	Rattus norvegicus		4.1.2.13	concentration	D-Fructose 2,6-bisphosphate	1.0E-5			M
211	Rattus norvegicus		4.1.2.13	concentration	AMP	1.0E-5			M
211	Rattus norvegicus		4.1.2.13	Km	D-Fructose 1,6-bisphosphate	7.0E-5		-	M
730	Rattus norvegicus		5.3.1.9	Vmax		2.50005E-7			katal*g^(-1)
730	Rattus norvegicus		5.3.1.9	concentration	D-Fructose 6-phosphate	0.002			M
730	Rattus norvegicus		5.3.1.9	Km	D-Fructose 6-phosphate	1.0E-4			M
731	Rattus norvegicus		2.7.1.40	Km	Phosphoenolpyruvate	8.0E-4			M
731	Rattus norvegicus		2.7.1.40	concentration	Phosphoenolpyruvate	0.005			M
731	Rattus norvegicus		2.7.1.40	Vmax		5.800116E-8			katal*g^(-1)
731	Rattus norvegicus		2.7.1.40	concentration	ADP	0.002			M
732	Rattus norvegicus		4.2.1.11	concentration	2-Phospho-D-glycerate	5.0E-4			M
732	Rattus norvegicus		4.2.1.11	Vmax		7.600152E-8			katal*g^(-1)
732	Rattus norvegicus		4.2.1.11	Km	2-Phospho-D-glycerate	2.0E-5			M
733	Rattus norvegicus		5.4.2.11	concentration	Glycerate 3-phosphate	0.001			M
733	Rattus norvegicus		5.4.2.11	Km	Glycerate 3-phosphate	1.0E-4			M
733	Rattus norvegicus		5.4.2.11	Vmax		1.16669E-8			katal*g^(-1)
734	Rattus norvegicus		1.2.1.12	Km	NAD+	1.8E-4			M
734	Rattus norvegicus		1.2.1.12	Km	Orthophosphate	0.01			M
734	Rattus norvegicus		1.2.1.12	Vmax		8.550171E-8			katal*g^(-1)
734	Rattus norvegicus		1.2.1.12	Km	D-Glyceraldehyde 3-phosphate	3.0E-4			M
735	Rattus norvegicus		5.3.1.1	concentration	D-Glyceraldehyde 3-phosphate	0.003			M
735	Rattus norvegicus		5.3.1.1	Vmax		1.33336E-6			katal*g^(-1)
735	Rattus norvegicus		5.3.1.1	Km	D-Glyceraldehyde 3-phosphate	4.0E-4			M
736	Rattus norvegicus		4.1.2.13	Km	D-Fructose 1,6-bisphosphate	2.0E-5			M
736	Rattus norvegicus		4.1.2.13	concentration	D-Fructose 1,6-bisphosphate	0.001			M
736	Rattus norvegicus		4.1.2.13	Vmax		3.3334E-9			katal*g^(-1)
737	Rattus norvegicus		2.7.1.11	Vmax		1.33336E-7			katal*g^(-1)
737	Rattus norvegicus		2.7.1.11	concentration	ITP	0.001			M
737	Rattus norvegicus		2.7.1.11	Km	D-Fructose 6-phosphate	0.002			M
737	Rattus norvegicus		2.7.1.11	Km	ITP	3.0E-4			M
737	Rattus norvegicus		2.7.1.11	concentration	D-Fructose 6-phosphate	2.5E-4			M
738	Rattus norvegicus		2.7.1.1	Km	ATP	0.0015			M
738	Rattus norvegicus		2.7.1.1	concentration	ATP	0.005			M
738	Rattus norvegicus		2.7.1.1	Km	D-Glucose	2.0E-4			M
738	Rattus norvegicus		2.7.1.1	Vmax		4.400088E-10			katal*g^(-1)
738	Rattus norvegicus		2.7.1.1	concentration	D-Glucose	0.002			M
738	Rattus norvegicus		2.7.1.1	Km	ATP	1.5E-4			M
739	Rattus norvegicus		2.7.1.1	concentration	D-Glucose	0.002			M
739	Rattus norvegicus		2.7.1.1	Km	ATP	3.0E-4			M
739	Rattus norvegicus		2.7.1.1	concentration	ATP	0.005			M
739	Rattus norvegicus		2.7.1.1	Vmax		1.33336E-9			katal*g^(-1)
739	Rattus norvegicus		2.7.1.1	Km	D-Glucose	2.0E-4			M
740	Rattus norvegicus		5.3.1.9	Km	D-Fructose 6-phosphate	1.0E-4			M
740	Rattus norvegicus		5.3.1.9	Vmax		1.1750235E-7			katal*g^(-1)
740	Rattus norvegicus		5.3.1.9	concentration	D-Fructose 6-phosphate	2.0E-4			M
741	Rattus norvegicus		2.7.2.3	concentration	3-Phospho-D-glycerate	0.005			M
741	Rattus norvegicus		2.7.2.3	Vmax		2.66672E-7			katal*g^(-1)
741	Rattus norvegicus		2.7.2.3	Km	3-Phospho-D-glycerate	7.0E-4			M
741	Rattus norvegicus		2.7.2.3	concentration	ATP	0.001			M
742	Rattus norvegicus		2.7.2.3	Km	3-Phospho-D-glycerate	7.0E-4			M
742	Rattus norvegicus		2.7.2.3	concentration	3-Phospho-D-glycerate	0.005			M
742	Rattus norvegicus		2.7.2.3	Vmax		1.1733568E-7			katal*g^(-1)
742	Rattus norvegicus		2.7.2.3	concentration	ATP	0.001			M
743	Rattus norvegicus		4.1.2.13	Km	D-Fructose 1,6-bisphosphate	2.0E-5			M
743	Rattus norvegicus		4.1.2.13	Vmax		8.3335E-9			katal*g^(-1)
743	Rattus norvegicus		4.1.2.13	concentration	D-Fructose 1,6-bisphosphate	0.001			M
744	Rattus norvegicus		5.4.2.11	concentration	Glycerate 3-phosphate	0.001			M
744	Rattus norvegicus		5.4.2.11	Vmax		7.233478E-9			katal*g^(-1)
744	Rattus norvegicus		5.4.2.11	Km	Glycerate 3-phosphate	1.0E-4			M
745	Rattus norvegicus		4.2.1.11	Vmax		1.33336E-7			katal*g^(-1)
745	Rattus norvegicus		4.2.1.11	Km	Glycerate 2-phosphate	2.0E-5			M
745	Rattus norvegicus		4.2.1.11	concentration	Glycerate 2-phosphate	5.0E-4			M
746	Rattus norvegicus		2.7.1.11	concentration	D-Fructose 6-phosphate	2.5E-4			M
746	Rattus norvegicus		2.7.1.11	Vmax		6.400128E-8			katal*g^(-1)
746	Rattus norvegicus		2.7.1.11	Km	ITP	3.0E-4			M
746	Rattus norvegicus		2.7.1.11	concentration	ITP	0.001			M
746	Rattus norvegicus		2.7.1.11	Km	D-Fructose 6-phosphate	2.0E-4			M
747	Rattus norvegicus		1.1.1.27	Vmax		7.33348E-7			katal*g^(-1)
747	Rattus norvegicus		1.1.1.27	Km	NADH	3.0E-5			M
747	Rattus norvegicus		1.1.1.27	concentration	Pyruvate	0.002			M
747	Rattus norvegicus		1.1.1.27	Km	Pyruvate	2.0E-4			M
747	Rattus norvegicus		1.1.1.27	concentration	NADH	3.0E-4			M
748	Rattus norvegicus		5.3.1.1	Km	D-Glyceraldehyde 3-phosphate	4.0E-4			M
748	Rattus norvegicus		5.3.1.1	Vmax		3.3334E-6			katal*g^(-1)
748	Rattus norvegicus		5.3.1.1	concentration	D-Glyceraldehyde 3-phosphate	0.003			M
749	Rattus norvegicus		1.2.1.12	Vmax		1.50003E-7			katal*g^(-1)
749	Rattus norvegicus		1.2.1.12	Km	D-Glyceraldehyde 3-phosphate	3.0E-4			M
749	Rattus norvegicus		1.2.1.12	Km	NAD+	5.0E-5			M
749	Rattus norvegicus		1.2.1.12	Km	Phosphate	0.01			M
750	Rattus norvegicus		2.7.1.40	concentration	ADP	0.002			M
750	Rattus norvegicus		2.7.1.40	Vmax		1.00002E-7			katal*g^(-1)
750	Rattus norvegicus		2.7.1.40	Km	Phosphoenolpyruvate	8.0E-4			M
750	Rattus norvegicus		2.7.1.40	concentration	Phosphoenolpyruvate	0.005			M
751	Rattus norvegicus		1.1.1.27	Km	NADH	3.0E-5			M
751	Rattus norvegicus		1.1.1.27	concentration	NADH	3.0E-4			M
751	Rattus norvegicus		1.1.1.27	Km	Pyruvate	2.0E-4			M
751	Rattus norvegicus		1.1.1.27	concentration	Pyruvate	0.002			M
751	Rattus norvegicus		1.1.1.27	Vmax		3.7400748E-7			katal*g^(-1)
752	Rattus norvegicus		2.7.1.1	Km	ATP	1.5E-4			M
752	Rattus norvegicus		2.7.1.1	concentration	ATP	0.005			M
752	Rattus norvegicus		2.7.1.1	Km	D-Glucose	2.0E-4			M
752	Rattus norvegicus		2.7.1.1	Vmax		4.400088E-10			katal*g^(-1)
752	Rattus norvegicus		2.7.1.1	concentration	D-Glucose	0.002			M
1102	Rattus norvegicus		3.1.3.43	specific enz. activity		1.58333333E-5			mol*s^(-1)*g^(-1)
1102	Rattus norvegicus		3.1.3.43	concentration	[Pyruvate dehydrogenase (lipoamide)] phosphate	1.0			mg/ml
1102	Rattus norvegicus		3.1.3.43	concentration	Enzyme	0.015			mg/ml
1103	Rattus norvegicus		3.1.3.43	concentration	Enzyme	0.015			mg/ml
1103	Rattus norvegicus		3.1.3.43	concentration	[Pyruvate dehydrogenase (lipoamide)] phosphate	1.0			mg/ml
1103	Rattus norvegicus		3.1.3.43	specific enz. activity		6.0E-6			mol*s^(-1)*g^(-1)
1104	Rattus norvegicus		3.1.3.43	concentration	4-Nitrophenyl phosphate				-
1104	Rattus norvegicus		3.1.3.43	Vmax		9.73333333E-7		-	mol*s^(-1)*g^(-1)
1104	Rattus norvegicus		3.1.3.43	Km	4-Nitrophenyl phosphate	0.0489		-	M
1104	Rattus norvegicus		3.1.3.43	concentration	Enzyme	2.5E-5			M
1105	Rattus norvegicus		3.1.3.43	concentration	4-Nitrophenyl phosphate				-
1105	Rattus norvegicus		3.1.3.43	concentration	Enzyme	2.5E-5			M
1105	Rattus norvegicus		3.1.3.43	Vmax		1.7E-7		5.66667E-9	mol*s^(-1)*g^(-1)
1105	Rattus norvegicus		3.1.3.43	Km	4-Nitrophenyl phosphate	0.0551		-	M
1106	Rattus norvegicus		3.1.3.43	Vmax		1.83333333E-7		1.66667E-9	mol*s^(-1)*g^(-1)
1106	Rattus norvegicus		3.1.3.43	concentration	4-Nitrophenyl phosphate				-
1106	Rattus norvegicus		3.1.3.43	Km	4-Nitrophenyl phosphate	0.0293		-	M
1106	Rattus norvegicus		3.1.3.43	concentration	Enzyme	2.5E-5			M
1130	Rattus norvegicus	Q704S8	2.3.1.7	Vmax/Km	Acetyl-CoA	0.401666667			l*g^(-1)*s^(-1)
1130	Rattus norvegicus	Q704S8	2.3.1.7	Vmax/Km	Carnitine	0.0421666667			l*g^(-1)*s^(-1)
1130	Rattus norvegicus	Q704S8	2.3.1.7	concentration	Acetyl-CoA	0.0	1.0E-4		M
1130	Rattus norvegicus	Q704S8	2.3.1.7	Vmax		9.16666667E-6		1.65E-6	mol*s^(-1)*g^(-1)
1130	Rattus norvegicus	Q704S8	2.3.1.7	concentration	Carnitine	0.0	0.0015		M
1130	Rattus norvegicus	Q704S8	2.3.1.7	Km	Acetyl-CoA	2.28E-5		1.0E-6	M
1130	Rattus norvegicus	Q704S8	2.3.1.7	Km	Carnitine	2.03E-4		2.1E-5	M
1130	Rattus norvegicus	Q704S8	2.3.1.7	Vmax		8.58333333E-6		9.33333E-7	mol*s^(-1)*g^(-1)
1131	Rattus norvegicus	Q704S8	2.3.1.7	Vmax/Km	Butanoyl-CoA	0.371666667			l*g^(-1)*s^(-1)
1131	Rattus norvegicus	Q704S8	2.3.1.7	Km	Butanoyl-CoA	3.07E-5		-	M
1131	Rattus norvegicus	Q704S8	2.3.1.7	Vmax		9.45E-6		1.61667E-6	mol*s^(-1)*g^(-1)
1131	Rattus norvegicus	Q704S8	2.3.1.7	concentration	Butanoyl-CoA	0.0	1.0E-4		M
1131	Rattus norvegicus	Q704S8	2.3.1.7	concentration	L-Carnitine	0.0	0.0015		M
1131	Rattus norvegicus	Q704S8	2.3.1.7	Vmax/Km	L-Carnitine	0.043			l*g^(-1)*s^(-1)
1131	Rattus norvegicus	Q704S8	2.3.1.7	Vmax		1.14166667E-5		1.41667E-6	mol*s^(-1)*g^(-1)
1131	Rattus norvegicus	Q704S8	2.3.1.7	Km	L-Carnitine	2.2E-4		5.4E-5	M
1132	Rattus norvegicus	Q704S8	2.3.1.7	Vmax		2.46666667E-6		-	mol*s^(-1)*g^(-1)
1132	Rattus norvegicus	Q704S8	2.3.1.7	Vmax		2.93333333E-6		3.66667E-7	mol*s^(-1)*g^(-1)
1132	Rattus norvegicus	Q704S8	2.3.1.7	concentration	L-Carnitine	0.0	0.0015		M
1132	Rattus norvegicus	Q704S8	2.3.1.7	Km	Hexanoyl-CoA	3.32E-5		-	M
1132	Rattus norvegicus	Q704S8	2.3.1.7	Vmax/Km	L-Carnitine	0.00516666667			l*g^(-1)*s^(-1)
1132	Rattus norvegicus	Q704S8	2.3.1.7	concentration	Hexanoyl-CoA	0.0	1.0E-4		M
1132	Rattus norvegicus	Q704S8	2.3.1.7	Vmax/Km	Hexanoyl-CoA	0.0743333333			l*g^(-1)*s^(-1)
1132	Rattus norvegicus	Q704S8	2.3.1.7	Km	L-Carnitine	5.67E-4		8.0E-5	M
1133	Rattus norvegicus	Q704S8	2.3.1.7	Vmax/Km	L-Carnitine	8.33333333E-4			l*g^(-1)*s^(-1)
1133	Rattus norvegicus	Q704S8	2.3.1.7	Vmax/Km	Octanoyl-CoA	0.0303333333			l*g^(-1)*s^(-1)
1133	Rattus norvegicus	Q704S8	2.3.1.7	Vmax		8.83333333E-7		1.33333E-7	mol*s^(-1)*g^(-1)
1133	Rattus norvegicus	Q704S8	2.3.1.7	Km	L-Carnitine	9.64E-4		1.2E-4	M
1133	Rattus norvegicus	Q704S8	2.3.1.7	Km	Octanoyl-CoA	2.47E-5		-	M
1133	Rattus norvegicus	Q704S8	2.3.1.7	concentration	Octanoyl-CoA	0.0	1.0E-4		M
1133	Rattus norvegicus	Q704S8	2.3.1.7	Vmax		7.5E-7		-	mol*s^(-1)*g^(-1)
1133	Rattus norvegicus	Q704S8	2.3.1.7	concentration	L-Carnitine	0.0	0.0015		M
1134	Rattus norvegicus	Q704S8	2.3.1.7	concentration	Octanoyl-CoA	0.0	1.0E-4		M
1134	Rattus norvegicus	Q704S8	2.3.1.7	Vmax/Km	Octanoyl-CoA	1.0			l*g^(-1)*s^(-1)
1134	Rattus norvegicus	Q704S8	2.3.1.7	Vmax/Km	L-Carnitine	0.101666667			l*g^(-1)*s^(-1)
1134	Rattus norvegicus	Q704S8	2.3.1.7	Km	L-Carnitine	8.6E-5		-	M
1134	Rattus norvegicus	Q704S8	2.3.1.7	Km	Octanoyl-CoA	1.09E-5		-	M
1134	Rattus norvegicus	Q704S8	2.3.1.7	Vmax		1.08833333E-5		1.83333E-6	mol*s^(-1)*g^(-1)
1134	Rattus norvegicus	Q704S8	2.3.1.7	Vmax		8.7E-6		1.76667E-6	mol*s^(-1)*g^(-1)
1134	Rattus norvegicus	Q704S8	2.3.1.7	concentration	L-Carnitine	0.0	0.0015		M
1135	Rattus norvegicus	Q704S8	2.3.1.7	Vmax		1.86666667E-5		1.76667E-6	mol*s^(-1)*g^(-1)
1135	Rattus norvegicus	Q704S8	2.3.1.7	concentration	L-Carnitine	0.0	0.0015		M
1135	Rattus norvegicus	Q704S8	2.3.1.7	concentration	Hexanoyl-CoA	0.0	1.0E-4		M
1135	Rattus norvegicus	Q704S8	2.3.1.7	Vmax/Km	Hexanoyl-CoA	0.833333333			l*g^(-1)*s^(-1)
1135	Rattus norvegicus	Q704S8	2.3.1.7	Km	L-Carnitine	1.64E-4		1.1E-5	M
1135	Rattus norvegicus	Q704S8	2.3.1.7	Vmax/Km	L-Carnitine	0.116666667			l*g^(-1)*s^(-1)
1135	Rattus norvegicus	Q704S8	2.3.1.7	Km	Hexanoyl-CoA	2.23E-5		6.0E-6	M
1135	Rattus norvegicus	Q704S8	2.3.1.7	Vmax		1.90833333E-5		4.25E-6	mol*s^(-1)*g^(-1)
1136	Rattus norvegicus	Q704S8	2.3.1.7	Vmax/Km	Butanoyl-CoA	0.983333333			l*g^(-1)*s^(-1)
1136	Rattus norvegicus	Q704S8	2.3.1.7	concentration	L-Carnitine	0.0	0.0015		M
1136	Rattus norvegicus	Q704S8	2.3.1.7	Vmax/Km	L-Carnitine	0.0733333333			l*g^(-1)*s^(-1)
1136	Rattus norvegicus	Q704S8	2.3.1.7	concentration	Butanoyl-CoA	0.0	1.0E-4		M
1136	Rattus norvegicus	Q704S8	2.3.1.7	Vmax		1.45333333E-5		2.08333E-6	mol*s^(-1)*g^(-1)
1136	Rattus norvegicus	Q704S8	2.3.1.7	Km	L-Carnitine	1.7E-4		4.5E-5	M
1136	Rattus norvegicus	Q704S8	2.3.1.7	Km	Butanoyl-CoA	1.48E-5		1.0E-6	M
1136	Rattus norvegicus	Q704S8	2.3.1.7	Vmax		1.23666667E-5		2.21667E-6	mol*s^(-1)*g^(-1)
1137	Rattus norvegicus	Q704S8	2.3.1.7	Vmax		3.28333333E-6		-	mol*s^(-1)*g^(-1)
1137	Rattus norvegicus	Q704S8	2.3.1.7	Km	Carnitine	3.39E-4		4.4E-5	M
1137	Rattus norvegicus	Q704S8	2.3.1.7	Km	Acetyl-CoA	3.17E-5		-	M
1137	Rattus norvegicus	Q704S8	2.3.1.7	Vmax/Km	Carnitine	0.00966666667			l*g^(-1)*s^(-1)
1137	Rattus norvegicus	Q704S8	2.3.1.7	Vmax		4.05E-6		4.16667E-7	mol*s^(-1)*g^(-1)
1137	Rattus norvegicus	Q704S8	2.3.1.7	concentration	Acetyl-CoA	0.0	1.0E-4		M
1137	Rattus norvegicus	Q704S8	2.3.1.7	concentration	Carnitine	0.0	0.0015		M
1137	Rattus norvegicus	Q704S8	2.3.1.7	Vmax/Km	Acetyl-CoA	0.128333333			l*g^(-1)*s^(-1)
1138	Rattus norvegicus	Q704S8	2.3.1.7	Vmax		2.55E-6		-	mol*s^(-1)*g^(-1)
1138	Rattus norvegicus	Q704S8	2.3.1.7	concentration	L-Carnitine	0.0	0.0015		M
1138	Rattus norvegicus	Q704S8	2.3.1.7	Km	L-Carnitine	2.69E-5		-	M
1138	Rattus norvegicus	Q704S8	2.3.1.7	Vmax		4.28333333E-6		6.93333E-7	mol*s^(-1)*g^(-1)
1138	Rattus norvegicus	Q704S8	2.3.1.7	Vmax/Km	L-Carnitine	0.095			l*g^(-1)*s^(-1)
1138	Rattus norvegicus	Q704S8	2.3.1.7	concentration	Decanoyl-CoA	0.0	1.0E-4		M
1138	Rattus norvegicus	Q704S8	2.3.1.7	Vmax/Km	Decanoyl-CoA	0.4			l*g^(-1)*s^(-1)
1138	Rattus norvegicus	Q704S8	2.3.1.7	Km	Decanoyl-CoA	1.08E-5		-	M
1139	Rattus norvegicus	Q704S8	2.3.1.7	Km	L-Carnitine	3.09E-4		5.0E-5	M
1139	Rattus norvegicus	Q704S8	2.3.1.7	concentration	L-Carnitine	0.0	0.0015		M
1139	Rattus norvegicus	Q704S8	2.3.1.7	Km	Myristoyl-CoA	1.27E-5		-	M
1139	Rattus norvegicus	Q704S8	2.3.1.7	Vmax		8.41666667E-6		1.39167E-6	mol*s^(-1)*g^(-1)
1139	Rattus norvegicus	Q704S8	2.3.1.7	Vmax/Km	L-Carnitine	0.0316666667			l*g^(-1)*s^(-1)
1139	Rattus norvegicus	Q704S8	2.3.1.7	Vmax/Km	Myristoyl-CoA	0.666666667			l*g^(-1)*s^(-1)
1139	Rattus norvegicus	Q704S8	2.3.1.7	Vmax		9.36666667E-6		1.41E-6	mol*s^(-1)*g^(-1)
1139	Rattus norvegicus	Q704S8	2.3.1.7	concentration	Myristoyl-CoA	0.0	1.0E-4		M
1617	Rattus norvegicus	Q63448	1.3.3.6	Km	Octanoyl-CoA	5.88E-5			M
1617	Rattus norvegicus	Q63448	1.3.3.6	concentration	Octanoyl-CoA	0.0	5.0E-5		M
1617	Rattus norvegicus	Q63448	1.3.3.6	Vmax		4.50009E-5			katal*g^(-1)
1618	Rattus norvegicus	Q63448	1.3.3.6	concentration	Decanoyl-CoA	0.0	5.0E-5		M
1618	Rattus norvegicus	Q63448	1.3.3.6	Vmax		5.216771E-5			katal*g^(-1)
1618	Rattus norvegicus	Q63448	1.3.3.6	Km	Decanoyl-CoA	2.0E-5			M
1619	Rattus norvegicus	Q63448	1.3.3.6	Km	Lauroyl-CoA	1.3E-5			M
1619	Rattus norvegicus	Q63448	1.3.3.6	concentration	Lauroyl-CoA	0.0	5.0E-5		M
1619	Rattus norvegicus	Q63448	1.3.3.6	Vmax		3.3334E-5			katal*g^(-1)
1620	Rattus norvegicus	Q63448	1.3.3.6	Km	Myristoyl-CoA	1.16E-5			M
1620	Rattus norvegicus	Q63448	1.3.3.6	concentration	Myristoyl-CoA	0.0	5.0E-5		M
1620	Rattus norvegicus	Q63448	1.3.3.6	Vmax		3.516737E-5			katal*g^(-1)
1621	Rattus norvegicus	Q63448	1.3.3.6	concentration	3-Ketohexadecanoyl-CoA	1.0E-6	3.24E-6		M
1621	Rattus norvegicus	Q63448	1.3.3.6	Ki	3-Ketohexadecanoyl-CoA	4.7E-7			M
1621	Rattus norvegicus	Q63448	1.3.3.6	concentration	Palmitoyl-CoA	5.0E-6	1.65E-5		M
1622	Rattus norvegicus	Q63448	1.3.3.6	Vmax		3.616739E-5			katal*g^(-1)
1622	Rattus norvegicus	Q63448	1.3.3.6	concentration	Stearoyl-CoA	0.0	5.0E-5		M
1622	Rattus norvegicus	Q63448	1.3.3.6	Km	Stearoyl-CoA	9.6E-6			M
1623	Rattus norvegicus	Q63448	1.3.3.6	Km	Oleoyl-CoA	1.1E-5			M
