EntryID	Organism	UniprotID	ECNumber	parameter.type	parameter.associatedSpecies	parameter.startValue	parameter.endValue	parameter.standardDeviation	parameter.unit
274	Mus musculus	Q9QYR7	3.1.2.2	Km	Arachidonoyl-CoA	7.2E-6			M
274	Mus musculus	Q9QYR7	3.1.2.2	Vmax		1.16666667E-5			mol*s^(-1)*g^(-1)
275	Mus musculus	Q9QYR7	3.1.2.2	Vmax		6.16666667E-6			mol*s^(-1)*g^(-1)
275	Mus musculus	Q9QYR7	3.1.2.2	concentration	Behenoyl-CoA	0.0	2.5E-5		M
275	Mus musculus	Q9QYR7	3.1.2.2	Km	Behenoyl-CoA	2.3E-6			M
276	Mus musculus	Q9QYR7	3.1.2.2	Km	Lignoceroyl-CoA	6.3E-6			M
276	Mus musculus	Q9QYR7	3.1.2.2	concentration	Lignoceroyl-CoA	0.0	2.5E-5		M
276	Mus musculus	Q9QYR7	3.1.2.2	Vmax		3.33333333E-6			mol*s^(-1)*g^(-1)
277	Mus musculus	Q9QYR7	3.1.2.2	Km	Hexacosanoyl-CoA	4.5E-6			M
277	Mus musculus	Q9QYR7	3.1.2.2	Vmax		3.66666667E-6			mol*s^(-1)*g^(-1)
277	Mus musculus	Q9QYR7	3.1.2.2	concentration	Hexacosanoyl-CoA	0.0	2.5E-5		M
278	Mus musculus	Q9QYR7	3.1.2.2	concentration	4,8-Dimethylnonanoyl-CoA	0.0	2.5E-5		M
278	Mus musculus	Q9QYR7	3.1.2.2	Km	4,8-Dimethylnonanoyl-CoA	1.69E-5			M
278	Mus musculus	Q9QYR7	3.1.2.2	Vmax		5.33333333E-6			mol*s^(-1)*g^(-1)
279	Mus musculus	Q6Q2Z6	3.1.2.2	Km	Hexanoyl-CoA	2.84E-5			M
279	Mus musculus	Q6Q2Z6	3.1.2.2	Vmax		3.83333333E-6			mol*s^(-1)*g^(-1)
279	Mus musculus	Q6Q2Z6	3.1.2.2	concentration	Hexanoyl-CoA	0.0	2.5E-5		M
280	Mus musculus	Q6Q2Z6	3.1.2.2	Km	Octanoyl-CoA	7.7E-6			M
280	Mus musculus	Q6Q2Z6	3.1.2.2	Vmax		1.23333333E-5			mol*s^(-1)*g^(-1)
280	Mus musculus	Q6Q2Z6	3.1.2.2	concentration	Octanoyl-CoA	0.0	2.5E-5		M
281	Mus musculus	Q6Q2Z6	3.1.2.2	Vmax		2.0E-5			mol*s^(-1)*g^(-1)
281	Mus musculus	Q6Q2Z6	3.1.2.2	Km	Decanoyl-CoA	1.8E-5			M
281	Mus musculus	Q6Q2Z6	3.1.2.2	concentration	Decanoyl-CoA	0.0	2.5E-5		M
282	Mus musculus	Q6Q2Z6	3.1.2.2	concentration	Lauroyl-CoA	0.0	2.5E-5		M
282	Mus musculus	Q6Q2Z6	3.1.2.2	Vmax		1.83333333E-5			mol*s^(-1)*g^(-1)
282	Mus musculus	Q6Q2Z6	3.1.2.2	Km	Lauroyl-CoA	7.6E-6			M
283	Mus musculus	Q6Q2Z6	3.1.2.2	Vmax		1.38333333E-5			mol*s^(-1)*g^(-1)
283	Mus musculus	Q6Q2Z6	3.1.2.2	Km	Myristoyl-CoA	5.6E-6			M
283	Mus musculus	Q6Q2Z6	3.1.2.2	concentration	Myristoyl-CoA	0.0	2.5E-5		M
284	Mus musculus	Q6Q2Z6	3.1.2.2	Vmax		8.16666667E-6			mol*s^(-1)*g^(-1)
284	Mus musculus	Q6Q2Z6	3.1.2.2	Km	Palmitoyl-CoA	1.59E-5			M
284	Mus musculus	Q6Q2Z6	3.1.2.2	concentration	Palmitoyl-CoA	0.0	2.5E-5		M
285	Mus musculus	Q6Q2Z6	3.1.2.2	Vmax		5.33333333E-6			mol*s^(-1)*g^(-1)
285	Mus musculus	Q6Q2Z6	3.1.2.2	concentration	Palmitoleoyl-CoA	0.0	2.5E-5		M
285	Mus musculus	Q6Q2Z6	3.1.2.2	Km	Palmitoleoyl-CoA	7.0E-6			M
286	Mus musculus	Q6Q2Z6	3.1.2.2	Km	Stearoyl-CoA	3.48E-5			M
286	Mus musculus	Q6Q2Z6	3.1.2.2	Vmax		6.33333333E-6			mol*s^(-1)*g^(-1)
286	Mus musculus	Q6Q2Z6	3.1.2.2	concentration	Stearoyl-CoA	0.0	2.5E-5		M
287	Mus musculus	Q6Q2Z6	3.1.2.2	Vmax		2.33333333E-6			mol*s^(-1)*g^(-1)
287	Mus musculus	Q6Q2Z6	3.1.2.2	Km	Oleoyl-CoA	8.9E-6			M
287	Mus musculus	Q6Q2Z6	3.1.2.2	concentration	Oleoyl-CoA	0.0	2.5E-5		M
288	Mus musculus	Q6Q2Z6	3.1.2.2	Km	Linoleoyl-CoA	3.25E-5			M
288	Mus musculus	Q6Q2Z6	3.1.2.2	Vmax		2.83333333E-6			mol*s^(-1)*g^(-1)
288	Mus musculus	Q6Q2Z6	3.1.2.2	concentration	Linoleoyl-CoA	0.0	2.5E-5		M
289	Mus musculus	Q6Q2Z6	3.1.2.2	Vmax		3.0E-6			mol*s^(-1)*g^(-1)
289	Mus musculus	Q6Q2Z6	3.1.2.2	Km	Eicosanoyl-CoA	3.27E-5			M
289	Mus musculus	Q6Q2Z6	3.1.2.2	concentration	Eicosanoyl-CoA	0.0	2.5E-5		M
290	Mus musculus	Q6Q2Z6	3.1.2.2	Km	Arachidonoyl-CoA	1.6E-6			M
290	Mus musculus	Q6Q2Z6	3.1.2.2	concentration	Arachidonoyl-CoA	0.0	2.5E-5		M
290	Mus musculus	Q6Q2Z6	3.1.2.2	Vmax		3.83333333E-6			mol*s^(-1)*g^(-1)
291	Mus musculus	Q6Q2Z6	3.1.2.2	concentration	4,8-Dimethylnonanoyl-CoA	0.0	2.5E-5		M
291	Mus musculus	Q6Q2Z6	3.1.2.2	Km	4,8-Dimethylnonanoyl-CoA	3.23E-5			M
291	Mus musculus	Q6Q2Z6	3.1.2.2	Vmax		1.35E-5			mol*s^(-1)*g^(-1)
720	Mus musculus	P18155	1.5.1.15	Km	Arsenate	7.93E-4		8.0E-5	M
720	Mus musculus	P18155	1.5.1.15	Km	5,10-Methylenetetrahydrofolate	1.9E-5		2.0E-6	M
720	Mus musculus	P18155	1.5.1.15	concentration	NAD+	0.0012			M
720	Mus musculus	P18155	1.5.1.15	Km	Mg2+	2.5E-4		5.0E-5	M
720	Mus musculus	P18155	1.5.1.15	concentration	Mg2+	0.005			M
720	Mus musculus	P18155	1.5.1.15	Km	Orthophosphate	1.7E-4		1.2E-5	M
720	Mus musculus	P18155	1.5.1.15	Km	5,10-Methenyltetrahydrofolate	1.55E-4		2.3E-5	M
720	Mus musculus	P18155	1.5.1.15	Km	NAD+	1.11E-4		1.6E-5	M
1649	Mus musculus	Q9JII6	1.1.1.2	Km	Benzaldehyde	3.36E-4			M
1649	Mus musculus	Q9JII6	1.1.1.2	Vmax		3.00006E-5			katal*l^(-1)
1649	Mus musculus	Q9JII6	1.1.1.2	concentration	NADPH	7.5E-5			M
1650	Mus musculus	Q9JII6	1.1.1.2	Km	o-Nitrobenzaldehyde	1.16E-4			M
1650	Mus musculus	Q9JII6	1.1.1.2	concentration	NADPH	7.5E-5			M
1650	Mus musculus	Q9JII6	1.1.1.2	Vmax		3.3334E-5			katal*l^(-1)
1651	Mus musculus	Q9JII6	1.1.1.2	concentration	NADPH	7.5E-5			M
1651	Mus musculus	Q9JII6	1.1.1.2	Vmax		5.750115E-5			katal*l^(-1)
1651	Mus musculus	Q9JII6	1.1.1.2	Km	m-Nitrobenzaldehyde	3.3E-5			M
1652	Mus musculus	Q9JII6	1.1.1.2	Km	p-Nitrobenzaldehyde	3.3E-5			M
1652	Mus musculus	Q9JII6	1.1.1.2	concentration	NADPH	7.5E-5			M
1652	Mus musculus	Q9JII6	1.1.1.2	Vmax		7.5751515E-5			katal*l^(-1)
1653	Mus musculus	Q9JII6	1.1.1.2	concentration	NADPH	7.5E-5			M
1653	Mus musculus	Q9JII6	1.1.1.2	Vmax		0.0133336			katal*l^(-1)
1653	Mus musculus	Q9JII6	1.1.1.2	Km	D-Glyceraldehyde	0.0025			M
1654	Mus musculus	Q9JII6	1.1.1.2	concentration	NADPH	7.5E-5			M
1654	Mus musculus	Q9JII6	1.1.1.2	Km	Pyridine-3-aldehyde	7.1E-5			M
1654	Mus musculus	Q9JII6	1.1.1.2	Vmax		3.300066E-5			katal*l^(-1)
1655	Mus musculus	Q9JII6	1.1.1.2	Vmax		0.011116889			katal*l^(-1)
1655	Mus musculus	Q9JII6	1.1.1.2	Km	Glycolaldehyde	0.0081			M
1655	Mus musculus	Q9JII6	1.1.1.2	concentration	NADPH	7.5E-5			M
1656	Mus musculus	Q9JII6	1.1.1.2	Km	Butanal	8.0E-5			M
1656	Mus musculus	Q9JII6	1.1.1.2	Vmax		3.3334E-5			katal*l^(-1)
1656	Mus musculus	Q9JII6	1.1.1.2	concentration	NADPH	7.5E-5			M
1657	Mus musculus	Q9JII6	1.1.1.2	Km	Octadecanal	1.11E-4			M
1657	Mus musculus	Q9JII6	1.1.1.2	concentration	NADPH	7.5E-5			M
1657	Mus musculus	Q9JII6	1.1.1.2	Vmax		4.50009E-4			katal*l^(-1)
1658	Mus musculus	Q9JII6	1.1.1.2	Km	NADPH	1.67E-4			M
1658	Mus musculus	Q9JII6	1.1.1.2	concentration	D-Glyceraldehyde	0.0025			M
1659	Mus musculus		1.1.1.2	Vmax		8.3335E-4			katal*l^(-1)
1659	Mus musculus		1.1.1.2	concentration	NADPH	7.5E-5			M
1659	Mus musculus		1.1.1.2	Km	Benzaldehyde	0.00105			M
1660	Mus musculus		1.1.1.2	Km	o-Nitrobenzaldehyde	7.69E-4			M
1660	Mus musculus		1.1.1.2	concentration	NADPH	7.5E-5			M
1660	Mus musculus		1.1.1.2	Vmax		9.50019E-4			katal*l^(-1)
1661	Mus musculus		1.1.1.2	Km	m-Nitrobenzaldehyde	5.26E-4			M
1661	Mus musculus		1.1.1.2	Vmax		8.3335E-4			katal*l^(-1)
1661	Mus musculus		1.1.1.2	concentration	NADPH	7.5E-5			M
1662	Mus musculus		1.1.1.2	concentration	NADPH	7.5E-5			M
1662	Mus musculus		1.1.1.2	Km	p-Nitrobenzaldehyde	1.333E-4			M
1662	Mus musculus		1.1.1.2	Vmax		0.00450009			katal*l^(-1)
1663	Mus musculus		1.1.1.2	Km	D-Glyceraldehyde	0.001671			M
1663	Mus musculus		1.1.1.2	concentration	NADPH	7.5E-5			M
1663	Mus musculus		1.1.1.2	Vmax		0.001850037			katal*l^(-1)
1664	Mus musculus		1.1.1.2	Km	NADPH	3.6E-5			M
1664	Mus musculus		1.1.1.2	concentration	D-Glyceraldehyde	0.0025			M
1665	Mus musculus		1.1.1.2	concentration	NADPH	7.5E-5			M
1665	Mus musculus		1.1.1.2	Km	D-Glucuronate	0.0091			M
1665	Mus musculus		1.1.1.2	Vmax		0.00416675			katal*l^(-1)
1666	Mus musculus		1.1.1.2	Km	alpha-D-Glucose	0.333			M
1666	Mus musculus		1.1.1.2	concentration	NADPH	7.5E-5			M
1666	Mus musculus		1.1.1.2	Vmax		1.16669E-4			katal*l^(-1)
1667	Mus musculus		1.1.1.2	concentration	NADPH	7.5E-5			M
1667	Mus musculus		1.1.1.2	Vmax		1.00002E-4			katal*l^(-1)
1667	Mus musculus		1.1.1.2	Km	D-Galactose	0.333			M
1668	Mus musculus		1.1.1.2	concentration	NADPH	7.5E-5			M
1668	Mus musculus		1.1.1.2	Vmax		0.001266692			katal*l^(-1)
1668	Mus musculus		1.1.1.2	Km	D-Xylose	0.333			M
1669	Mus musculus		1.1.1.2	Vmax		9.33352E-4			katal*l^(-1)
1669	Mus musculus		1.1.1.2	concentration	NADPH	7.5E-5			M
1669	Mus musculus		1.1.1.2	Km	L-Arabinose	0.139			M
1670	Mus musculus		1.1.1.2	Vmax		0.004766762			katal*l^(-1)
1670	Mus musculus		1.1.1.2	Km	Pyridine-3-aldehyde	2.5E-4			M
1670	Mus musculus		1.1.1.2	concentration	NADPH	7.5E-5			M
1671	Mus musculus		1.1.1.2	Vmax		5.0001E-4			katal*l^(-1)
1671	Mus musculus		1.1.1.2	Km	D-Ribose	0.333			M
1671	Mus musculus		1.1.1.2	concentration	NADPH	7.5E-5			M
1672	Mus musculus		1.1.1.2	Vmax		0.00416675			katal*l^(-1)
1672	Mus musculus		1.1.1.2	Km	2-Deoxy-D-glucose	0.5			M
1672	Mus musculus		1.1.1.2	concentration	NADPH	7.5E-5			M
1846	Mus musculus	P24549	1.2.1.36	Vmax		1.42666667E-6		-	mol*s^(-1)*g^(-1)
1846	Mus musculus	P24549	1.2.1.36	Km	all-trans-Retinal	1.16E-5		-	M
1846	Mus musculus	P24549	1.2.1.36	concentration	NAD+	6.03E-4		-	M
1846	Mus musculus	P24549	1.2.1.36	concentration	all-trans-Retinal	2.0E-6	2.0E-5	-	M
1846	Mus musculus	P24549	1.2.1.36	concentration	Enzyme	0.0012	0.0024	-	mg/ml
1847	Mus musculus	P24549	1.2.1.36	concentration	NAD+	6.03E-4		-	M
1847	Mus musculus	P24549	1.2.1.36	Vmax		0.635		-	mol*s^(-1)*g^(-1)
1847	Mus musculus	P24549	1.2.1.36	Km	9-cis-Retinal	3.59E-6		-	M
1847	Mus musculus	P24549	1.2.1.36	concentration	9-cis-Retinal	2.0E-6	2.0E-5	-	M
1847	Mus musculus	P24549	1.2.1.36	concentration	Enzyme	0.0012	0.0024	-	mg/ml
1848	Mus musculus	P24549	1.2.1.36	concentration	all-trans-Retinal	1.0E-5		-	M
1848	Mus musculus	P24549	1.2.1.36	concentration	Chloral hydrate	0.0	3.0E-6	-	M
1848	Mus musculus	P24549	1.2.1.36	Ki	Chloral hydrate	4.5E-6		-	M
1848	Mus musculus	P24549	1.2.1.36	concentration	NAD+	6.03E-4		-	M
1848	Mus musculus	P24549	1.2.1.36	concentration	Enzyme	0.002		-	mg/ml
1849	Mus musculus	P24549	1.2.1.36	Ki	Acetaldehyde	4.94E-5		-	M
1849	Mus musculus	P24549	1.2.1.36	concentration	Enzyme	0.002		-	mg/ml
1849	Mus musculus	P24549	1.2.1.36	concentration	NAD+	6.03E-4		-	M
1849	Mus musculus	P24549	1.2.1.36	concentration	Acetaldehyde	0.0	2.0E-5	-	M
1849	Mus musculus	P24549	1.2.1.36	concentration	all-trans-Retinal	1.0E-5		-	M
2340	Mus musculus		1.14.14.55	Vmax/Km	Quinine	8.33333333E-4		3.8E-4	l*g^(-1)*s^(-1)
2340	Mus musculus		1.14.14.55	concentration	Quinine	5.0E-7	6.0E-4	-	M
2340	Mus musculus		1.14.14.55	Vmax		2.3E-8		-	mol*s^(-1)*g^(-1)
2340	Mus musculus		1.14.14.55	Vmax/Km	Quinine	4.31666667E-4		-	l*g^(-1)*s^(-1)
2340	Mus musculus		1.14.14.55	Km	Quinine	5.34E-5		-	M
2340	Mus musculus		1.14.14.55	Km	Quinine	7.0E-7		-	M
2340	Mus musculus		1.14.14.55	Vmax		6.66666667E-10		1.11667E-8	mol*s^(-1)*g^(-1)
2343	Mus musculus		1.14.14.55	Km	Quinine	2.152E-4		-	M
2343	Mus musculus		1.14.14.55	concentration	Quinine	5.0E-7	6.0E-4	-	M
2343	Mus musculus		1.14.14.55	Km	Quinine	6.2E-6		-	M
2343	Mus musculus		1.14.14.55	Vmax		2.5E-9		-	mol*s^(-1)*g^(-1)
2343	Mus musculus		1.14.14.55	Vmax		3.18333333E-8		-	mol*s^(-1)*g^(-1)
2343	Mus musculus		1.14.14.55	Vmax/Km	Quinine	3.96666667E-4		-	l*g^(-1)*s^(-1)
2343	Mus musculus		1.14.14.55	Vmax/Km	Quinine	1.48333333E-4		-	l*g^(-1)*s^(-1)
2344	Mus musculus		1.14.14.55	concentration	Quinine	5.0E-7	6.0E-4	-	M
2344	Mus musculus		1.14.14.55	Vmax		2.3E-8		-	mol*s^(-1)*g^(-1)
2344	Mus musculus		1.14.14.55	Km	Quinine	5.34E-5		-	M
2344	Mus musculus		1.14.14.55	Vmax/Km	Quinine	8.33333333E-4		-	l*g^(-1)*s^(-1)
2344	Mus musculus		1.14.14.55	Vmax/Km	Quinine	4.31666667E-4		-	l*g^(-1)*s^(-1)
2344	Mus musculus		1.14.14.55	Km	Quinine	7.0E-7		-	M
2344	Mus musculus		1.14.14.55	Vmax		6.66666667E-10		-	mol*s^(-1)*g^(-1)
2345	Mus musculus		1.14.14.55	Km	Quinine	1.182E-4		-	M
2345	Mus musculus		1.14.14.55	Vmax/Km	Quinine	9.5E-4		-	l*g^(-1)*s^(-1)
2345	Mus musculus		1.14.14.55	Vmax		2.35E-8		-	mol*s^(-1)*g^(-1)
2345	Mus musculus		1.14.14.55	Vmax/Km	Quinine	1.98333333E-4		-	l*g^(-1)*s^(-1)
2345	Mus musculus		1.14.14.55	Km	Quinine	3.7E-6		-	M
2345	Mus musculus		1.14.14.55	concentration	Quinine	5.0E-7	6.0E-4	-	M
2345	Mus musculus		1.14.14.55	Vmax		3.5E-9		-	mol*s^(-1)*g^(-1)
2346	Mus musculus		1.14.14.55	Vmax/Km	Quinine	4.05E-4		-	l*g^(-1)*s^(-1)
2346	Mus musculus		1.14.14.55	Km	Quinine	6.87E-5		-	M
2346	Mus musculus		1.14.14.55	Vmax		2.78333333E-8		-	mol*s^(-1)*g^(-1)
2346	Mus musculus		1.14.14.55	Vmax/Km	Quinine	0.001325		-	l*g^(-1)*s^(-1)
2346	Mus musculus		1.14.14.55	Km	Quinine	9.2E-6		-	M
2346	Mus musculus		1.14.14.55	Vmax		1.21666667E-8		-	mol*s^(-1)*g^(-1)
2346	Mus musculus		1.14.14.55	concentration	Quinine	5.0E-7	6.0E-4	-	M
3042	Mus musculus	P21836	3.1.1.7	concentration	Enzyme			-	-
3042	Mus musculus	P21836	3.1.1.7	kcat		2500.0		666.667	s^(-1)
3042	Mus musculus	P21836	3.1.1.7	concentration	Acetylcholine	1.0E-5	0.1	-	M
3042	Mus musculus	P21836	3.1.1.7	Kd	Acetylcholine	0.0096		0.002	M
3042	Mus musculus	P21836	3.1.1.7	kcat/Km	Acetylcholine	5.33333333E7		-	M^(-1)*s^(-1)
3042	Mus musculus	P21836	3.1.1.7	unknown		0.2		0.04	-
3042	Mus musculus	P21836	3.1.1.7	Km	Acetylcholine	4.7E-5		7.0E-6	M
3043	Mus musculus	P21836	3.1.1.7	Km	Acetylcholine	1.0E-4		7.0E-6	M
3043	Mus musculus	P21836	3.1.1.7	concentration	Acetylcholine	1.0E-5	0.1	-	M
3043	Mus musculus	P21836	3.1.1.7	concentration	Enzyme			-	-
3043	Mus musculus	P21836	3.1.1.7	kcat/Km	Acetylcholine	6666666.67		-	M^(-1)*s^(-1)
3043	Mus musculus	P21836	3.1.1.7	Kd	Acetylcholine	0.062		0.03	M
3043	Mus musculus	P21836	3.1.1.7	kcat		666.666667		33.3333	s^(-1)
3043	Mus musculus	P21836	3.1.1.7	unknown		0.62		0.07	-
3044	Mus musculus	P21836	3.1.1.7	Kd	Acetylcholine	0.0055		0.0034	M
3044	Mus musculus	P21836	3.1.1.7	concentration	Enzyme			-	-
3044	Mus musculus	P21836	3.1.1.7	kcat		233.333333		66.6667	s^(-1)
3044	Mus musculus	P21836	3.1.1.7	kcat/Km	Acetylcholine	683333.333		-	M^(-1)*s^(-1)
3044	Mus musculus	P21836	3.1.1.7	concentration	Acetylcholine	1.0E-5	0.1	-	M
3044	Mus musculus	P21836	3.1.1.7	Km	Acetylcholine	3.4E-4		1.0E-4	M
3044	Mus musculus	P21836	3.1.1.7	unknown		5.7		2.1	-
3045	Mus musculus	P21836	3.1.1.7	concentration	Acetylcholine	1.0E-5	0.1	-	M
3045	Mus musculus	P21836	3.1.1.7	Km	Acetylcholine	7.6E-5		2.0E-5	M
3045	Mus musculus	P21836	3.1.1.7	concentration	Enzyme			-	-
3045	Mus musculus	P21836	3.1.1.7	unknown		3.3		0.6	-
3045	Mus musculus	P21836	3.1.1.7	Kd	Acetylcholine	0.0024		2.0E-4	M
3045	Mus musculus	P21836	3.1.1.7	kcat/Km	Acetylcholine	4333333.33		-	M^(-1)*s^(-1)
3045	Mus musculus	P21836	3.1.1.7	kcat		333.333333		33.3333	s^(-1)
3046	Mus musculus	P21836	3.1.1.7	kcat		650.0		83.3333	s^(-1)
3046	Mus musculus	P21836	3.1.1.7	Km	Acetylcholine	1.5E-4		8.0E-5	M
3046	Mus musculus	P21836	3.1.1.7	concentration	Enzyme			-	-
3046	Mus musculus	P21836	3.1.1.7	unknown		2.6		0.9	-
3046	Mus musculus	P21836	3.1.1.7	kcat/Km	Acetylcholine	4333333.33		-	M^(-1)*s^(-1)
3046	Mus musculus	P21836	3.1.1.7	Kd	Acetylcholine	0.014		0.008	M
3046	Mus musculus	P21836	3.1.1.7	concentration	Acetylcholine	1.0E-5	0.1	-	M
3047	Mus musculus	P21836	3.1.1.7	unknown		3.2		0.5	-
3047	Mus musculus	P21836	3.1.1.7	Kd	Acetylcholine	0.021		0.019	M
3047	Mus musculus	P21836	3.1.1.7	kcat		250.0		83.3333	s^(-1)
3047	Mus musculus	P21836	3.1.1.7	concentration	Enzyme			-	-
3047	Mus musculus	P21836	3.1.1.7	kcat/Km	Acetylcholine	3666666.67		-	M^(-1)*s^(-1)
3047	Mus musculus	P21836	3.1.1.7	concentration	Acetylcholine	1.0E-5	0.1	-	M
3047	Mus musculus	P21836	3.1.1.7	Km	Acetylcholine	6.9E-5		3.0E-5	M
3048	Mus musculus	P21836	3.1.1.7	Kd	Acetylcholine	0.0091		-	M
3048	Mus musculus	P21836	3.1.1.7	unknown		3.6		-	-
3048	Mus musculus	P21836	3.1.1.7	Km	Acetylcholine	1.9E-4		-	M
3048	Mus musculus	P21836	3.1.1.7	concentration	Enzyme			-	-
3048	Mus musculus	P21836	3.1.1.7	kcat		183.333333		-	s^(-1)
3048	Mus musculus	P21836	3.1.1.7	kcat/Km	Acetylcholine	966666.667		-	M^(-1)*s^(-1)
3048	Mus musculus	P21836	3.1.1.7	concentration	Acetylcholine	1.0E-5	0.1	-	M
3049	Mus musculus	P21836	3.1.1.7	Kd	Acetylcholine	0.014		0.007	M
3049	Mus musculus	P21836	3.1.1.7	concentration	Acetylcholine	1.0E-5	0.1	-	M
3049	Mus musculus	P21836	3.1.1.7	kcat		283.333333		1.66667	s^(-1)
3049	Mus musculus	P21836	3.1.1.7	kcat/Km	Acetylcholine	1833333.33		-	M^(-1)*s^(-1)
3049	Mus musculus	P21836	3.1.1.7	unknown		0.33		0.07	-
3049	Mus musculus	P21836	3.1.1.7	concentration	Enzyme			-	-
3049	Mus musculus	P21836	3.1.1.7	Km	Acetylcholine	1.5E-4		2.0E-5	M
3050	Mus musculus	P21836	3.1.1.7	concentration	Enzyme			-	-
3050	Mus musculus	P21836	3.1.1.7	kcat		166.666667		1.66667	s^(-1)
3050	Mus musculus	P21836	3.1.1.7	kcat/Km	Acetylcholine	1666666.67		-	M^(-1)*s^(-1)
3050	Mus musculus	P21836	3.1.1.7	Kd	Acetylcholine	0.038		0.01	M
3050	Mus musculus	P21836	3.1.1.7	concentration	Acetylcholine	1.0E-5	0.1	-	M
3050	Mus musculus	P21836	3.1.1.7	Km	Acetylcholine	1.0E-4		4.0E-5	M
3050	Mus musculus	P21836	3.1.1.7	unknown		7.1		5.3	-
3051	Mus musculus	P21836	3.1.1.7	concentration	Enzyme			-	-
3051	Mus musculus	P21836	3.1.1.7	rate const.		0.01		0.00333333	s^(-1)
3051	Mus musculus	P21836	3.1.1.7	concentration	Acetylcholine	1.0E-5	0.1	-	M
3051	Mus musculus	P21836	3.1.1.7	kcat/Km	Acetylcholine	683333.333		-	M^(-1)*s^(-1)
3051	Mus musculus	P21836	3.1.1.7	Kd	Acetylcholine	0.0055		0.0034	M
3051	Mus musculus	P21836	3.1.1.7	concentration	Rp-Isopropyl methylphosphonyl thiocholine			-	-
3051	Mus musculus	P21836	3.1.1.7	kcat		233.333333		66.6667	s^(-1)
3051	Mus musculus	P21836	3.1.1.7	Km	Acetylcholine	3.4E-4		1.0E-4	M
