EntryID	Organism	UniprotID	ECNumber	parameter.type	parameter.associatedSpecies	parameter.startValue	parameter.endValue	parameter.standardDeviation	parameter.unit
2049	Bos taurus	Q3SZB7 Q2KJJ9	3.1.3.11	concentration	D-Fructose 1,6-bisphosphate	2.0E-6	9.4E-6	-	M
2049	Bos taurus	Q3SZB7 Q2KJJ9	3.1.3.11	Km	D-Fructose 1,6-bisphosphate	7.0E-7		1.0E-7	M
2050	Bos taurus	Q2KJJ9 Q3SZB7	3.1.3.11	Km	D-Fructose 6-phosphate	6.2E-4		5.0E-5	M
2050	Bos taurus	Q2KJJ9 Q3SZB7	3.1.3.11	concentration	Phosphate	0.00556		0.05	M
2050	Bos taurus	Q2KJJ9 Q3SZB7	3.1.3.11	Km	Phosphate	0.0278		0.0012	M
2050	Bos taurus	Q2KJJ9 Q3SZB7	3.1.3.11	Ki	Phosphate	0.0146		0.0019	M
2050	Bos taurus	Q2KJJ9 Q3SZB7	3.1.3.11	concentration	D-Fructose 6-phosphate	4.2E-4		0.00376	M
2050	Bos taurus	Q2KJJ9 Q3SZB7	3.1.3.11	Vmax		2.50005E-6		-	katal*l^(-1)
2051	Bos taurus	Q2KJJ9 Q3SZB7	3.1.3.11	concentration	D-Fructose 6-phosphate	4.3E-4	0.0013	-	M
2051	Bos taurus	Q2KJJ9 Q3SZB7	3.1.3.11	Km	D-Fructose 1,6-bisphosphate	1.0E-7		5.0E-8	M
2051	Bos taurus	Q2KJJ9 Q3SZB7	3.1.3.11	Vmax		3.083395E-10		-	katal*l^(-1)
2051	Bos taurus	Q2KJJ9 Q3SZB7	3.1.3.11	concentration	D-Fructose 1,6-bisphosphate	9.1E-7	8.2E-6	-	M
2189	Bos taurus	Q3ZBF6	1.3.8.1	concentration	Butanoyl-CoA	1.0E-6	1.0E-4	-	M
2189	Bos taurus	Q3ZBF6	1.3.8.1	Vmax		2.983393E-4		-	katal*g^(-1)
2189	Bos taurus	Q3ZBF6	1.3.8.1	Km	Butanoyl-CoA	9.0E-6		-	M
2190	Bos taurus	Q3ZBF6	1.3.8.1	Km	Hexanoyl-CoA	2.0E-5		-	M
2190	Bos taurus	Q3ZBF6	1.3.8.1	Vmax		1.550031E-4		-	katal*g^(-1)
2190	Bos taurus	Q3ZBF6	1.3.8.1	concentration	Hexanoyl-CoA	1.0E-6	1.0E-4	-	M
2191	Bos taurus	Q3ZBF6	1.3.8.1	Vmax		4.300086E-5		-	katal*g^(-1)
2191	Bos taurus	Q3ZBF6	1.3.8.1	Km	Octanoyl-CoA	3.2E-5		-	M
2191	Bos taurus	Q3ZBF6	1.3.8.1	concentration	Octanoyl-CoA	1.0E-6	1.0E-4	-	M
2192	Bos taurus	Q3SZB4	1.3.8.7	concentration	Octanoyl-CoA	1.0E-6	1.0E-4	-	M
2192	Bos taurus	Q3SZB4	1.3.8.7	Km	Octanoyl-CoA	3.2E-6		-	M
2192	Bos taurus	Q3SZB4	1.3.8.7	Vmax		1.83337E-5		-	katal*g^(-1)
2193	Bos taurus	Q3SZB4	1.3.8.7	Km	Butanoyl-CoA	8.4E-6		-	M
2193	Bos taurus	Q3SZB4	1.3.8.7	Vmax		1.750035E-5		-	katal*g^(-1)
2193	Bos taurus	Q3SZB4	1.3.8.7	concentration	Butanoyl-CoA	1.0E-6	1.0E-4	-	M
2194	Bos taurus	Q3SZB4	1.3.8.7	concentration	Hexanoyl-CoA	1.0E-6	1.0E-4	-	M
2194	Bos taurus	Q3SZB4	1.3.8.7	Km	Hexanoyl-CoA	5.5E-6		-	M
2194	Bos taurus	Q3SZB4	1.3.8.7	Vmax		2.50005E-5		-	katal*g^(-1)
2195	Bos taurus	Q3SZB4	1.3.8.7	Km	Decanoyl-CoA	2.9E-6		-	M
2195	Bos taurus	Q3SZB4	1.3.8.7	Vmax		1.733368E-5		-	katal*g^(-1)
2195	Bos taurus	Q3SZB4	1.3.8.7	concentration	Decanoyl-CoA	1.0E-6	1.0E-4	-	M
2196	Bos taurus	Q3SZB4	1.3.8.8	concentration	Lauroyl-CoA	1.0E-6	1.0E-4	-	M
2196	Bos taurus	Q3SZB4	1.3.8.8	Km	Lauroyl-CoA	4.3E-6		-	M
2196	Bos taurus	Q3SZB4	1.3.8.8	Vmax		1.116689E-5		-	katal*g^(-1)
2197	Bos taurus	Q3SZB4	1.3.8.8	Vmax		7.50015E-6		-	katal*g^(-1)
2197	Bos taurus	Q3SZB4	1.3.8.8	Km	Myristoyl-CoA	5.7E-6		-	M
2197	Bos taurus	Q3SZB4	1.3.8.8	concentration	Myristoyl-CoA	1.0E-6	1.0E-4	-	M
2198	Bos taurus	Q3SZB4	1.3.8.8	Km	Palmitoyl-CoA	4.0E-6		-	M
2198	Bos taurus	Q3SZB4	1.3.8.8	concentration	Palmitoyl-CoA	1.0E-6	1.0E-4	-	M
2198	Bos taurus	Q3SZB4	1.3.8.8	Vmax		3.83341E-6		-	katal*g^(-1)
2199	Bos taurus	Q3SZB4	1.3.8.8	Km	Stearoyl-CoA	1.16E-5		-	M
2199	Bos taurus	Q3SZB4	1.3.8.8	concentration	Stearoyl-CoA	1.0E-6	1.0E-4	-	M
2199	Bos taurus	Q3SZB4	1.3.8.8	Vmax		1.00002E-6		-	katal*g^(-1)
2200	Bos taurus		1.3.8.8	concentration	Hexanoyl-CoA	1.0E-4	0.01	-	M
2200	Bos taurus		1.3.8.8	Vmax		1.583365E-4		-	katal*g^(-1)
2200	Bos taurus		1.3.8.8	Km	Hexanoyl-CoA	5.5E-4		-	M
2201	Bos taurus		1.3.8.8	concentration	Octanoyl-CoA	1.0E-4	0.01	-	M
2201	Bos taurus		1.3.8.8	Km	Octanoyl-CoA	2.3E-4		-	M
2201	Bos taurus		1.3.8.8	Vmax		3.250065E-4		-	katal*g^(-1)
2202	Bos taurus		1.3.8.8	concentration	Decanoyl-CoA	1.0E-4	0.01	-	M
2202	Bos taurus		1.3.8.8	Vmax		5.250105E-4		-	katal*g^(-1)
2202	Bos taurus		1.3.8.8	Km	Decanoyl-CoA	1.3E-4		-	M
2203	Bos taurus		1.3.8.8	Km	Lauroyl-CoA	2.0E-4		-	M
2203	Bos taurus		1.3.8.8	Vmax		8.966846E-4		-	katal*g^(-1)
2203	Bos taurus		1.3.8.8	concentration	Lauroyl-CoA	1.0E-4	0.01	-	M
2204	Bos taurus		1.3.8.8	Km	Myristoyl-CoA	3.8E-4		-	M
2204	Bos taurus		1.3.8.8	concentration	Myristoyl-CoA	1.0E-4	0.01	-	M
2204	Bos taurus		1.3.8.8	Vmax		4.66676E-4		-	katal*g^(-1)
2205	Bos taurus		1.3.8.8	concentration	Palmitoyl-CoA	1.0E-4	0.01	-	M
2205	Bos taurus		1.3.8.8	Km	Palmitoyl-CoA	7.8E-4		-	M
2205	Bos taurus		1.3.8.8	Vmax		2.416715E-4		-	katal*g^(-1)
2206	Bos taurus		1.3.8.8	concentration	Stearoyl-CoA	1.0E-4	0.01	-	M
2206	Bos taurus		1.3.8.8	Vmax		1.250025E-4		-	katal*g^(-1)
2206	Bos taurus		1.3.8.8	Km	Stearoyl-CoA	2.9E-4		-	M
2207	Bos taurus	Q3SZB4	1.3.8.7	Km	cis-Dec-6-enoyl-CoA	2.1E-6		-	M
2207	Bos taurus	Q3SZB4	1.3.8.7	concentration	cis-Dec-6-enoyl-CoA	1.0E-6	1.0E-4	-	M
2207	Bos taurus	Q3SZB4	1.3.8.7	Vmax		1.50003E-5		-	katal*g^(-1)
2208	Bos taurus		1.3.8.8	Km	cis-Dec-6-enoyl-CoA	3.2E-4		-	M
2208	Bos taurus		1.3.8.8	concentration	cis-Dec-6-enoyl-CoA	1.0E-4	0.01	-	M
2208	Bos taurus		1.3.8.8	Vmax		4.450089E-4		-	katal*g^(-1)
2209	Bos taurus	Q3SZB4	1.3.8.7	Km	cis-Dec-5-enoyl-CoA	3.0E-6		-	M
2209	Bos taurus	Q3SZB4	1.3.8.7	Vmax		1.050021E-5		-	katal*g^(-1)
2209	Bos taurus	Q3SZB4	1.3.8.7	concentration	cis-Dec-5-enoyl-CoA	1.0E-6	1.0E-4	-	M
2210	Bos taurus		1.3.8.8	concentration	cis-Dec-5-enoyl-CoA	1.0E-4	0.01	-	M
2210	Bos taurus		1.3.8.8	Vmax		5.183437E-4		-	katal*g^(-1)
2210	Bos taurus		1.3.8.8	Km	cis-Dec-5-enoyl-CoA	2.0E-4		-	M
2211	Bos taurus	Q3SZB4	1.3.8.7	Km	cis-Dec-4-enoyl-CoA	4.0E-6		-	M
2211	Bos taurus	Q3SZB4	1.3.8.7	Vmax		1.916705E-5		-	katal*g^(-1)
2211	Bos taurus	Q3SZB4	1.3.8.7	concentration	cis-Dec-4-enoyl-CoA	1.0E-6	1.0E-4	-	M
2212	Bos taurus		1.3.8.8	Km	cis-Dec-4-enoyl-CoA	2.5E-4		-	M
2212	Bos taurus		1.3.8.8	Vmax		1.400028E-5		-	katal*g^(-1)
2212	Bos taurus		1.3.8.8	concentration	cis-Dec-4-enoyl-CoA	1.0E-4	0.01	-	M
2213	Bos taurus	Q3SZB4	1.3.8.7	Vmax		1.183357E-5		-	katal*g^(-1)
2213	Bos taurus	Q3SZB4	1.3.8.7	concentration	cis,cis-4,7-Decadienoyl-CoA	1.0E-6	1.0E-4	-	M
2213	Bos taurus	Q3SZB4	1.3.8.7	Km	cis,cis-4,7-Decadienoyl-CoA	2.3E-6		-	M
2214	Bos taurus		1.3.8.8	Vmax		2.00004E-5		-	katal*g^(-1)
2214	Bos taurus		1.3.8.8	concentration	cis,cis-4,7-Decadienoyl-CoA	1.0E-4	0.01	-	M
2214	Bos taurus		1.3.8.8	Km	cis,cis-4,7-Decadienoyl-CoA	3.2E-4		-	M
2215	Bos taurus	Q3SZB4	1.3.8.7	Km	4-Decynoyl-CoA	6.5E-6		-	M
2215	Bos taurus	Q3SZB4	1.3.8.7	concentration	4-Decynoyl-CoA	1.0E-6	1.0E-4	-	M
2215	Bos taurus	Q3SZB4	1.3.8.7	Vmax		1.266692E-5		-	katal*g^(-1)
2216	Bos taurus	Q3SZB4	1.3.8.8	Vmax		4.250085E-6		-	katal*g^(-1)
2216	Bos taurus	Q3SZB4	1.3.8.8	concentration	all-cis-4,7,10,13-Hexadecatetraenoyl-CoA	1.0E-6	1.0E-4	-	M
2216	Bos taurus	Q3SZB4	1.3.8.8	Km	all-cis-4,7,10,13-Hexadecatetraenoyl-CoA	2.0E-6		-	M
2217	Bos taurus		1.3.8.8	Vmax		5.433442E-5		-	katal*g^(-1)
2217	Bos taurus		1.3.8.8	Km	all-cis-4,7,10,13-Hexadecatetraenoyl-CoA	2.4E-4		-	M
2217	Bos taurus		1.3.8.8	concentration	all-cis-4,7,10,13-Hexadecatetraenoyl-CoA	1.0E-4	0.01	-	M
2347	Bos taurus	Q3ZCJ2	1.1.1.2	Vmax		7.18333333E-7		-	mol*s^(-1)*g^(-1)
2347	Bos taurus	Q3ZCJ2	1.1.1.2	Km	4-Carboxybenzaldehyde	4.0E-6		-	M
2348	Bos taurus	Q3ZCJ2	1.1.1.2	Vmax		2.30166667E-6		-	mol*s^(-1)*g^(-1)
2348	Bos taurus	Q3ZCJ2	1.1.1.2	Km	4-Hydroxyphenylacetaldehyde	5.7E-5		-	M
2349	Bos taurus	Q3ZCJ2	1.1.1.2	Km	4-Hydroxyphenylglycolaldehyde	1.6E-5		-	M
2349	Bos taurus	Q3ZCJ2	1.1.1.2	Vmax		4.22166667E-6		-	mol*s^(-1)*g^(-1)
2350	Bos taurus	Q3ZCJ2	1.1.1.2	concentration	NADPH	1.6E-4		-	M
2350	Bos taurus	Q3ZCJ2	1.1.1.2	Km	4-Tolualdehyde	2.0E-5		-	M
2350	Bos taurus	Q3ZCJ2	1.1.1.2	Vmax		3.15E-7		-	mol*s^(-1)*g^(-1)
2351	Bos taurus	Q3ZCJ2	1.1.1.2	Km	4-Nitrobenzaldehyde	6.0E-6		-	M
2351	Bos taurus	Q3ZCJ2	1.1.1.2	concentration	NADPH	1.6E-4		-	M
2351	Bos taurus	Q3ZCJ2	1.1.1.2	Vmax		1.18333333E-6		-	mol*s^(-1)*g^(-1)
2352	Bos taurus	Q3ZCJ2	1.1.1.2	Vmax		7.25E-7		-	mol*s^(-1)*g^(-1)
2352	Bos taurus	Q3ZCJ2	1.1.1.2	Km	3-Chlorobenzaldehyde	7.0E-6		-	M
2352	Bos taurus	Q3ZCJ2	1.1.1.2	concentration	NADPH	1.6E-4		-	M
2353	Bos taurus	Q3ZCJ2	1.1.1.2	concentration	NADPH	1.6E-4		-	M
2353	Bos taurus	Q3ZCJ2	1.1.1.2	Km	4-Cyanobenzaldehyde	5.0E-6		-	M
2353	Bos taurus	Q3ZCJ2	1.1.1.2	Vmax		6.06666667E-7		-	mol*s^(-1)*g^(-1)
2354	Bos taurus	Q3ZCJ2	1.1.1.2	concentration	NADPH	1.6E-4		-	M
2354	Bos taurus	Q3ZCJ2	1.1.1.2	Vmax		5.36666667E-7		-	mol*s^(-1)*g^(-1)
2354	Bos taurus	Q3ZCJ2	1.1.1.2	Km	3-Methoxybenzaldehyde	2.7E-5		-	M
2355	Bos taurus	Q3ZCJ2	1.1.1.2	concentration	NADPH	1.6E-4		-	M
2355	Bos taurus	Q3ZCJ2	1.1.1.2	Km	4-Methoxybenzaldehyde	1.41E-4		-	M
2355	Bos taurus	Q3ZCJ2	1.1.1.2	Vmax		2.1E-7		-	mol*s^(-1)*g^(-1)
2356	Bos taurus	Q3ZCJ2	1.1.1.2	concentration	NADPH	1.6E-4		-	M
2356	Bos taurus	Q3ZCJ2	1.1.1.2	Vmax		3.8E-7		-	mol*s^(-1)*g^(-1)
2356	Bos taurus	Q3ZCJ2	1.1.1.2	Km	Benzaldehyde	1.7E-5		-	M
2358	Bos taurus	P15101	1.14.17.1	concentration	Ascorbate	0.01		-	M
2358	Bos taurus	P15101	1.14.17.1	kcat/Km	Dopamine	15600.0		900.0	M^(-1)*s^(-1)
2358	Bos taurus	P15101	1.14.17.1	concentration	Dopamine	5.0E-5	0.01	-	M
2358	Bos taurus	P15101	1.14.17.1	concentration	O2	2.18E-4		-	M
2359	Bos taurus	P15101	1.14.17.1	concentration	Ascorbate	0.01		-	M
2359	Bos taurus	P15101	1.14.17.1	concentration	O2	2.18E-4		-	M
2359	Bos taurus	P15101	1.14.17.1	kcat/Km	Phenylethylamine	10400.0		600.0	M^(-1)*s^(-1)
2359	Bos taurus	P15101	1.14.17.1	concentration	Phenylethylamine	5.0E-5	0.01	-	M
2360	Bos taurus	P15101	1.14.17.1	concentration	Tyramine	5.0E-5	0.01	-	M
2360	Bos taurus	P15101	1.14.17.1	concentration	O2	2.18E-4		-	M
2360	Bos taurus	P15101	1.14.17.1	concentration	Ascorbate	0.01		-	M
2360	Bos taurus	P15101	1.14.17.1	kcat/Km	Tyramine	28000.0		3000.0	M^(-1)*s^(-1)
2361	Bos taurus	P15101	1.14.17.1	concentration	4-(Trifluoromethyl)phenethylamine	0.006	0.1	-	M
2361	Bos taurus	P15101	1.14.17.1	kcat/Km	4-(Trifluoromethyl)phenethylamine	8.0		1.0	M^(-1)*s^(-1)
2361	Bos taurus	P15101	1.14.17.1	concentration	Ascorbate	0.01		-	M
2361	Bos taurus	P15101	1.14.17.1	concentration	O2	2.18E-4		-	M
2427	Bos taurus	P08165	1.18.1.2	rate const.		5.9		-	s^(-1)
2427	Bos taurus	P08165	1.18.1.2	concentration	NADPH	0.001		-	M
2427	Bos taurus	P08165	1.18.1.2	concentration	Enzyme	1.0E-5		-	M
2427	Bos taurus	P08165	1.18.1.2	rate const.		44.9		-	s^(-1)
2428	Bos taurus	P08165	1.18.1.2	rate const.		17.4		-	s^(-1)
2428	Bos taurus	P08165	1.18.1.2	concentration	Enzyme	1.0E-5		-	M
2428	Bos taurus	P08165	1.18.1.2	concentration	NADPH	1.0E-5		-	M
2429	Bos taurus	P08165	1.18.1.2	concentration	Enzyme	2.0E-6		-	M
2429	Bos taurus	P08165	1.18.1.2	concentration	NADPH	4.0E-4		-	M
2429	Bos taurus	P08165	1.18.1.2	rate const.		53.4		-	s^(-1)
2429	Bos taurus	P08165	1.18.1.2	concentration	Oxidized ferredoxin	4.0E-6		-	M
2429	Bos taurus	P08165	1.18.1.2	rate const.		2.2		-	s^(-1)
2430	Bos taurus	P08165	1.18.1.2	rate const.		71.1		-	s^(-1)
2430	Bos taurus	P08165	1.18.1.2	concentration	NADPH	2.0E-4		-	M
2430	Bos taurus	P08165	1.18.1.2	concentration	Oxidized ferredoxin	4.0E-6		-	M
2430	Bos taurus	P08165	1.18.1.2	rate const.		5.6		-	s^(-1)
2430	Bos taurus	P08165	1.18.1.2	concentration	Enzyme	2.0E-6		-	M
2431	Bos taurus	P00189	1.14.15.6	concentration	Reduced adrenal ferredoxin	2.0E-7	3.2E-6	-	M
2431	Bos taurus	P00189	1.14.15.6	concentration	Cholesterol	1.0E-4		-	M
2431	Bos taurus	P00189	1.14.15.6	kcat/Km	Cholesterol	3400.0		-	M^(-1)*s^(-1)
2431	Bos taurus	P00189	1.14.15.6	concentration	Enzyme	5.0E-7		-	M
2470	Bos taurus	Q32LG3	1.1.1.37	Ki	Oxaloacetate	5.5E-6		7.0E-7	M
2470	Bos taurus	Q32LG3	1.1.1.37	Km	Oxaloacetate	7.95E-5		3.86E-5	M
2470	Bos taurus	Q32LG3	1.1.1.37	concentration	NADH	1.3E-4	0.001	-	M
2470	Bos taurus	Q32LG3	1.1.1.37	Vmax		0.00226666667		1.0E-4	mol*s^(-1)*g^(-1)
2470	Bos taurus	Q32LG3	1.1.1.37	Ki	NADH	1.36E-5		4.3E-6	M
2470	Bos taurus	Q32LG3	1.1.1.37	concentration	Oxaloacetate	1.0E-4	0.001	-	M
2470	Bos taurus	Q32LG3	1.1.1.37	Ki	NAD+	3.59E-4		8.5E-5	M
2470	Bos taurus	Q32LG3	1.1.1.37	Km	L-Malate	3.86E-4		7.3E-5	M
